pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,49,99.514,99.529,97.392,1.126,0.0
2,RAI,Ferrari,7,51,99.697,99.536,98.482,0.856,0.183
3,VER,Red Bull Racing,33,51,99.805,99.607,98.246,1.236,0.291
4,VET,Ferrari,5,51,99.92,99.649,98.28,1.371,0.406
5,BOT,Mercedes,77,51,100.278,100.057,98.47,1.121,0.764
6,OCO,Racing Point,31,51,101.463,101.081,99.992,1.191,1.949
7,SAI,Renault,55,51,101.376,101.099,99.858,1.046,1.862
8,RIC,Red Bull Racing,3,7,101.314,101.244,100.933,0.252,1.8
9,HUL,Renault,27,51,101.314,101.331,99.548,1.13,1.8
10,MAG,Haas F1 Team,20,51,101.5,101.452,98.963,1.373,1.986
11,PER,Racing Point,11,50,101.504,101.678,99.569,1.347,1.99
12,HAR,Toro Rosso,28,50,102.064,101.804,99.915,1.389,2.55
13,VAN,McLaren,2,48,101.841,102.059,99.24,1.368,2.327
14,ERI,Sauber,9,50,102.061,102.13,100.098,1.465,2.547
15,GAS,Toro Rosso,10,48,102.204,102.212,99.646,1.269,2.69
16,STR,Williams,18,45,102.598,102.49,100.433,1.389,3.084
17,SIR,Williams,35,48,102.581,102.67,100.522,1.008,3.067
18,LEC,Sauber,16,26,103.115,102.98,101.982,0.701,3.601
