stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,HAM,Mercedes,SOFT,3.0,39.0,56.0,18,98.439,98.255,97.392
2,VET,Ferrari,SOFT,2.0,28.0,56.0,29,98.954,98.771,98.28
3,VER,Red Bull Racing,SUPERSOFT,2.0,24.0,56.0,33,99.142,99.159,98.246
4,RAI,Ferrari,SOFT,2.0,23.0,56.0,34,99.217,99.096,98.482
5,BOT,Mercedes,SOFT,2.0,25.0,56.0,32,99.805,99.756,98.47
6,HAM,Mercedes,SOFT,2.0,13.0,35.0,21,99.891,99.661,98.86
7,VAN,McLaren,SOFT,3.0,42.0,55.0,14,100.052,100.036,99.24
8,MAG,Haas F1 Team,SOFT,2.0,32.0,56.0,25,100.33,100.233,98.963
9,PER,Racing Point,SOFT,2.0,27.0,56.0,29,100.541,100.238,99.569
10,SAI,Renault,SOFT,2.0,26.0,56.0,31,100.633,100.571,99.858
11,HUL,Renault,SOFT,2.0,25.0,56.0,32,100.644,100.618,99.548
12,RAI,Ferrari,ULTRASOFT,1.0,1.0,19.0,17,100.656,100.823,99.389
13,HAM,Mercedes,SUPERSOFT,1.0,1.0,10.0,10,100.657,100.577,100.302
14,OCO,Racing Point,SOFT,2.0,24.0,56.0,33,100.765,100.538,99.992
15,ERI,Sauber,SUPERSOFT,2.0,32.0,55.0,24,100.848,100.498,100.098
16,VER,Red Bull Racing,SOFT,1.0,2.0,21.0,18,101.022,100.541,100.076
17,GAS,Toro Rosso,ULTRASOFT,3.0,38.0,55.0,18,101.036,101.026,99.646
18,BOT,Mercedes,SUPERSOFT,1.0,1.0,22.0,19,101.076,101.0,100.057
19,VET,Ferrari,SUPERSOFT,1.0,2.0,25.0,22,101.194,101.04,99.649
20,HAR,Toro Rosso,SOFT,2.0,29.0,55.0,27,101.204,100.902,99.915
21,RIC,Red Bull Racing,SUPERSOFT,1.0,2.0,8.0,7,101.314,101.244,100.933
22,STR,Williams,ULTRASOFT,4.0,40.0,54.0,15,101.588,101.426,100.433
23,SIR,Williams,SUPERSOFT,3.0,31.0,55.0,24,102.237,101.816,100.816
24,VAN,McLaren,SOFT,2.0,12.0,39.0,28,102.321,102.184,101.058
25,HUL,Renault,ULTRASOFT,1.0,2.0,22.0,19,102.443,102.289,101.331
26,GAS,Toro Rosso,SOFT,2.0,12.0,34.0,23,102.52,102.561,100.754
27,SAI,Renault,SUPERSOFT,1.0,2.0,23.0,20,102.528,102.438,101.658
28,SIR,Williams,SOFT,2.0,12.0,28.0,17,102.613,102.711,100.522
29,MAG,Haas F1 Team,SUPERSOFT,1.0,2.0,29.0,26,102.625,102.648,101.371
30,OCO,Racing Point,ULTRASOFT,1.0,2.0,21.0,18,102.743,102.734,101.718
31,PER,Racing Point,ULTRASOFT,1.0,2.0,24.0,21,102.835,102.87,101.656
32,STR,Williams,SOFT,2.0,3.0,4.0,2,102.87,102.87,102.382
33,HAR,Toro Rosso,SUPERSOFT,1.0,2.0,26.0,23,103.074,102.99,101.505
34,LEC,Sauber,SOFT,2.0,3.0,30.0,26,103.115,102.98,101.982
35,STR,Williams,None,3.0,7.0,37.0,28,103.119,102.91,101.752
36,ERI,Sauber,SOFT,1.0,2.0,29.0,26,103.18,103.17,101.625
37,SIR,Williams,SUPERSOFT,1.0,2.0,9.0,7,103.681,103.44,103.25
38,VAN,McLaren,SUPERSOFT,1.0,4.0,9.0,6,103.775,103.745,103.545
39,GAS,Toro Rosso,SUPERSOFT,1.0,3.0,9.0,7,104.173,103.936,103.648
