Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALO,Aston Martin,7,8.0,SOFT,HARD
ALB,Williams,8,10.0,MEDIUM,MEDIUM
BOT,Kick Sauber,8,9.0,MEDIUM,HARD
GAS,Alpine,8,9.0,SOFT,HARD
RIC,RB,11,12.0,MEDIUM,HARD
TSU,RB,12,13.0,MEDIUM,HARD
HUL,Haas F1 Team,13,14.0,MEDIUM,HARD
RUS,Mercedes,21,22.0,MEDIUM,HARD
NOR,McLaren,22,23.0,MEDIUM,HARD
ALB,Williams,23,24.0,MEDIUM,MEDIUM
PIA,McLaren,23,24.0,MEDIUM,HARD
VER,Red Bull Racing,24,25.0,MEDIUM,HARD
LEC,Ferrari,25,26.0,MEDIUM,HARD
OCO,Alpine,25,26.0,MEDIUM,HARD
HAM,Mercedes,27,28.0,MEDIUM,HARD
SAI,Ferrari,27,28.0,MEDIUM,HARD
ALB,Williams,28,29.0,MEDIUM,MEDIUM
GAS,Alpine,30,31.0,HARD,MEDIUM
SAR,Williams,31,32.0,HARD,MEDIUM
ZHO,Kick Sauber,33,34.0,HARD,MEDIUM
MAG,Haas F1 Team,37,38.0,MEDIUM,HARD
PER,Red Bull Racing,37,38.0,HARD,MEDIUM
STR,Aston Martin,37,38.0,MEDIUM,HARD
ALO,Aston Martin,40,41.0,HARD,MEDIUM
ALB,Williams,51,,MEDIUM,
RUS,Mercedes,52,53.0,HARD,MEDIUM
ALO,Aston Martin,59,60.0,MEDIUM,SOFT
