stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,SAI,Ferrari,SOFT,4.0,52.0,52.0,1,88.293,88.293,88.293
2,VER,Red Bull Racing,HARD,3.0,40.0,52.0,13,89.387,89.411,88.952
3,PIA,McLaren,MEDIUM,3.0,40.0,52.0,13,89.394,89.283,88.748
4,SAI,Ferrari,HARD,3.0,41.0,49.0,9,89.727,89.589,89.415
5,HAM,Mercedes,SOFT,3.0,40.0,52.0,13,89.767,89.682,89.438
6,STR,Aston Martin,MEDIUM,3.0,41.0,52.0,12,90.054,90.03,89.897
7,NOR,McLaren,SOFT,3.0,41.0,52.0,12,90.124,89.983,89.262
8,ALB,Williams,MEDIUM,3.0,40.0,52.0,13,90.247,90.148,89.718
9,ALO,Aston Martin,MEDIUM,3.0,40.0,52.0,13,90.372,90.167,89.71
10,HUL,Haas F1 Team,SOFT,3.0,41.0,52.0,12,90.406,90.381,89.836
11,LEC,Ferrari,SOFT,4.0,39.0,51.0,13,90.419,90.204,89.748
12,SAR,Williams,SOFT,3.0,40.0,52.0,13,90.956,91.175,89.972
13,PER,Red Bull Racing,MEDIUM,4.0,39.0,46.0,8,91.078,90.554,90.136
14,TSU,RB,SOFT,3.0,40.0,52.0,13,91.242,91.367,90.229
15,MAG,Haas F1 Team,SOFT,3.0,39.0,52.0,14,91.287,91.137,90.093
16,ZHO,Kick Sauber,SOFT,5.0,39.0,50.0,12,91.701,91.404,91.014
17,OCO,Alpine,MEDIUM,5.0,40.0,50.0,11,91.925,91.114,90.875
18,RIC,RB,SOFT,3.0,39.0,51.0,13,91.957,91.198,90.735
19,BOT,Kick Sauber,SOFT,3.0,39.0,51.0,13,92.539,92.217,91.277
20,HAM,Mercedes,MEDIUM,1.0,1.0,26.0,25,92.869,91.716,91.095
21,RUS,Mercedes,MEDIUM,1.0,1.0,26.0,25,92.905,91.639,91.298
22,PER,Red Bull Racing,HARD,1.0,2.0,18.0,17,93.05,92.709,92.111
23,NOR,McLaren,MEDIUM,1.0,1.0,26.0,26,93.175,91.936,90.86
24,PIA,McLaren,MEDIUM,1.0,1.0,26.0,26,93.199,91.926,90.976
