pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,LEC,Ferrari,16,51,99.485,99.378,98.231,0.894,0.259
2,VER,Red Bull Racing,1,51,99.226,99.454,97.991,0.736,0.0
3,NOR,McLaren,4,51,99.337,99.556,97.62,0.996,0.111
4,HAM,Ferrari,44,51,99.725,99.721,98.361,1.017,0.499
5,ANT,Mercedes,12,51,100.077,99.88,97.577,1.175,0.851
6,OCO,Haas F1 Team,31,51,100.607,99.903,99.263,1.207,1.381
7,PIA,McLaren,81,51,99.714,99.934,98.564,0.827,0.488
8,TSU,Red Bull Racing,22,51,100.076,100.057,98.803,0.741,0.85
9,RUS,Mercedes,63,51,99.807,100.152,98.224,0.898,0.581
10,ALB,Williams,23,49,100.157,100.155,98.328,0.988,0.931
11,STR,Aston Martin,18,51,100.463,100.165,99.071,1.043,1.237
12,HUL,Kick Sauber,27,51,100.169,100.31,98.372,0.893,0.943
13,BEA,Haas F1 Team,87,51,100.39,100.513,99.119,0.898,1.164
14,ALO,Aston Martin,14,51,100.378,100.539,98.789,0.933,1.152
15,BOR,Kick Sauber,5,48,100.633,100.7,98.275,0.991,1.407
16,HAD,Racing Bulls,6,51,100.788,100.772,98.724,1.248,1.562
17,LAW,Racing Bulls,30,51,100.461,100.789,98.983,0.934,1.235
18,SAI,Williams,55,5,101.888,100.793,100.327,2.531,2.662
19,GAS,Alpine,10,50,101.06,101.116,99.27,0.837,1.834
20,COL,Alpine,43,50,100.984,101.142,99.173,1.063,1.758
