constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-melbourne,Australian Grand Prix,,,,,,1,58,5506000,10.0,1,1,1,Finished,1:31,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-melbourne,Australian Grand Prix,,,,,,2,58,5506702,6.0,2,2,1,Finished,+0.702,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-melbourne,Australian Grand Prix,,,,,,6,57,,4.0,3,3,1,+1 Lap,,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-melbourne,Australian Grand Prix,,,,,,8,57,,3.0,4,4,1,+1 Lap,,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-melbourne,Australian Grand Prix,,,,,,4,57,,2.0,5,5,1,+1 Lap,,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-melbourne,Australian Grand Prix,,,,,,5,57,,1.0,6,6,1,+1 Lap,,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-melbourne,Australian Grand Prix,,,,,,11,57,,0.0,7,7,1,+1 Lap,,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-melbourne,Australian Grand Prix,,,,,,10,57,,0.0,8,8,1,+1 Lap,,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-melbourne,Australian Grand Prix,,,,,,21,57,,0.0,9,9,1,+1 Lap,,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-melbourne,Australian Grand Prix,,,,,,7,43,,0.0,10,R,1,Broken wing,,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-melbourne,Australian Grand Prix,,,,,,12,41,,0.0,11,R,1,Engine,,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-melbourne,Australian Grand Prix,,,,,,15,26,,0.0,12,R,1,Gearbox,,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-melbourne,Australian Grand Prix,,,,,,19,25,,0.0,13,R,1,Gearbox,,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-melbourne,Australian Grand Prix,,,,,,16,23,,0.0,14,R,1,Gearbox,,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-melbourne,Australian Grand Prix,,,,,,17,22,,0.0,15,R,1,Engine,,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-melbourne,Australian Grand Prix,,,,,,22,8,,0.0,16,R,1,Halfshaft,,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-melbourne,Australian Grand Prix,,,,,,3,5,,0.0,17,R,1,Engine,,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-melbourne,Australian Grand Prix,,,,,,20,2,,0.0,18,R,1,Gearbox,,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-melbourne,Australian Grand Prix,,,,,,9,1,,0.0,19,R,1,Collision,,1998
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,19,1998-melbourne,Australian Grand Prix,,,,,,18,1,,0.0,20,R,1,Collision,,1998
