stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VET,Ferrari,MEDIUM,3.0,37.0,37.0,1,94.918,94.918,94.918
2,HAM,Mercedes,MEDIUM,3.0,36.0,54.0,19,95.732,95.419,93.528
3,BOT,Mercedes,SOFT,3.0,40.0,54.0,15,95.796,95.696,94.209
4,VET,Ferrari,SOFT,4.0,40.0,54.0,15,95.852,95.93,94.895
5,GAS,Red Bull Racing,MEDIUM,3.0,41.0,54.0,14,95.883,95.822,95.291
6,KVY,Toro Rosso,SOFT,3.0,40.0,53.0,14,95.976,96.03,94.934
7,VER,Red Bull Racing,MEDIUM,3.0,34.0,54.0,21,96.055,96.076,95.311
8,LEC,Ferrari,MEDIUM,2.0,15.0,35.0,21,96.226,96.284,93.914
9,SAI,McLaren,SOFT,4.0,42.0,52.0,11,96.245,96.235,95.586
10,VET,Ferrari,MEDIUM,2.0,16.0,34.0,19,96.42,96.495,95.184
11,RAI,Alfa Romeo Racing,SOFT,3.0,35.0,54.0,20,96.618,96.58,95.589
12,HAM,Mercedes,SOFT,2.0,15.0,33.0,19,96.7,96.935,94.644
13,NOR,McLaren,SOFT,3.0,36.0,54.0,19,96.789,96.64,96.228
14,HUL,Renault,MEDIUM,3.0,34.0,53.0,20,96.867,96.754,96.057
15,GIO,Alfa Romeo Racing,SOFT,3.0,42.0,57.0,13,96.885,95.951,95.237
16,BOT,Mercedes,MEDIUM,2.0,14.0,39.0,24,96.959,96.924,95.757
17,MAG,Haas F1 Team,SOFT,3.0,40.0,53.0,14,97.06,97.052,95.892
18,VER,Red Bull Racing,MEDIUM,2.0,13.0,31.0,19,97.284,97.277,95.387
19,LEC,Ferrari,SOFT,1.0,1.0,12.0,12,97.286,97.199,96.383
20,HAM,Mercedes,SOFT,1.0,2.0,12.0,11,97.428,97.316,96.759
21,PER,Racing Point,MEDIUM,3.0,35.0,54.0,20,97.447,96.67,96.33
22,VET,Ferrari,SOFT,1.0,1.0,13.0,13,97.583,97.618,96.605
23,HUL,Renault,SOFT,2.0,14.0,31.0,17,97.596,97.62,95.215
24,RIC,Renault,MEDIUM,2.0,26.0,53.0,28,97.713,97.81,96.697
25,NOR,McLaren,MEDIUM,2.0,12.0,33.0,22,97.75,97.85,95.777
26,ALB,Toro Rosso,MEDIUM,3.0,27.0,54.0,28,97.788,97.4,96.752
27,LEC,Ferrari,MEDIUM,3.0,38.0,54.0,17,97.841,98.056,93.411
28,SAI,McLaren,HARD,3.0,26.0,39.0,12,97.946,97.889,97.179
29,GAS,Red Bull Racing,SOFT,2.0,11.0,38.0,28,98.02,98.065,96.493
30,BOT,Mercedes,SOFT,1.0,1.0,11.0,11,98.035,97.905,97.161
31,RAI,Alfa Romeo Racing,MEDIUM,2.0,11.0,32.0,22,98.088,98.372,96.252
32,SAI,McLaren,MEDIUM,2.0,6.0,23.0,18,98.102,98.41,95.842
33,ALB,Toro Rosso,SOFT,2.0,11.0,24.0,14,98.106,98.386,96.762
34,STR,Racing Point,MEDIUM,3.0,25.0,53.0,29,98.215,98.199,97.037
35,VER,Red Bull Racing,SOFT,1.0,1.0,10.0,10,98.266,97.765,97.303
36,KVY,Toro Rosso,MEDIUM,2.0,14.0,37.0,24,98.293,98.298,95.813
37,GIO,Alfa Romeo Racing,MEDIUM,2.0,18.0,39.0,22,98.308,98.452,96.4
38,HUL,Renault,SOFT,1.0,2.0,11.0,9,98.38,98.404,97.309
39,GRO,Haas F1 Team,MEDIUM,2.0,3.0,15.0,12,98.462,98.534,97.262
40,PER,Racing Point,MEDIUM,2.0,10.0,32.0,23,98.552,98.499,96.666
41,RIC,Renault,SOFT,1.0,2.0,22.0,20,98.676,98.641,97.922
42,SAI,McLaren,SOFT,1.0,2.0,3.0,2,98.72,98.72,98.57
43,STR,Racing Point,MEDIUM,2.0,3.0,22.0,20,98.786,98.453,97.816
44,RUS,Williams,MEDIUM,2.0,14.0,25.0,12,99.032,99.294,97.313
45,MAG,Haas F1 Team,MEDIUM,2.0,12.0,37.0,26,99.054,99.256,96.672
46,RAI,Alfa Romeo Racing,SOFT,1.0,1.0,8.0,8,99.426,98.837,98.243
47,RUS,Williams,MEDIUM,3.0,28.0,53.0,26,99.484,99.098,97.847
48,KUB,Williams,SOFT,2.0,13.0,26.0,14,99.771,99.764,97.903
49,NOR,McLaren,SOFT,1.0,1.0,9.0,9,99.846,99.158,98.588
50,KVY,Toro Rosso,SOFT,1.0,1.0,11.0,11,99.851,99.4,98.177
51,PER,Racing Point,SOFT,1.0,1.0,7.0,7,99.853,98.951,98.311
52,GIO,Alfa Romeo Racing,SOFT,1.0,1.0,15.0,15,99.907,99.401,98.232
53,MAG,Haas F1 Team,SOFT,1.0,1.0,9.0,9,99.948,99.275,98.828
54,GAS,Red Bull Racing,SOFT,1.0,1.0,8.0,8,100.056,99.266,98.574
55,ALB,Toro Rosso,SOFT,1.0,1.0,8.0,8,100.139,99.426,98.555
56,KUB,Williams,MEDIUM,3.0,29.0,52.0,24,100.247,99.764,98.18
57,KUB,Williams,MEDIUM,1.0,1.0,10.0,10,101.157,100.292,99.958
58,RUS,Williams,SOFT,1.0,1.0,11.0,11,101.297,100.56,99.938
