constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""williams""]","[""Williams""]",VIL,villeneuve,Jacques Villeneuve,Canadian,,81.0,1,1,7,1997
"[""williams""]","[""Williams""]",,frentzen,Heinz-Harald Frentzen,German,,42.0,2,2,1,1997
"[""mclaren""]","[""McLaren""]",COU,coulthard,David Coulthard,British,,36.0,3,3,2,1997
"[""benetton""]","[""Benetton""]",,alesi,Jean Alesi,French,,36.0,4,4,0,1997
"[""benetton""]","[""Benetton""]",,berger,Gerhard Berger,Austrian,,27.0,5,5,1,1997
"[""mclaren""]","[""McLaren""]",,hakkinen,Mika Häkkinen,Finnish,,27.0,6,6,1,1997
"[""ferrari""]","[""Ferrari""]",,irvine,Eddie Irvine,British,,24.0,7,7,0,1997
"[""jordan""]","[""Jordan""]",FIS,fisichella,Giancarlo Fisichella,Italian,,20.0,8,8,0,1997
"[""prost""]","[""Prost""]",,panis,Olivier Panis,French,,16.0,9,9,0,1997
"[""sauber""]","[""Sauber""]",,herbert,Johnny Herbert,British,,15.0,10,10,0,1997
"[""jordan""]","[""Jordan""]",SCH,ralf_schumacher,Ralf Schumacher,German,,13.0,11,11,0,1997
"[""arrows""]","[""Arrows""]",,damon_hill,Damon Hill,British,,7.0,12,12,0,1997
"[""stewart""]","[""Stewart""]",BAR,barrichello,Rubens Barrichello,Brazilian,,6.0,13,13,0,1997
"[""benetton""]","[""Benetton""]",WUR,wurz,Alexander Wurz,Austrian,,4.0,14,14,0,1997
"[""minardi"", ""prost""]","[""Minardi"", ""Prost""]",TRU,trulli,Jarno Trulli,Italian,,3.0,15,15,0,1997
"[""arrows""]","[""Arrows""]",,diniz,Pedro Diniz,Brazilian,,2.0,16,16,0,1997
"[""tyrrell""]","[""Tyrrell""]",,salo,Mika Salo,Finnish,,2.0,17,17,0,1997
"[""prost""]","[""Prost""]",,nakano,Shinji Nakano,Japanese,,2.0,18,18,0,1997
"[""sauber""]","[""Sauber""]",,larini,Nicola Larini,Italian,,1.0,19,19,0,1997
"[""ferrari""]","[""Ferrari""]",MSC,michael_schumacher,Michael Schumacher,German,,78.0,,D,5,1997
"[""stewart""]","[""Stewart""]",MAG,magnussen,Jan Magnussen,Danish,,0.0,,-,0,1997
"[""tyrrell""]","[""Tyrrell""]",,verstappen,Jos Verstappen,Dutch,,0.0,,-,0,1997
"[""sauber""]","[""Sauber""]",,morbidelli,Gianni Morbidelli,Italian,,0.0,,-,0,1997
"[""sauber""]","[""Sauber""]",,fontana,Norberto Fontana,Argentine,,0.0,,-,0,1997
"[""minardi""]","[""Minardi""]",,katayama,Ukyo Katayama,Japanese,,0.0,,-,0,1997
"[""minardi""]","[""Minardi""]",,marques,Tarso Marques,Brazilian,,0.0,,-,0,1997
