circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1972-01-23,1972-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,1,1972,,https://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,1972
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1972-03-04,1972-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,2,1972,,https://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,1972
jarama,Jarama,https://en.wikipedia.org/wiki/Circuito_del_Jarama,Spain,1972-05-01,1972-madrid,Spanish Grand Prix,madrid,40.6171,Madrid,-3.58558,3,1972,,https://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,1972
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1972-05-14,1972-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,4,1972,,https://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,1972
nivelles,Nivelles-Baulers,https://en.wikipedia.org/wiki/Nivelles-Baulers,Belgium,1972-06-04,1972-brussels,Belgian Grand Prix,brussels,50.6211,Brussels,4.32694,5,1972,,https://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,1972
charade,Charade Circuit,https://en.wikipedia.org/wiki/Circuit_de_Charade,France,1972-07-02,1972-clermont-ferrand,French Grand Prix,clermont-ferrand,45.7472,Clermont-Ferrand,3.03889,6,1972,,https://en.wikipedia.org/wiki/1972_French_Grand_Prix,1972
brands_hatch,Brands Hatch,https://en.wikipedia.org/wiki/Brands_Hatch,UK,1972-07-15,1972-kent,British Grand Prix,kent,51.3569,Kent,0.263056,7,1972,,https://en.wikipedia.org/wiki/1972_British_Grand_Prix,1972
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1972-07-30,1972-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,8,1972,,https://en.wikipedia.org/wiki/1972_German_Grand_Prix,1972
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,1972-08-13,1972-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,9,1972,,https://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,1972
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1972-09-10,1972-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,10,1972,,https://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,1972
mosport,Mosport International Raceway,https://en.wikipedia.org/wiki/Canadian_Tire_Motorsport_Park,Canada,1972-09-24,1972-ontario,Canadian Grand Prix,ontario,44.0481,Ontario,-78.6756,11,1972,,https://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,1972
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1972-10-08,1972-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,12,1972,,https://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,1972
