constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-kuala-lumpur,Malaysian Grand Prix,16,1:35.843,1:35.670,,2,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-kuala-lumpur,Malaysian Grand Prix,17,1:36.240,,,2,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-kuala-lumpur,Malaysian Grand Prix,18,1:36.388,,,2,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-kuala-lumpur,Malaysian Grand Prix,19,1:36.677,,,2,2008
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,18,2008-kuala-lumpur,Malaysian Grand Prix,20,1:37.087,,,2,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-kuala-lumpur,Malaysian Grand Prix,21,1:37.101,,,2,2008
Super Aguri,super_aguri,Japanese,DAV,davidson,Anthony Davidson,British,19,2008-kuala-lumpur,Malaysian Grand Prix,22,1:37.481,,,2,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-sakhir,Bahrain Grand Prix,1,1:32.893,1:31.745,1:33.096,3,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-sakhir,Bahrain Grand Prix,2,1:31.937,1:31.188,1:33.123,3,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-sakhir,Bahrain Grand Prix,3,1:32.750,1:31.922,1:33.292,3,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-sakhir,Bahrain Grand Prix,4,1:32.652,1:31.933,1:33.418,3,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-sakhir,Bahrain Grand Prix,5,1:33.057,1:31.718,1:33.488,3,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-sakhir,Bahrain Grand Prix,6,1:33.137,1:31.909,1:33.737,3,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-sakhir,Bahrain Grand Prix,7,1:32.493,1:32.159,1:33.994,3,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-sakhir,Bahrain Grand Prix,8,1:32.903,1:32.185,1:34.015,3,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-sakhir,Bahrain Grand Prix,9,1:32.793,1:32.362,1:35.057,3,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-sakhir,Bahrain Grand Prix,10,1:32.947,1:32.345,1:35.115,3,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-sakhir,Bahrain Grand Prix,11,1:33.194,1:32.371,,3,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-sakhir,Bahrain Grand Prix,12,1:32.944,1:32.508,,3,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-sakhir,Bahrain Grand Prix,13,1:32.800,1:32.528,,3,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-sakhir,Bahrain Grand Prix,14,1:32.975,1:32.790,,3,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-sakhir,Bahrain Grand Prix,15,1:33.415,1:32.915,,3,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-sakhir,Bahrain Grand Prix,16,1:33.386,1:32.943,,3,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-sakhir,Bahrain Grand Prix,17,1:33.433,,,3,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-sakhir,Bahrain Grand Prix,18,1:33.501,,,3,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-sakhir,Bahrain Grand Prix,19,1:33.562,,,3,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-sakhir,Bahrain Grand Prix,20,1:33.845,,,3,2008
Super Aguri,super_aguri,Japanese,DAV,davidson,Anthony Davidson,British,19,2008-sakhir,Bahrain Grand Prix,21,1:34.140,,,3,2008
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,18,2008-sakhir,Bahrain Grand Prix,22,1:35.725,,,3,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-barcelona,Spanish Grand Prix,1,1:20.701,1:20.784,1:21.813,4,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-barcelona,Spanish Grand Prix,2,1:21.347,1:20.804,1:21.904,4,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-barcelona,Spanish Grand Prix,3,1:21.528,1:20.584,1:22.058,4,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-barcelona,Spanish Grand Prix,4,1:21.423,1:20.597,1:22.065,4,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-barcelona,Spanish Grand Prix,5,1:21.366,1:20.825,1:22.096,4,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-barcelona,Spanish Grand Prix,6,1:21.430,1:20.817,1:22.231,4,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-barcelona,Spanish Grand Prix,7,1:21.494,1:20.984,1:22.429,4,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-barcelona,Spanish Grand Prix,8,1:21.158,1:20.907,1:22.529,4,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-barcelona,Spanish Grand Prix,9,1:21.466,1:20.815,1:22.542,4,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-barcelona,Spanish Grand Prix,10,1:21.409,1:20.894,1:22.699,4,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-barcelona,Spanish Grand Prix,11,1:21.548,1:21.049,,4,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-barcelona,Spanish Grand Prix,12,1:21.690,1:21.117,,4,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-barcelona,Spanish Grand Prix,13,1:21.757,1:21.211,,4,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-barcelona,Spanish Grand Prix,14,1:21.427,1:21.230,,4,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-barcelona,Spanish Grand Prix,15,1:21.472,1:21.349,,4,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-barcelona,Spanish Grand Prix,16,1:21.540,1:21.724,,4,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-barcelona,Spanish Grand Prix,17,1:21.810,,,4,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-barcelona,Spanish Grand Prix,18,1:22.108,,,4,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-barcelona,Spanish Grand Prix,19,1:22.516,,,4,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-barcelona,Spanish Grand Prix,20,1:23.224,,,4,2008
Super Aguri,super_aguri,Japanese,DAV,davidson,Anthony Davidson,British,19,2008-barcelona,Spanish Grand Prix,21,1:23.318,,,4,2008
Super Aguri,super_aguri,Japanese,SAT,sato,Takuma Sato,Japanese,18,2008-barcelona,Spanish Grand Prix,22,1:23.496,,,4,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-istanbul,Turkish Grand Prix,1,1:25.994,1:26.192,1:27.617,5,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-istanbul,Turkish Grand Prix,2,1:26.736,1:26.290,1:27.808,5,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-istanbul,Turkish Grand Prix,3,1:26.192,1:26.477,1:27.923,5,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-istanbul,Turkish Grand Prix,4,1:26.457,1:26.050,1:27.936,5,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-istanbul,Turkish Grand Prix,5,1:26.761,1:26.129,1:28.390,5,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-istanbul,Turkish Grand Prix,6,1:26.773,1:26.466,1:28.417,5,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-istanbul,Turkish Grand Prix,7,1:26.836,1:26.522,1:28.422,5,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-istanbul,Turkish Grand Prix,8,1:26.695,1:26.822,1:28.836,5,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-istanbul,Turkish Grand Prix,9,1:27.107,1:27.607,1:28.882,5,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-istanbul,Turkish Grand Prix,10,1:26.939,1:26.520,1:29.959,5,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-istanbul,Turkish Grand Prix,11,1:27.367,1:27.012,,5,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-istanbul,Turkish Grand Prix,12,1:27.355,1:27.219,,5,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-istanbul,Turkish Grand Prix,13,1:27.428,1:27.298,,5,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-istanbul,Turkish Grand Prix,14,1:27.442,1:27.412,,5,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-istanbul,Turkish Grand Prix,15,1:26.614,1:27.806,,5,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-istanbul,Turkish Grand Prix,16,1:27.547,,,5,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-istanbul,Turkish Grand Prix,17,1:27.568,,,5,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-istanbul,Turkish Grand Prix,18,1:27.621,,,5,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-istanbul,Turkish Grand Prix,19,1:27.807,,,5,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-istanbul,Turkish Grand Prix,20,1:28.325,,,5,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-monte-carlo,Monaco Grand Prix,1,1:15.190,1:15.110,1:15.787,6,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-monte-carlo,Monaco Grand Prix,2,1:15.717,1:15.404,1:15.815,6,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-monte-carlo,Monaco Grand Prix,3,1:15.582,1:15.322,1:15.839,6,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-monte-carlo,Monaco Grand Prix,4,1:15.295,1:15.389,1:16.165,6,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-monte-carlo,Monaco Grand Prix,5,1:15.977,1:15.483,1:16.171,6,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-monte-carlo,Monaco Grand Prix,6,1:15.935,1:15.287,1:16.548,6,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-monte-carlo,Monaco Grand Prix,7,1:16.646,1:15.827,1:16.852,6,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-monte-carlo,Monaco Grand Prix,8,1:16.306,1:15.598,1:17.203,6,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-monte-carlo,Monaco Grand Prix,9,1:16.074,1:15.745,1:17.343,6,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-monte-carlo,Monaco Grand Prix,10,1:16.086,1:15.839,,6,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-monte-carlo,Monaco Grand Prix,11,1:16.285,1:15.907,,6,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-monte-carlo,Monaco Grand Prix,12,1:16.259,1:16.101,,6,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-monte-carlo,Monaco Grand Prix,13,1:16.650,1:16.455,,6,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-monte-carlo,Monaco Grand Prix,14,1:16.756,1:16.479,,6,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-monte-carlo,Monaco Grand Prix,15,1:16.208,1:16.537,,6,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-monte-carlo,Monaco Grand Prix,16,1:16.806,,,6,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-monte-carlo,Monaco Grand Prix,17,1:16.933,,,6,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-monte-carlo,Monaco Grand Prix,18,1:16.955,,,6,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-monte-carlo,Monaco Grand Prix,19,1:17.225,,,6,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-monte-carlo,Monaco Grand Prix,20,1:17.823,,,6,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-montreal,Canadian Grand Prix,1,1:16.909,1:17.034,1:17.886,7,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-montreal,Canadian Grand Prix,2,1:17.471,1:17.679,1:18.498,7,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-montreal,Canadian Grand Prix,3,1:17.301,1:17.364,1:18.735,7,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-montreal,Canadian Grand Prix,4,1:17.415,1:17.488,1:18.746,7,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-montreal,Canadian Grand Prix,5,1:17.991,1:17.891,1:18.844,7,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-montreal,Canadian Grand Prix,6,1:17.231,1:17.353,1:19.048,7,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-montreal,Canadian Grand Prix,7,1:17.287,1:17.684,1:19.089,7,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-montreal,Canadian Grand Prix,8,1:18.082,1:17.781,1:19.633,7,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-montreal,Canadian Grand Prix,9,1:18.256,1:18.020,1:20.848,7,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-montreal,Canadian Grand Prix,10,1:17.582,1:17.523,,7,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-montreal,Canadian Grand Prix,11,1:18.321,1:18.031,,7,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-montreal,Canadian Grand Prix,12,1:17.638,1:18.062,,7,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-montreal,Canadian Grand Prix,13,1:18.168,1:18.238,,7,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-montreal,Canadian Grand Prix,14,1:18.039,1:18.327,,7,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-montreal,Canadian Grand Prix,15,1:18.505,1:18.393,,7,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-montreal,Canadian Grand Prix,16,1:18.916,,,7,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-montreal,Canadian Grand Prix,17,1:19.108,,,7,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-montreal,Canadian Grand Prix,18,1:19.165,,,7,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-montreal,Canadian Grand Prix,19,1:23.565,,,7,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-montreal,Canadian Grand Prix,20,,,,7,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-magny-cours,French Grand Prix,1,1:15.133,1:15.161,1:16.449,8,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-magny-cours,French Grand Prix,2,1:15.024,1:15.041,1:16.490,8,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-magny-cours,French Grand Prix,3,1:15.634,1:15.293,1:16.693,8,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-magny-cours,French Grand Prix,4,1:15.754,1:15.483,1:16.840,8,2008
Toyota,toyota,Japanese,TRU,trulli,Jarno Trulli,Italian,11,2008-magny-cours,French Grand Prix,5,1:15.521,1:15.362,1:16.920,8,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-magny-cours,French Grand Prix,6,1:15.965,1:15.639,1:16.944,8,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-magny-cours,French Grand Prix,7,1:15.687,1:15.723,1:17.037,8,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-magny-cours,French Grand Prix,8,1:16.020,1:15.488,1:17.233,8,2008
Red Bull,red_bull,Austrian,COU,coulthard,David Coulthard,British,9,2008-magny-cours,French Grand Prix,9,1:15.802,1:15.654,1:17.426,8,2008
Toyota,toyota,Japanese,GLO,glock,Timo Glock,German,12,2008-magny-cours,French Grand Prix,10,1:15.727,1:15.558,1:17.596,8,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-magny-cours,French Grand Prix,11,1:15.848,1:15.770,,8,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-magny-cours,French Grand Prix,12,1:16.006,1:15.786,,8,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-magny-cours,French Grand Prix,13,1:15.918,1:15.816,,8,2008
Toro Rosso,toro_rosso,Italian,BOU,bourdais,Sébastien Bourdais,French,14,2008-magny-cours,French Grand Prix,14,1:16.072,1:16.045,,8,2008
Williams,williams,British,ROS,rosberg,Nico Rosberg,German,6,2008-magny-cours,French Grand Prix,15,1:16.085,1:16.235,,8,2008
Williams,williams,British,NAK,nakajima,Kazuki Nakajima,Japanese,8,2008-magny-cours,French Grand Prix,16,1:16.243,,,8,2008
Honda,honda,Japanese,BUT,button,Jenson Button,British,22,2008-magny-cours,French Grand Prix,17,1:16.306,,,8,2008
Honda,honda,Japanese,BAR,barrichello,Rubens Barrichello,Brazilian,17,2008-magny-cours,French Grand Prix,18,1:16.330,,,8,2008
Force India,force_india,Indian,FIS,fisichella,Giancarlo Fisichella,Italian,21,2008-magny-cours,French Grand Prix,19,1:16.971,,,8,2008
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2008-magny-cours,French Grand Prix,20,1:17.053,,,8,2008
McLaren,mclaren,British,KOV,kovalainen,Heikki Kovalainen,Finnish,23,2008-silverstone,British Grand Prix,1,1:19.957,1:19.597,1:21.049,9,2008
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,10,2008-silverstone,British Grand Prix,2,1:20.982,1:19.710,1:21.554,9,2008
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2008-silverstone,British Grand Prix,3,1:20.370,1:19.971,1:21.706,9,2008
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2008-silverstone,British Grand Prix,4,1:20.288,1:19.537,1:21.835,9,2008
BMW Sauber,bmw_sauber,German,HEI,heidfeld,Nick Heidfeld,German,3,2008-silverstone,British Grand Prix,5,1:21.022,1:19.802,1:21.873,9,2008
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2008-silverstone,British Grand Prix,6,1:20.998,1:19.992,1:22.029,9,2008
Renault,renault,French,PIQ,piquet_jr,Nelson Piquet Jr.,Brazilian,6,2008-silverstone,British Grand Prix,7,1:20.818,1:20.115,1:22.491,9,2008
Toro Rosso,toro_rosso,Italian,VET,vettel,Sebastian Vettel,German,5,2008-silverstone,British Grand Prix,8,1:20.318,1:20.109,1:23.251,9,2008
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2008-silverstone,British Grand Prix,9,1:20.676,1:20.086,1:23.305,9,2008
BMW Sauber,bmw_sauber,German,KUB,kubica,Robert Kubica,Polish,88,2008-silverstone,British Grand Prix,10,1:20.444,1:19.788,,9,2008
