constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
McLaren,mclaren,British,,hulme,Denny Hulme,New Zealander,6,1974-buenos-aires,Argentine Grand Prix,,,,,,10,53,6062010,9.0,1,1,1,Finished,1:41:02.010,1974
Ferrari,ferrari,Italian,,lauda,Niki Lauda,Austrian,12,1974-buenos-aires,Argentine Grand Prix,,,,,,8,53,6071280,6.0,2,2,1,Finished,+9.270,1974
Ferrari,ferrari,Italian,,regazzoni,Clay Regazzoni,Swiss,11,1974-buenos-aires,Argentine Grand Prix,,,,,,2,53,6082420,4.0,3,3,1,Finished,+20.410,1974
McLaren,mclaren,British,,hailwood,Mike Hailwood,British,33,1974-buenos-aires,Argentine Grand Prix,,,,,,9,53,6093800,3.0,4,4,1,Finished,+31.790,1974
BRM,brm,British,,beltoise,Jean-Pierre Beltoise,French,14,1974-buenos-aires,Argentine Grand Prix,,,,,,14,53,6113850,2.0,5,5,1,Finished,+51.840,1974
Tyrrell,tyrrell,British,,depailler,Patrick Depailler,French,4,1974-buenos-aires,Argentine Grand Prix,,,,,,15,53,6174490,1.0,6,6,1,Finished,+1:52.480,1974
Brabham,brabham,British,,reutemann,Carlos Reutemann,Argentine,7,1974-buenos-aires,Argentine Grand Prix,,,,,,6,52,,0.0,7,7,1,Out of fuel,,1974
March,march,British,,ganley,Howden Ganley,New Zealander,10,1974-buenos-aires,Argentine Grand Prix,,,,,,19,52,,0.0,8,8,1,Out of fuel,,1974
BRM,brm,British,,pescarolo,Henri Pescarolo,French,15,1974-buenos-aires,Argentine Grand Prix,,,,,,21,52,,0.0,9,9,1,+1 Lap,,1974
McLaren,mclaren,British,,emerson_fittipaldi,Emerson Fittipaldi,Brazilian,5,1974-buenos-aires,Argentine Grand Prix,,,,,,3,52,,0.0,10,10,1,+1 Lap,,1974
Lola,lola,British,,edwards,Guy Edwards,British,27,1974-buenos-aires,Argentine Grand Prix,,,,,,25,51,,0.0,11,11,1,+2 Laps,,1974
Brabham,brabham,British,,watson,John Watson,British,28,1974-buenos-aires,Argentine Grand Prix,,,,,,20,49,,0.0,12,12,1,+4 Laps,,1974
Team Lotus,team_lotus,British,,peterson,Ronnie Peterson,Swedish,1,1974-buenos-aires,Argentine Grand Prix,,,,,,1,48,,0.0,13,13,1,+5 Laps,,1974
Lola,lola,British,,hill,Graham Hill,British,26,1974-buenos-aires,Argentine Grand Prix,,,,,,17,45,,0.0,14,R,1,Engine,,1974
Team Lotus,team_lotus,British,,ickx,Jacky Ickx,Belgian,2,1974-buenos-aires,Argentine Grand Prix,,,,,,7,36,,0.0,15,R,1,Clutch,,1974
Brabham,brabham,British,,robarts,Richard Robarts,British,8,1974-buenos-aires,Argentine Grand Prix,,,,,,22,36,,0.0,16,R,1,Gearbox,,1974
March,march,British,,stuck,Hans-Joachim Stuck,German,9,1974-buenos-aires,Argentine Grand Prix,,,,,,23,31,,0.0,17,R,1,Clutch,,1974
BRM,brm,British,,migault,François Migault,French,37,1974-buenos-aires,Argentine Grand Prix,,,,,,24,31,,0.0,18,R,1,Water leak,,1974
Tyrrell,tyrrell,British,,scheckter,Jody Scheckter,South African,3,1974-buenos-aires,Argentine Grand Prix,,,,,,12,25,,0.0,19,R,1,Engine,,1974
Surtees,surtees,British,,pace,Carlos Pace,Brazilian,18,1974-buenos-aires,Argentine Grand Prix,,,,,,11,21,,0.0,20,R,1,Suspension,,1974
Iso Marlboro,iso_marlboro,British,,merzario,Arturo Merzario,Italian,20,1974-buenos-aires,Argentine Grand Prix,,,,,,13,19,,0.0,21,R,1,Overheating,,1974
March,march,British,,hunt,James Hunt,British,24,1974-buenos-aires,Argentine Grand Prix,,,,,,5,11,,0.0,22,R,1,Overheating,,1974
