circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1960-02-07,1960-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,1,1960,,https://en.wikipedia.org/wiki/1960_Argentine_Grand_Prix,1960
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1960-05-29,1960-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,2,1960,,https://en.wikipedia.org/wiki/1960_Monaco_Grand_Prix,1960
indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,USA,1960-05-30,1960-indianapolis,Indianapolis 500,indianapolis,39.795,Indianapolis,-86.2347,3,1960,,https://en.wikipedia.org/wiki/1960_Indianapolis_500,1960
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1960-06-06,1960-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,4,1960,,https://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix,1960
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1960-06-19,1960-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,5,1960,,https://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix,1960
reims,Reims-Gueux,https://en.wikipedia.org/wiki/Reims-Gueux,France,1960-07-03,1960-reims,French Grand Prix,reims,49.2542,Reims,3.93083,6,1960,,https://en.wikipedia.org/wiki/1960_French_Grand_Prix,1960
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1960-07-16,1960-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,7,1960,,https://en.wikipedia.org/wiki/1960_British_Grand_Prix,1960
boavista,Circuito da Boavista,https://en.wikipedia.org/wiki/Circuito_da_Boavista,Portugal,1960-08-14,1960-oporto,Portuguese Grand Prix,oporto,41.1705,Oporto,-8.67325,8,1960,,https://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix,1960
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1960-09-04,1960-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,9,1960,,https://en.wikipedia.org/wiki/1960_Italian_Grand_Prix,1960
riverside,Riverside International Raceway,https://en.wikipedia.org/wiki/Riverside_International_Raceway,USA,1960-11-20,1960-california,United States Grand Prix,california,33.937,California,-117.273,10,1960,,https://en.wikipedia.org/wiki/1960_United_States_Grand_Prix,1960
