pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,53,90.048,87.972,86.444,8.209,1.173
2,RAI,Ferrari,7,53,90.187,88.082,86.373,8.316,1.312
3,RIC,Red Bull Racing,3,53,89.355,88.127,85.945,4.388,0.48
4,VET,Ferrari,5,53,88.875,88.245,86.469,5.068,0.0
5,VER,Red Bull Racing,33,53,90.924,88.94,86.88,6.729,2.049
6,ALO,McLaren,14,53,89.759,89.137,86.978,3.5,0.884
7,SAI,Renault,55,53,91.182,89.739,87.944,6.291,2.307
8,BOT,Mercedes,77,53,90.508,89.773,87.019,4.802,1.633
9,HUL,Renault,27,53,90.852,89.799,87.081,6.588,1.977
10,VAN,McLaren,2,53,90.438,89.89,86.958,4.659,1.563
11,GRO,Haas F1 Team,8,21,90.189,90.026,88.805,0.6,1.314
12,LEC,Sauber,16,51,90.903,90.101,88.759,2.439,2.028
13,PER,Force India,11,53,91.097,90.28,87.633,5.709,2.222
14,MAG,Haas F1 Team,20,20,90.348,90.418,89.534,0.411,1.473
15,OCO,Force India,31,53,91.677,90.518,87.6,5.968,2.802
16,HAR,Toro Rosso,28,50,91.58,90.887,88.176,5.65,2.705
17,STR,Williams,18,51,90.859,90.928,88.511,2.184,1.984
18,GAS,Toro Rosso,10,12,92.199,91.428,90.649,2.071,3.324
19,ERI,Sauber,9,5,95.019,92.746,92.21,5.411,6.144
20,SIR,Williams,35,4,96.537,93.54,92.573,6.672,7.662
