Compound,laps,drivers,average_lap_seconds,best_lap_seconds,share
ULTRASOFT,352,16,90.458,87.753,0.4141
SOFT,333,12,90.329,85.945,0.3918
SUPERSOFT,149,8,90.579,86.958,0.1753
nan,16,15,100.015,90.265,0.0188
