Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HAR,Toro Rosso,1,2.0,nan,SOFT
RAI,Ferrari,18,19.0,ULTRASOFT,SOFT
HAM,Mercedes,19,20.0,ULTRASOFT,SOFT
LEC,Sauber,20,21.0,SUPERSOFT,SOFT
VER,Red Bull Racing,21,22.0,SUPERSOFT,SOFT
HAR,Toro Rosso,22,23.0,SOFT,ULTRASOFT
MAG,Haas F1 Team,22,,ULTRASOFT,
SAI,Renault,22,23.0,ULTRASOFT,SOFT
OCO,Force India,23,24.0,ULTRASOFT,SOFT
GRO,Haas F1 Team,24,,ULTRASOFT,
HUL,Renault,24,25.0,ULTRASOFT,SOFT
PER,Force India,24,25.0,ULTRASOFT,SOFT
BOT,Mercedes,25,26.0,ULTRASOFT,SUPERSOFT
STR,Williams,25,26.0,SUPERSOFT,SOFT
VAN,McLaren,25,26.0,ULTRASOFT,SUPERSOFT
ALO,McLaren,26,27.0,ULTRASOFT,SOFT
RIC,Red Bull Racing,26,27.0,SUPERSOFT,SOFT
VET,Ferrari,26,27.0,ULTRASOFT,SOFT
LEC,Sauber,27,28.0,SOFT,ULTRASOFT
STR,Williams,29,30.0,SOFT,ULTRASOFT
