constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Ferrari,ferrari,Italian,,mario_andretti,Mario Andretti,American,6,1971-midrand,South African Grand Prix,,,,,,4,79,6455500,9.0,1,1,1,Finished,1:47:35.500,1971
Tyrrell,tyrrell,British,,stewart,Jackie Stewart,British,9,1971-midrand,South African Grand Prix,,,,,,1,79,6476400,6.0,2,2,1,Finished,+20.900,1971
Ferrari,ferrari,Italian,,regazzoni,Clay Regazzoni,Swiss,5,1971-midrand,South African Grand Prix,,,,,,3,79,6486900,4.0,3,3,1,Finished,+31.400,1971
Lotus-Ford,lotus-ford,British,,wisell,Reine Wisell,Swedish,3,1971-midrand,South African Grand Prix,,,,,,14,79,6524900,3.0,4,4,1,Finished,+1:09.400,1971
Matra,matra,French,,amon,Chris Amon,New Zealander,19,1971-midrand,South African Grand Prix,,,,,,2,78,,2.0,5,5,1,+1 Lap,,1971
McLaren,mclaren,British,,hulme,Denny Hulme,New Zealander,11,1971-midrand,South African Grand Prix,,,,,,7,78,,1.0,6,6,1,+1 Lap,,1971
Surtees,surtees,British,,redman,Brian Redman,British,28,1971-midrand,South African Grand Prix,,,,,,17,78,,0.0,7,7,1,+1 Lap,,1971
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,4,1971-midrand,South African Grand Prix,,,,,,8,78,,0.0,8,8,1,+1 Lap,,1971
Brabham,brabham,British,,hill,Graham Hill,British,14,1971-midrand,South African Grand Prix,,,,,,19,77,,0.0,9,9,1,+2 Laps,,1971
March-Ford,march-ford,British,,peterson,Ronnie Peterson,Swedish,7,1971-midrand,South African Grand Prix,,,,,,13,77,,0.0,10,10,1,+2 Laps,,1971
March-Ford,march-ford,British,,pescarolo,Henri Pescarolo,French,22,1971-midrand,South African Grand Prix,,,,,,18,77,,0.0,11,11,1,+2 Laps,,1971
Surtees,surtees,British,,stommelen,Rolf Stommelen,German,21,1971-midrand,South African Grand Prix,,,,,,15,77,,0.0,12,12,1,+2 Laps,,1971
March-Alfa Romeo,march-alfa_romeo,British,,adamich,Andrea de Adamich,Italian,8,1971-midrand,South African Grand Prix,,,,,,22,75,,0.0,13,13,1,+4 Laps,,1971
Lotus-Ford,lotus-ford,British,,emerson_fittipaldi,Emerson Fittipaldi,Brazilian,2,1971-midrand,South African Grand Prix,,,,,,5,58,,0.0,14,R,1,Engine,,1971
Surtees,surtees,British,,surtees,John Surtees,British,20,1971-midrand,South African Grand Prix,,,,,,6,56,,0.0,15,R,1,Gearbox,,1971
Tyrrell,tyrrell,British,,cevert,François Cevert,French,10,1971-midrand,South African Grand Prix,,,,,,9,45,,0.0,16,R,1,Accident,,1971
