pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VET,Ferrari,5,65,68.375,68.331,67.082,0.717,0.0
2,VER,Red Bull Racing,33,65,68.46,68.428,67.442,0.555,0.085
3,RAI,Ferrari,7,65,68.445,68.496,66.957,0.739,0.07
4,HAM,Mercedes,44,55,68.66,68.607,67.241,0.597,0.285
5,RIC,Red Bull Racing,3,46,68.791,68.692,67.591,0.57,0.416
6,BOT,Mercedes,77,12,69.454,69.405,69.044,0.324,1.079
7,MAG,Haas F1 Team,20,64,69.599,69.49,68.476,0.707,1.224
8,PER,Force India,11,64,69.704,69.56,68.504,0.881,1.329
9,GRO,Haas F1 Team,8,64,69.671,69.615,69.071,0.407,1.296
10,ALO,McLaren,14,63,69.935,69.756,68.661,0.838,1.56
11,SAI,Renault,55,62,69.924,69.772,68.766,0.622,1.549
12,ERI,Sauber,9,64,70.072,69.773,68.216,1.141,1.697
13,LEC,Sauber,16,64,70.006,69.834,69.006,0.708,1.631
14,OCO,Force India,31,64,69.87,69.836,68.85,0.523,1.495
15,GAS,Toro Rosso,10,64,70.215,69.932,69.295,0.743,1.84
16,SIR,Williams,35,61,70.43,70.171,68.971,1.053,2.055
17,HAR,Toro Rosso,28,51,70.726,70.314,69.171,1.581,2.351
18,VAN,McLaren,2,57,70.537,70.335,68.894,1.206,2.162
19,STR,Williams,18,61,70.48,70.405,69.203,0.644,2.105
20,HUL,Renault,27,10,71.2,70.718,70.38,1.172,2.825
