Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
VAN,McLaren,1,2.0,nan,SOFT
ALO,McLaren,15,16.0,SUPERSOFT,SOFT
GAS,Toro Rosso,15,16.0,SUPERSOFT,SOFT
GRO,Haas F1 Team,15,16.0,ULTRASOFT,SOFT
LEC,Sauber,15,16.0,SUPERSOFT,SOFT
OCO,Force India,15,16.0,SUPERSOFT,SOFT
RAI,Ferrari,15,16.0,ULTRASOFT,SOFT
RIC,Red Bull Racing,15,16.0,SUPERSOFT,SOFT
SAI,Renault,15,16.0,ULTRASOFT,SOFT
STR,Williams,15,16.0,ULTRASOFT,SOFT
VER,Red Bull Racing,15,16.0,SUPERSOFT,SOFT
VET,Ferrari,15,16.0,ULTRASOFT,SOFT
SIR,Williams,24,25.0,SUPERSOFT,SOFT
HAM,Mercedes,25,26.0,SUPERSOFT,SOFT
PER,Force India,27,28.0,SUPERSOFT,SOFT
MAG,Haas F1 Team,28,29.0,ULTRASOFT,SOFT
SAI,Renault,34,35.0,SOFT,SUPERSOFT
RIC,Red Bull Racing,38,39.0,SOFT,SUPERSOFT
VAN,McLaren,40,41.0,SOFT,SOFT
ERI,Sauber,45,46.0,SOFT,SUPERSOFT
HAM,Mercedes,52,53.0,SOFT,SUPERSOFT
SIR,Williams,60,61.0,SOFT,ULTRASOFT
STR,Williams,65,66.0,SOFT,SUPERSOFT
VAN,McLaren,65,,SOFT,
