circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain,2022-03-20,2022-sakhir,Bahrain Grand Prix,sakhir,26.0325,Sakhir,50.5106,1,2022,15:00:00Z,https://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,2022
jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Saudi Arabia,2022-03-27,2022-jeddah,Saudi Arabian Grand Prix,jeddah,21.6319,Jeddah,39.1044,2,2022,17:00:00Z,https://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix,2022
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2022-04-10,2022-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,3,2022,05:00:00Z,https://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,2022
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,2022-04-24,2022-imola,Emilia Romagna Grand Prix,imola,44.3439,Imola,11.7167,4,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix,2022
miami,Miami International Autodrome,https://en.wikipedia.org/wiki/Miami_International_Autodrome,USA,2022-05-08,2022-miami,Miami Grand Prix,miami,25.9581,Miami,-80.2389,5,2022,19:30:00Z,https://en.wikipedia.org/wiki/2022_Miami_Grand_Prix,2022
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2022-05-22,2022-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,6,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,2022
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2022-05-29,2022-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,7,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix,2022
baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Azerbaijan,2022-06-12,2022-baku,Azerbaijan Grand Prix,baku,40.3725,Baku,49.8533,8,2022,11:00:00Z,https://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix,2022
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2022-06-19,2022-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,9,2022,18:00:00Z,https://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix,2022
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2022-07-03,2022-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,10,2022,14:00:00Z,https://en.wikipedia.org/wiki/2022_British_Grand_Prix,2022
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,2022-07-10,2022-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,11,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix,2022
ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,France,2022-07-24,2022-le-castellet,French Grand Prix,le-castellet,43.2506,Le Castellet,5.79167,12,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_French_Grand_Prix,2022
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2022-07-31,2022-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,13,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,2022
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2022-08-28,2022-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,14,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,2022
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,2022-09-04,2022-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,15,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,2022
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2022-09-11,2022-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,16,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,2022
marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Singapore,2022-10-02,2022-marina-bay,Singapore Grand Prix,marina-bay,1.2914,Marina Bay,103.864,17,2022,12:00:00Z,https://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,2022
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2022-10-09,2022-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,18,2022,05:00:00Z,https://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,2022
americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,USA,2022-10-23,2022-austin,United States Grand Prix,austin,30.1328,Austin,-97.6411,19,2022,19:00:00Z,https://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,2022
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,2022-10-30,2022-mexico-city,Mexico City Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,20,2022,20:00:00Z,https://en.wikipedia.org/wiki/2022_Mexico_City_Grand_Prix,2022
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2022-11-13,2022-s-o-paulo,São Paulo Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,21,2022,18:00:00Z,https://en.wikipedia.org/wiki/2022_São_Paulo_Grand_Prix,2022
yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,UAE,2022-11-20,2022-abu-dhabi,Abu Dhabi Grand Prix,abu-dhabi,24.4672,Abu Dhabi,54.6031,22,2022,13:00:00Z,https://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,2022
