pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,53,105.281,105.137,102.913,1.282,0.0
2,VER,Red Bull Racing,33,53,105.426,105.251,103.345,1.123,0.145
3,VET,Ferrari,5,53,106.066,105.799,104.669,0.896,0.785
4,BOT,Mercedes,77,53,106.244,106.04,104.72,0.883,0.963
5,RAI,Ferrari,7,53,106.222,106.107,104.715,0.877,0.941
6,RIC,Red Bull Racing,3,53,106.155,106.186,103.12,1.358,0.874
7,ALO,McLaren,14,53,106.955,106.896,103.164,1.635,1.674
8,LEC,Sauber,16,52,107.701,107.216,105.203,1.436,2.42
9,SAI,Renault,55,52,107.428,107.243,105.211,1.4,2.147
10,ERI,Sauber,9,52,108.12,107.89,105.169,1.348,2.839
11,HUL,Renault,27,52,107.916,108.173,106.093,1.29,2.635
12,PER,Racing Point,11,48,107.682,108.197,105.389,1.392,2.401
13,VAN,McLaren,2,53,108.183,108.224,105.555,1.351,2.902
14,GRO,Haas F1 Team,8,52,108.212,108.348,105.904,1.454,2.931
15,GAS,Toro Rosso,10,52,108.218,108.386,106.063,1.59,2.937
16,HAR,Toro Rosso,28,50,108.373,108.426,104.889,1.852,3.092
17,STR,Williams,18,53,108.382,108.849,106.033,1.472,3.101
18,MAG,Haas F1 Team,20,47,108.282,108.858,101.905,1.985,3.001
19,SIR,Williams,35,51,110.079,109.621,105.902,2.055,4.798
