circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1967-01-02,1967-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,1,1967,,https://en.wikipedia.org/wiki/1967_South_African_Grand_Prix,1967
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1967-05-07,1967-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,2,1967,,https://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix,1967
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1967-06-04,1967-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,3,1967,,https://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix,1967
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1967-06-18,1967-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,4,1967,,https://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix,1967
lemans,Le Mans,https://en.wikipedia.org/wiki/Circuit_de_la_Sarthe#Bugatti_Circuit,France,1967-07-02,1967-le-mans,French Grand Prix,le-mans,47.95,Le Mans,0.224231,5,1967,,https://en.wikipedia.org/wiki/1967_French_Grand_Prix,1967
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1967-07-15,1967-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,6,1967,,https://en.wikipedia.org/wiki/1967_British_Grand_Prix,1967
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1967-08-06,1967-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,7,1967,,https://en.wikipedia.org/wiki/1967_German_Grand_Prix,1967
mosport,Mosport International Raceway,https://en.wikipedia.org/wiki/Canadian_Tire_Motorsport_Park,Canada,1967-08-27,1967-ontario,Canadian Grand Prix,ontario,44.0481,Ontario,-78.6756,8,1967,,https://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix,1967
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1967-09-10,1967-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,9,1967,,https://en.wikipedia.org/wiki/1967_Italian_Grand_Prix,1967
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1967-10-01,1967-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,10,1967,,https://en.wikipedia.org/wiki/1967_United_States_Grand_Prix,1967
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1967-10-22,1967-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,11,1967,,https://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix,1967
