constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Cooper-Maserati,cooper-maserati,British,,rodriguez,Pedro Rodríguez,Mexican,4,1967-midrand,South African Grand Prix,,,,,,4,80,7545900,9.0,1,1,1,Finished,2:05:45.900,1967
Cooper-Climax,cooper-climax,British,,love,John Love,Rhodesian,17,1967-midrand,South African Grand Prix,,,,,,5,80,7572300,6.0,2,2,1,Finished,+26.400,1967
Honda,honda,Japanese,,surtees,John Surtees,British,11,1967-midrand,South African Grand Prix,,,,,,6,79,,4.0,3,3,1,+1 Lap,,1967
Brabham-Repco,brabham-repco,British,,hulme,Denny Hulme,New Zealander,2,1967-midrand,South African Grand Prix,,,,,,2,78,,3.0,4,4,1,+2 Laps,,1967
Brabham-Climax,brabham-climax,British,,anderson,Bob Anderson,British,14,1967-midrand,South African Grand Prix,,,,,,10,78,,2.0,5,5,1,+2 Laps,,1967
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,1,1967-midrand,South African Grand Prix,,,,,,1,76,,1.0,6,6,1,+4 Laps,,1967
Brabham-Climax,brabham-climax,British,,charlton,Dave Charlton,South African,19,1967-midrand,South African Grand Prix,,,,,,8,63,,0.0,7,R,1,Not classified,,1967
Brabham-Climax,brabham-climax,British,,botha,Luki Botha,South African,20,1967-midrand,South African Grand Prix,,,,,,17,60,,0.0,8,R,1,Not classified,,1967
LDS-Climax,lds-climax,South African,,tingle,Sam Tingle,Rhodesian,18,1967-midrand,South African Grand Prix,,,,,,14,56,,0.0,9,R,1,Accident,,1967
Lotus-BRM,lotus-brm,British,,courage,Piers Courage,British,16,1967-midrand,South African Grand Prix,,,,,,18,51,,0.0,10,R,1,Fuel system,,1967
Eagle-Climax,eagle-climax,American,,gurney,Dan Gurney,American,9,1967-midrand,South African Grand Prix,,,,,,11,44,,0.0,11,R,1,Suspension,,1967
Cooper-Maserati,cooper-maserati,British,,siffert,Jo Siffert,Swiss,12,1967-midrand,South African Grand Prix,,,,,,16,41,,0.0,12,R,1,Engine,,1967
Cooper-Maserati,cooper-maserati,British,,rindt,Jochen Rindt,Austrian,3,1967-midrand,South African Grand Prix,,,,,,7,38,,0.0,13,R,1,Engine,,1967
BRM,brm,British,,spence,Mike Spence,British,6,1967-midrand,South African Grand Prix,,,,,,13,31,,0.0,14,R,1,Oil leak,,1967
Cooper-Maserati,cooper-maserati,British,,bonnier,Jo Bonnier,Swedish,15,1967-midrand,South African Grand Prix,,,,,,12,30,,0.0,15,R,1,Engine,,1967
Lotus-BRM,lotus-brm,British,,clark,Jim Clark,British,7,1967-midrand,South African Grand Prix,,,,,,3,22,,0.0,16,R,1,Engine,,1967
Lotus-BRM,lotus-brm,British,,hill,Graham Hill,British,8,1967-midrand,South African Grand Prix,,,,,,15,6,,0.0,17,R,1,Accident,,1967
BRM,brm,British,,stewart,Jackie Stewart,British,5,1967-midrand,South African Grand Prix,,,,,,9,2,,0.0,18,R,1,Engine,,1967
Brabham-Repco,brabham-repco,British,,hulme,Denny Hulme,New Zealander,9,1967-monte-carlo,Monaco Grand Prix,,,,,,4,100,9274300,9.0,1,1,2,Finished,2:34:34.300,1967
Lotus-BRM,lotus-brm,British,,hill,Graham Hill,British,14,1967-monte-carlo,Monaco Grand Prix,,,,,,8,99,,6.0,2,2,2,+1 Lap,,1967
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,20,1967-monte-carlo,Monaco Grand Prix,,,,,,14,98,,4.0,3,3,2,+2 Laps,,1967
McLaren-BRM,mclaren-brm,British,,mclaren,Bruce McLaren,New Zealander,16,1967-monte-carlo,Monaco Grand Prix,,,,,,10,98,,3.0,4,4,2,+3 Laps,,1967
Cooper-Maserati,cooper-maserati,British,,rodriguez,Pedro Rodríguez,Mexican,11,1967-monte-carlo,Monaco Grand Prix,,,,,,16,96,,2.0,5,5,2,+4 Laps,,1967
BRM,brm,British,,spence,Mike Spence,British,5,1967-monte-carlo,Monaco Grand Prix,,,,,,12,96,,1.0,6,6,2,+4 Laps,,1967
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,18,1967-monte-carlo,Monaco Grand Prix,,,,,,2,81,,0.0,7,R,2,Accident,,1967
BRM,brm,British,,courage,Piers Courage,British,6,1967-monte-carlo,Monaco Grand Prix,,,,,,13,64,,0.0,8,R,2,Spun off,,1967
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,12,1967-monte-carlo,Monaco Grand Prix,,,,,,5,42,,0.0,9,R,2,Suspension,,1967
Honda,honda,Japanese,,surtees,John Surtees,British,7,1967-monte-carlo,Monaco Grand Prix,,,,,,3,32,,0.0,10,R,2,Engine,,1967
Cooper-Maserati,cooper-maserati,British,,siffert,Jo Siffert,Swiss,17,1967-monte-carlo,Monaco Grand Prix,,,,,,9,31,,0.0,11,R,2,Oil pressure,,1967
BRM,brm,British,,stewart,Jackie Stewart,British,4,1967-monte-carlo,Monaco Grand Prix,,,,,,6,14,,0.0,12,R,2,Differential,,1967
Cooper-Maserati,cooper-maserati,British,,rindt,Jochen Rindt,Austrian,10,1967-monte-carlo,Monaco Grand Prix,,,,,,15,14,,0.0,13,R,2,Gearbox,,1967
Eagle-Weslake,eagle-weslake,American,,gurney,Dan Gurney,American,23,1967-monte-carlo,Monaco Grand Prix,,,,,,7,4,,0.0,14,R,2,Fuel pump,,1967
Matra,matra,French,,gavin,Johnny Servoz-Gavin,French,2,1967-monte-carlo,Monaco Grand Prix,,,,,,11,4,,0.0,15,R,2,Injection,,1967
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,8,1967-monte-carlo,Monaco Grand Prix,,,,,,1,0,,0.0,16,R,2,Engine,,1967
Lotus-Ford,lotus-ford,British,,clark,Jim Clark,British,5,1967-zandvoort,Dutch Grand Prix,,,,,,8,90,8085100,9.0,1,1,3,Finished,2:14:45.100,1967
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,1,1967-zandvoort,Dutch Grand Prix,,,,,,3,90,8108700,6.0,2,2,3,Finished,+23.600,1967
Brabham-Repco,brabham-repco,British,,hulme,Denny Hulme,New Zealander,2,1967-zandvoort,Dutch Grand Prix,,,,,,7,90,8110800,4.0,3,3,3,Finished,+25.700,1967
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,3,1967-zandvoort,Dutch Grand Prix,,,,,,9,90,8112400,3.0,4,4,3,Finished,+27.300,1967
Ferrari,ferrari,Italian,,parkes,Mike Parkes,British,4,1967-zandvoort,Dutch Grand Prix,,,,,,10,89,,2.0,5,5,3,+1 Lap,,1967
Ferrari,ferrari,Italian,,scarfiotti,Ludovico Scarfiotti,Italian,22,1967-zandvoort,Dutch Grand Prix,,,,,,15,89,,1.0,6,6,3,+1 Lap,,1967
Lotus-BRM,lotus-brm,British,,irwin,Chris Irwin,British,18,1967-zandvoort,Dutch Grand Prix,,,,,,13,88,,0.0,7,7,3,+2 Laps,,1967
BRM,brm,British,,spence,Mike Spence,British,10,1967-zandvoort,Dutch Grand Prix,,,,,,12,87,,0.0,8,8,3,+3 Laps,,1967
Brabham-Climax,brabham-climax,British,,anderson,Bob Anderson,British,21,1967-zandvoort,Dutch Grand Prix,,,,,,17,86,,0.0,9,9,3,+4 Laps,,1967
Cooper-Maserati,cooper-maserati,British,,siffert,Jo Siffert,Swiss,20,1967-zandvoort,Dutch Grand Prix,,,,,,16,83,,0.0,10,10,3,+7 Laps,,1967
Honda,honda,Japanese,,surtees,John Surtees,British,7,1967-zandvoort,Dutch Grand Prix,,,,,,6,73,,0.0,11,R,3,Throttle,,1967
BRM,brm,British,,stewart,Jackie Stewart,British,9,1967-zandvoort,Dutch Grand Prix,,,,,,11,51,,0.0,12,R,3,Brakes,,1967
Cooper-Maserati,cooper-maserati,British,,rindt,Jochen Rindt,Austrian,12,1967-zandvoort,Dutch Grand Prix,,,,,,4,41,,0.0,13,R,3,Suspension,,1967
Cooper-Maserati,cooper-maserati,British,,rodriguez,Pedro Rodríguez,Mexican,14,1967-zandvoort,Dutch Grand Prix,,,,,,5,39,,0.0,14,R,3,Gearbox,,1967
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,6,1967-zandvoort,Dutch Grand Prix,,,,,,1,11,,0.0,15,R,3,Engine,,1967
Eagle-Weslake,eagle-weslake,American,,gurney,Dan Gurney,American,15,1967-zandvoort,Dutch Grand Prix,,,,,,2,8,,0.0,16,R,3,Injection,,1967
McLaren-BRM,mclaren-brm,British,,mclaren,Bruce McLaren,New Zealander,17,1967-zandvoort,Dutch Grand Prix,,,,,,14,1,,0.0,17,R,3,Accident,,1967
Eagle-Weslake,eagle-weslake,American,,gurney,Dan Gurney,American,36,1967-spa,Belgian Grand Prix,,,,,,2,28,6049400,9.0,1,1,4,Finished,1:40:49.400,1967
BRM,brm,British,,stewart,Jackie Stewart,British,14,1967-spa,Belgian Grand Prix,,,,,,6,28,6112400,6.0,2,2,4,Finished,+1:03.000,1967
Ferrari,ferrari,Italian,,amon,Chris Amon,New Zealander,1,1967-spa,Belgian Grand Prix,,,,,,5,28,6149400,4.0,3,3,4,Finished,+1:40.000,1967
Cooper-Maserati,cooper-maserati,British,,rindt,Jochen Rindt,Austrian,29,1967-spa,Belgian Grand Prix,,,,,,4,28,6183300,3.0,4,4,4,Finished,+2:13.900,1967
BRM,brm,British,,spence,Mike Spence,British,12,1967-spa,Belgian Grand Prix,,,,,,11,27,,2.0,5,5,4,+1 Lap,,1967
Lotus-Ford,lotus-ford,British,,clark,Jim Clark,British,21,1967-spa,Belgian Grand Prix,,,,,,1,27,,1.0,6,6,4,+1 Lap,,1967
Cooper-Maserati,cooper-maserati,British,,siffert,Jo Siffert,Swiss,34,1967-spa,Belgian Grand Prix,,,,,,16,27,,0.0,7,7,4,+1 Lap,,1967
Brabham-Climax,brabham-climax,British,,anderson,Bob Anderson,British,19,1967-spa,Belgian Grand Prix,,,,,,17,26,,0.0,8,8,4,+2 Laps,,1967
Cooper-Maserati,cooper-maserati,British,,rodriguez,Pedro Rodríguez,Mexican,30,1967-spa,Belgian Grand Prix,,,,,,13,25,,0.0,9,9,4,Engine,,1967
Cooper-Maserati,cooper-maserati,British,,ligier,Guy Ligier,French,32,1967-spa,Belgian Grand Prix,,,,,,18,25,,0.0,10,10,4,+3 Laps,,1967
Ferrari,ferrari,Italian,,scarfiotti,Ludovico Scarfiotti,Italian,2,1967-spa,Belgian Grand Prix,,,,,,9,24,,0.0,11,R,4,Not classified,,1967
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,25,1967-spa,Belgian Grand Prix,,,,,,7,15,,0.0,12,R,4,Engine,,1967
Brabham-Repco,brabham-repco,British,,hulme,Denny Hulme,New Zealander,26,1967-spa,Belgian Grand Prix,,,,,,14,14,,0.0,13,R,4,Engine,,1967
Cooper-Maserati,cooper-maserati,British,,bonnier,Jo Bonnier,Swedish,39,1967-spa,Belgian Grand Prix,,,,,,12,10,,0.0,14,R,4,Engine,,1967
Lotus-Ford,lotus-ford,British,,hill,Graham Hill,British,22,1967-spa,Belgian Grand Prix,,,,,,3,3,,0.0,15,R,4,Clutch,,1967
Honda,honda,Japanese,,surtees,John Surtees,British,7,1967-spa,Belgian Grand Prix,,,,,,10,1,,0.0,16,R,4,Engine,,1967
BRM,brm,British,,irwin,Chris Irwin,British,17,1967-spa,Belgian Grand Prix,,,,,,15,1,,0.0,17,R,4,Engine,,1967
Ferrari,ferrari,Italian,,parkes,Mike Parkes,British,3,1967-spa,Belgian Grand Prix,,,,,,8,0,,0.0,18,R,4,Accident,,1967
