constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""brabham-repco""]","[""Brabham-Repco""]",,hulme,Denny Hulme,New Zealander,,51.0,1,1,2,1967
"[""brabham-repco""]","[""Brabham-Repco""]",,jack_brabham,Jack Brabham,Australian,,48.0,2,2,2,1967
"[""lotus-brm"", ""lotus-climax"", ""lotus-ford""]","[""Lotus-BRM"", ""Lotus-Climax"", ""Lotus-Ford""]",,clark,Jim Clark,British,,41.0,3,3,4,1967
"[""honda""]","[""Honda""]",,surtees,John Surtees,British,,20.0,4,4,1,1967
"[""ferrari""]","[""Ferrari""]",,amon,Chris Amon,New Zealander,,20.0,5,5,0,1967
"[""cooper-maserati""]","[""Cooper-Maserati""]",,rodriguez,Pedro Rodríguez,Mexican,,15.0,6,6,1,1967
"[""lotus-brm"", ""lotus-ford""]","[""Lotus-BRM"", ""Lotus-Ford""]",,hill,Graham Hill,British,,15.0,7,7,0,1967
"[""eagle-climax"", ""eagle-weslake""]","[""Eagle-Climax"", ""Eagle-Weslake""]",,gurney,Dan Gurney,American,,13.0,8,8,1,1967
"[""brm""]","[""BRM""]",,stewart,Jackie Stewart,British,,10.0,9,9,0,1967
"[""brm""]","[""BRM""]",,spence,Mike Spence,British,,9.0,10,10,0,1967
"[""cooper-climax""]","[""Cooper-Climax""]",,love,John Love,Rhodesian,,6.0,11,11,0,1967
"[""cooper-maserati""]","[""Cooper-Maserati""]",,siffert,Jo Siffert,Swiss,,6.0,12,12,0,1967
"[""cooper-maserati""]","[""Cooper-Maserati""]",,rindt,Jochen Rindt,Austrian,,6.0,13,13,0,1967
"[""mclaren-brm"", ""eagle-weslake""]","[""McLaren-BRM"", ""Eagle-Weslake""]",,mclaren,Bruce McLaren,New Zealander,,3.0,14,14,0,1967
"[""cooper-maserati""]","[""Cooper-Maserati""]",,bonnier,Jo Bonnier,Swedish,,3.0,15,15,0,1967
"[""lotus-brm"", ""brm""]","[""Lotus-BRM"", ""BRM""]",,irwin,Chris Irwin,British,,2.0,16,16,0,1967
"[""brabham-climax""]","[""Brabham-Climax""]",,anderson,Bob Anderson,British,,2.0,17,17,0,1967
"[""ferrari""]","[""Ferrari""]",,parkes,Mike Parkes,British,,2.0,18,18,0,1967
"[""matra"", ""cooper-maserati""]","[""Matra"", ""Cooper-Maserati""]",,ickx,Jacky Ickx,Belgian,,1.0,19,19,0,1967
"[""ferrari"", ""eagle-weslake""]","[""Ferrari"", ""Eagle-Weslake""]",,scarfiotti,Ludovico Scarfiotti,Italian,,1.0,20,20,0,1967
"[""cooper-maserati"", ""brabham-repco""]","[""Cooper-Maserati"", ""Brabham-Repco""]",,ligier,Guy Ligier,French,,1.0,21,21,0,1967
"[""lotus-ford""]","[""Lotus-Ford""]",,oliver,Jackie Oliver,British,,0.0,,-,0,1967
"[""matra"", ""mclaren-ford""]","[""Matra"", ""McLaren-Ford""]",,beltoise,Jean-Pierre Beltoise,French,,0.0,,-,0,1967
"[""cooper-maserati"", ""brabham-ford""]","[""Cooper-Maserati"", ""Brabham-Ford""]",,rees,Alan Rees,British,,0.0,,-,0,1967
"[""brm"", ""lola""]","[""BRM"", ""Lola""]",,hobbs,David Hobbs,British,,0.0,,-,0,1967
"[""ferrari""]","[""Ferrari""]",,williams,Jonathan Williams,British,,0.0,,-,0,1967
"[""cooper-maserati""]","[""Cooper-Maserati""]",,attwood,Richard Attwood,British,,0.0,,-,0,1967
"[""lotus-brm""]","[""Lotus-BRM""]",,fisher,Mike Fisher,American,,0.0,,-,0,1967
"[""brabham-climax""]","[""Brabham-Climax""]",,charlton,Dave Charlton,South African,,0.0,,-,0,1967
"[""ferrari""]","[""Ferrari""]",,bandini,Lorenzo Bandini,Italian,,0.0,,-,0,1967
"[""lotus-brm"", ""brm""]","[""Lotus-BRM"", ""BRM""]",,courage,Piers Courage,British,,0.0,,-,0,1967
"[""brabham-climax""]","[""Brabham-Climax""]",,botha,Luki Botha,South African,,0.0,,-,0,1967
"[""lds-climax""]","[""LDS-Climax""]",,tingle,Sam Tingle,Rhodesian,,0.0,,-,0,1967
"[""lotus-ford""]","[""Lotus-Ford""]",,baghetti,Giancarlo Baghetti,Italian,,0.0,,-,0,1967
"[""lotus-ford""]","[""Lotus-Ford""]",,wietzes,Eppie Wietzes,Canadian,,0.0,,-,0,1967
"[""protos""]","[""Protos""]",,hart,Brian Hart,British,,0.0,,-,0,1967
"[""matra""]","[""Matra""]",,gavin,Johnny Servoz-Gavin,French,,0.0,,-,0,1967
"[""cooper-ats""]","[""Cooper-ATS""]",,moser,Silvio Moser,Swiss,,0.0,,-,0,1967
"[""eagle-climax""]","[""Eagle-Climax""]",,pease,Al Pease,Canadian,,0.0,,-,0,1967
"[""lotus-ford"", ""lotus-brm""]","[""Lotus-Ford"", ""Lotus-BRM""]",,solana,Moisés Solana,Mexican,,0.0,,-,0,1967
"[""lola""]","[""Lola""]",,hahne,Hubert Hahne,German,,0.0,,-,0,1967
"[""protos""]","[""Protos""]",,ahrens,Kurt Ahrens,German,,0.0,,-,0,1967
"[""matra""]","[""Matra""]",,jo_schlesser,Jo Schlesser,French,,0.0,,-,0,1967
