Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,33,Red Bull Racing,1.0,0 days 00:01:23.044000,83.044,,0 days 00:00:31.201000,0 days 00:00:20.741000,ULTRASOFT,4.0,1.0,,,1.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:24.169000,84.169,,0 days 00:00:31.753000,0 days 00:00:20.794000,ULTRASOFT,4.0,1.0,,,2.0,False,1
RIC,3,Red Bull Racing,1.0,0 days 00:01:25.456000,85.456,,0 days 00:00:32.445000,0 days 00:00:20.871000,ULTRASOFT,4.0,1.0,,,3.0,False,1
VET,5,Ferrari,1.0,0 days 00:01:26.511000,86.511,,0 days 00:00:33.073000,0 days 00:00:21.097000,ULTRASOFT,4.0,1.0,,,4.0,False,1
BOT,77,Mercedes,1.0,0 days 00:01:27.855000,87.855,,0 days 00:00:33.933000,0 days 00:00:21.603000,ULTRASOFT,6.0,1.0,,,5.0,False,1
SAI,55,Renault,1.0,0 days 00:01:28.610000,88.61,,0 days 00:00:34.116000,0 days 00:00:21.684000,HYPERSOFT,4.0,1.0,,,6.0,False,1
RAI,7,Ferrari,1.0,0 days 00:01:29.144000,89.144,,0 days 00:00:34.266000,0 days 00:00:21.811000,ULTRASOFT,5.0,1.0,,,7.0,False,1
HUL,27,Renault,1.0,0 days 00:01:29.609000,89.609,,0 days 00:00:34.576000,0 days 00:00:21.847000,HYPERSOFT,4.0,1.0,,,8.0,False,1
LEC,16,Sauber,1.0,0 days 00:01:31.389000,91.389,,0 days 00:00:34.658000,0 days 00:00:22.514000,HYPERSOFT,4.0,1.0,,,9.0,False,1
ERI,9,Sauber,1.0,0 days 00:01:33.592000,93.592,,0 days 00:00:36.313000,0 days 00:00:22.859000,HYPERSOFT,4.0,1.0,,,10.0,False,1
PER,11,Racing Point,1.0,0 days 00:01:34.212000,94.212,,0 days 00:00:36.221000,0 days 00:00:23.354000,SUPERSOFT,1.0,1.0,,,11.0,False,1
ALO,14,McLaren,1.0,0 days 00:01:34.715000,94.715,,0 days 00:00:36.383000,0 days 00:00:23.701000,ULTRASOFT,1.0,1.0,,,12.0,False,1
STR,18,Williams,1.0,0 days 00:01:35.073000,95.073,,0 days 00:00:35.975000,0 days 00:00:23.982000,ULTRASOFT,1.0,1.0,,,13.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:35.478000,95.478,,0 days 00:00:36.770000,0 days 00:00:23.898000,SUPERSOFT,1.0,1.0,,,14.0,False,1
SIR,35,Williams,1.0,0 days 00:01:35.808000,95.808,,0 days 00:00:36.603000,0 days 00:00:23.904000,ULTRASOFT,1.0,1.0,,,15.0,False,1
OCO,31,Racing Point,1.0,0 days 00:01:36.270000,96.27,,0 days 00:00:36.223000,0 days 00:00:25.791000,SUPERSOFT,1.0,1.0,,0 days 00:34:32.721000,16.0,False,1
GAS,10,Toro Rosso,1.0,0 days 00:01:36.516000,96.516,,0 days 00:00:36.746000,0 days 00:00:24.011000,HYPERSOFT,1.0,1.0,,,17.0,False,1
GRO,8,Haas F1 Team,1.0,0 days 00:01:36.830000,96.83,,0 days 00:00:36.798000,0 days 00:00:23.882000,SUPERSOFT,1.0,1.0,,,18.0,False,1
VAN,2,McLaren,1.0,0 days 00:01:37.424000,97.424,,0 days 00:00:37.470000,0 days 00:00:24.317000,ULTRASOFT,1.0,1.0,,,19.0,False,1
HAR,28,Toro Rosso,1.0,0 days 00:01:39.180000,99.18,,0 days 00:00:37.132000,0 days 00:00:26.814000,SUPERSOFT,1.0,1.0,,0 days 00:34:35.407000,20.0,False,1
VER,33,Red Bull Racing,2.0,0 days 00:01:20.959000,80.959,0 days 00:00:29.192000,0 days 00:00:31.076000,0 days 00:00:20.691000,ULTRASOFT,5.0,1.0,,,1.0,True,1
HAM,44,Mercedes,2.0,0 days 00:01:21.225000,81.225,0 days 00:00:28.746000,0 days 00:00:31.534000,0 days 00:00:20.945000,ULTRASOFT,5.0,1.0,,,2.0,True,1
RIC,3,Red Bull Racing,2.0,0 days 00:01:21.553000,81.553,0 days 00:00:28.871000,0 days 00:00:31.711000,0 days 00:00:20.971000,ULTRASOFT,5.0,1.0,,,3.0,True,1
VET,5,Ferrari,2.0,0 days 00:01:21.799000,81.799,0 days 00:00:28.503000,0 days 00:00:32.156000,0 days 00:00:21.140000,ULTRASOFT,5.0,1.0,,,4.0,True,1
BOT,77,Mercedes,2.0,0 days 00:01:22.541000,82.541,0 days 00:00:28.892000,0 days 00:00:32.201000,0 days 00:00:21.448000,ULTRASOFT,7.0,1.0,,,5.0,True,1
RAI,7,Ferrari,2.0,0 days 00:01:22.058000,82.058,0 days 00:00:28.505000,0 days 00:00:32.287000,0 days 00:00:21.266000,ULTRASOFT,6.0,1.0,,,6.0,True,1
SAI,55,Renault,2.0,0 days 00:01:23.830000,83.83,0 days 00:00:29.750000,0 days 00:00:32.937000,0 days 00:00:21.143000,HYPERSOFT,5.0,1.0,,,7.0,True,1
