pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,52,91.424,91.294,89.746,1.671,0.062
2,PIA,McLaren,81,52,91.362,91.41,89.822,1.527,0.0
3,ALB,Williams,23,52,92.5,91.452,90.482,3.402,1.138
4,RUS,Mercedes,63,52,91.912,91.614,90.318,1.355,0.55
5,HAD,Racing Bulls,6,52,93.089,91.738,90.971,3.942,1.727
6,SAI,Williams,55,52,92.699,91.788,90.703,3.615,1.337
7,VER,Red Bull Racing,1,52,92.296,91.84,90.466,3.002,0.934
8,ANT,Mercedes,12,52,92.541,91.876,90.795,3.1,1.179
9,OCO,Haas F1 Team,31,52,93.229,91.9,91.122,3.746,1.867
10,HAM,Ferrari,44,52,92.239,92.06,90.562,1.822,0.877
11,TSU,Red Bull Racing,22,52,92.793,92.113,90.964,3.689,1.431
12,LEC,Ferrari,16,52,92.158,92.354,90.461,1.592,0.796
13,GAS,Alpine,10,51,92.752,92.798,91.159,1.565,1.39
14,STR,Aston Martin,18,51,93.943,92.974,91.769,3.604,2.581
15,ALO,Aston Martin,14,51,93.398,93.003,91.287,2.396,2.036
16,HUL,Kick Sauber,27,51,93.405,93.23,91.015,4.082,2.043
17,BOR,Kick Sauber,5,26,95.992,93.42,92.328,7.119,4.63
18,BEA,Haas F1 Team,87,25,94.006,93.613,92.68,2.248,2.644
19,LAW,Racing Bulls,30,31,95.568,94.372,91.77,5.073,4.206
