constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Ferrari,ferrari,Italian,,fangio,Juan Fangio,Argentine,34,1956-buenos-aires,Argentine Grand Prix,,,,,,3,98,10803700,5.0,1,1,1,Finished,3:00:03.700,1956
Ferrari,ferrari,Italian,,musso,Luigi Musso,Italian,34,1956-buenos-aires,Argentine Grand Prix,,,,,,3,98,10803700,4.0,1,1,1,Finished,3:00:03.700,1956
Maserati,maserati,Italian,,behra,Jean Behra,French,4,1956-buenos-aires,Argentine Grand Prix,,,,,,4,98,10828100,6.0,2,2,1,Finished,+24.400,1956
Maserati,maserati,Italian,,hawthorn,Mike Hawthorn,British,14,1956-buenos-aires,Argentine Grand Prix,,,,,,8,96,,4.0,3,3,1,+2 Laps,,1956
Maserati,maserati,Italian,,landi,Chico Landi,Brazilian,10,1956-buenos-aires,Argentine Grand Prix,,,,,,11,92,,1.5,4,4,1,+6 Laps,,1956
Maserati,maserati,Italian,,gerini,Gerino Gerini,Italian,10,1956-buenos-aires,Argentine Grand Prix,,,,,,11,92,,1.5,4,4,1,+6 Laps,,1956
Ferrari,ferrari,Italian,,gendebien,Olivier Gendebien,Belgian,38,1956-buenos-aires,Argentine Grand Prix,,,,,,10,91,,2.0,5,5,1,+7 Laps,,1956
Maserati,maserati,Italian,,oscar_gonzalez,Óscar González,Uruguayan,16,1956-buenos-aires,Argentine Grand Prix,,,,,,13,88,,0.0,6,6,1,+10 Laps,,1956
Maserati,maserati,Italian,,uria,Alberto Uria,Uruguayan,16,1956-buenos-aires,Argentine Grand Prix,,,,,,13,88,,0.0,6,6,1,+10 Laps,,1956
Maserati,maserati,Italian,,moss,Stirling Moss,British,2,1956-buenos-aires,Argentine Grand Prix,,,,,,7,81,,0.0,7,R,1,Engine,,1956
Ferrari,ferrari,Italian,,collins,Peter Collins,British,36,1956-buenos-aires,Argentine Grand Prix,,,,,,9,58,,0.0,8,R,1,Accident,,1956
Maserati,maserati,Italian,,piotti,Luigi Piotti,Italian,8,1956-buenos-aires,Argentine Grand Prix,,,,,,12,57,,0.0,9,R,1,Accident,,1956
Maserati,maserati,Italian,,menditeguy,Carlos Menditeguy,Argentine,6,1956-buenos-aires,Argentine Grand Prix,,,,,,6,42,,0.0,10,R,1,Halfshaft,,1956
Ferrari,ferrari,Italian,,castellotti,Eugenio Castellotti,Italian,32,1956-buenos-aires,Argentine Grand Prix,,,,,,2,40,,0.0,11,R,1,Gearbox,,1956
Maserati,maserati,Italian,,gonzalez,José Froilán González,Argentine,12,1956-buenos-aires,Argentine Grand Prix,,,,,,5,24,,0.0,12,R,1,Engine,,1956
Ferrari,ferrari,Italian,,fangio,Juan Fangio,Argentine,30,1956-buenos-aires,Argentine Grand Prix,,,,,,1,22,,0.0,13,R,1,Fuel pump,,1956
Maserati,maserati,Italian,,moss,Stirling Moss,British,28,1956-monte-carlo,Monaco Grand Prix,,,,,,2,100,10832900,8.0,1,1,2,Finished,3:00:32.900,1956
Ferrari,ferrari,Italian,,fangio,Juan Fangio,Argentine,26,1956-monte-carlo,Monaco Grand Prix,,,,,,9,100,10839000,4.0,2,2,2,Finished,+6.100,1956
Ferrari,ferrari,Italian,,collins,Peter Collins,British,26,1956-monte-carlo,Monaco Grand Prix,,,,,,9,100,10839000,3.0,2,2,2,Finished,+6.100,1956
Maserati,maserati,Italian,,behra,Jean Behra,French,30,1956-monte-carlo,Monaco Grand Prix,,,,,,4,99,,4.0,3,3,2,+1 Lap,,1956
Ferrari,ferrari,Italian,,castellotti,Eugenio Castellotti,Italian,20,1956-monte-carlo,Monaco Grand Prix,,,,,,1,99,,1.5,4,4,2,+1 Lap,,1956
Ferrari,ferrari,Italian,,fangio,Juan Fangio,Argentine,20,1956-monte-carlo,Monaco Grand Prix,,,,,,1,99,,1.5,4,4,2,+1 Lap,,1956
Gordini,gordini,French,,ramos,Hernando da Silva Ramos,Brazilian,6,1956-monte-carlo,Monaco Grand Prix,,,,,,14,93,,2.0,5,5,2,+7 Laps,,1956
Gordini,gordini,French,,bayol,Élie Bayol,French,4,1956-monte-carlo,Monaco Grand Prix,,,,,,11,88,,0.0,6,6,2,+12 Laps,,1956
Gordini,gordini,French,,andre_pilette,André Pilette,Belgian,4,1956-monte-carlo,Monaco Grand Prix,,,,,,11,88,,0.0,6,6,2,+12 Laps,,1956
Maserati,maserati,Italian,,perdisa,Cesare Perdisa,Italian,32,1956-monte-carlo,Monaco Grand Prix,,,,,,7,86,,0.0,7,7,2,+14 Laps,,1956
Maserati,maserati,Italian,,gould,Horace Gould,British,18,1956-monte-carlo,Monaco Grand Prix,,,,,,16,85,,0.0,8,8,2,+15 Laps,,1956
Gordini,gordini,French,,manzon,Robert Manzon,French,2,1956-monte-carlo,Monaco Grand Prix,,,,,,12,90,,0.0,9,R,2,Accident,,1956
Maserati,maserati,Italian,,rosier,Louis Rosier,French,8,1956-monte-carlo,Monaco Grand Prix,,,,,,15,72,,0.0,10,R,2,Engine,,1956
Ferrari,ferrari,Italian,,castellotti,Eugenio Castellotti,Italian,22,1956-monte-carlo,Monaco Grand Prix,,,,,,3,14,,0.0,11,R,2,Clutch,,1956
Vanwall,vanwall,British,,trintignant,Maurice Trintignant,French,14,1956-monte-carlo,Monaco Grand Prix,,,,,,6,13,,0.0,12,R,2,Overheating,,1956
Vanwall,vanwall,British,,schell,Harry Schell,American,16,1956-monte-carlo,Monaco Grand Prix,,,,,,5,2,,0.0,13,R,2,Accident,,1956
Ferrari,ferrari,Italian,,musso,Luigi Musso,Italian,24,1956-monte-carlo,Monaco Grand Prix,,,,,,8,2,,0.0,14,R,2,Accident,,1956
BRM,brm,British,,hawthorn,Mike Hawthorn,British,10,1956-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,16,W,2,Engine,,1956
BRM,brm,British,,brooks,Tony Brooks,British,12,1956-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,17,W,2,Engine,,1956
Maserati,maserati,Italian,,chiron,Louis Chiron,Monegasque,34,1956-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,18,W,2,Engine,,1956
Watson,watson,American,,flaherty,Pat Flaherty,American,8,1956-indianapolis,Indianapolis 500,,,,,,1,200,14008840,8.0,1,1,3,Finished,3:53:28.840,1956
Kurtis Kraft,kurtis_kraft,American,,hanks,Sam Hanks,American,4,1956-indianapolis,Indianapolis 500,,,,,,13,200,14029290,6.0,2,2,3,Finished,+20.450,1956
Phillips,phillips,American,,freeland,Don Freeland,American,16,1956-indianapolis,Indianapolis 500,,,,,,26,200,14099070,4.0,3,3,3,Finished,+1:30.230,1956
Kurtis Kraft,kurtis_kraft,American,,parsons,Johnnie Parsons,American,98,1956-indianapolis,Indianapolis 500,,,,,,6,200,14214530,3.0,4,4,3,Finished,+3:25.690,1956
Kurtis Kraft,kurtis_kraft,American,,dick_rathmann,Dick Rathmann,American,73,1956-indianapolis,Indianapolis 500,,,,,,4,200,14270650,2.0,5,5,3,Finished,+4:21.810,1956
Kuzma,kuzma,American,,sweikert,Bob Sweikert,American,1,1956-indianapolis,Indianapolis 500,,,,,,10,200,14343890,0.0,6,6,3,Finished,+5:35.050,1956
Kurtis Kraft,kurtis_kraft,American,,veith,Bob Veith,American,14,1956-indianapolis,Indianapolis 500,,,,,,23,200,14394470,0.0,7,7,3,Finished,+6:25.630,1956
Kurtis Kraft,kurtis_kraft,American,,ward,Rodger Ward,American,19,1956-indianapolis,Indianapolis 500,,,,,,15,200,14401150,0.0,8,8,3,Finished,+6:32.310,1956
Lesovsky,lesovsky,American,,reece,Jimmy Reece,American,26,1956-indianapolis,Indianapolis 500,,,,,,21,200,14407150,0.0,9,9,3,Finished,+6:38.310,1956
Stevens,stevens,American,,griffith,Cliff Griffith,American,27,1956-indianapolis,Indianapolis 500,,,,,,30,199,,0.0,10,10,3,+1 Lap,,1956
Kuzma,kuzma,American,,hartley,Gene Hartley,American,82,1956-indianapolis,Indianapolis 500,,,,,,22,196,,0.0,11,11,3,+4 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,agabashian,Fred Agabashian,American,42,1956-indianapolis,Indianapolis 500,,,,,,7,196,,0.0,12,12,3,+4 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,christie,Bob Christie,American,57,1956-indianapolis,Indianapolis 500,,,,,,25,196,,0.0,13,13,3,+4 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,keller,Al Keller,American,55,1956-indianapolis,Indianapolis 500,,,,,,28,195,,0.0,14,14,3,+5 Laps,,1956
Kuzma,kuzma,American,,johnson,Eddie Johnson,American,81,1956-indianapolis,Indianapolis 500,,,,,,32,195,,0.0,15,15,3,+5 Laps,,1956
Kuzma,kuzma,American,,garrett,Billy Garrett,American,41,1956-indianapolis,Indianapolis 500,,,,,,29,194,,0.0,16,16,3,+6 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,dinsmore,Duke Dinsmore,American,64,1956-indianapolis,Indianapolis 500,,,,,,33,191,,0.0,17,17,3,+9 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,connor,Pat O'Connor,American,7,1956-indianapolis,Indianapolis 500,,,,,,3,187,,0.0,18,18,3,+13 Laps,,1956
Kuzma,kuzma,American,,bryan,Jimmy Bryan,American,2,1956-indianapolis,Indianapolis 500,,,,,,19,185,,0.0,19,19,3,+15 Laps,,1956
Kurtis Kraft,kurtis_kraft,American,,rathmann,Jim Rathmann,American,24,1956-indianapolis,Indianapolis 500,,,,,,2,175,,0.0,20,R,3,Engine,,1956
Kurtis Kraft,kurtis_kraft,American,,tolan,Johnnie Tolan,American,34,1956-indianapolis,Indianapolis 500,,,,,,31,173,,0.0,21,R,3,Engine,,1956
Kurtis Kraft,kurtis_kraft,American,,bettenhausen,Tony Bettenhausen,American,99,1956-indianapolis,Indianapolis 500,,,,,,5,160,,0.0,22,R,3,Accident,,1956
Kurtis Kraft,kurtis_kraft,American,,elisian,Ed Elisian,American,10,1956-indianapolis,Indianapolis 500,,,,,,14,160,,0.0,23,R,3,Brakes,,1956
Kurtis Kraft,kurtis_kraft,American,,russo,Eddie Russo,American,10,1956-indianapolis,Indianapolis 500,,,,,,14,160,,0.0,23,R,3,Brakes,,1956
Kurtis Kraft,kurtis_kraft,American,,daywalt,Jimmy Daywalt,American,48,1956-indianapolis,Indianapolis 500,,,,,,16,134,,0.0,24,R,3,Accident,,1956
Kurtis Kraft,kurtis_kraft,American,,turner,Jack Turner,American,54,1956-indianapolis,Indianapolis 500,,,,,,24,131,,0.0,25,R,3,Engine,,1956
Kurtis Kraft,kurtis_kraft,American,,andrews,Keith Andrews,American,89,1956-indianapolis,Indianapolis 500,,,,,,20,94,,0.0,26,R,3,Transmission,,1956
Kurtis Kraft,kurtis_kraft,American,,linden,Andy Linden,American,5,1956-indianapolis,Indianapolis 500,,,,,,9,90,,0.0,27,R,3,Oil leak,,1956
Kurtis Kraft,kurtis_kraft,American,,herman,Al Herman,American,12,1956-indianapolis,Indianapolis 500,,,,,,27,74,,0.0,28,R,3,Accident,,1956
Kurtis Kraft,kurtis_kraft,American,,ray_crawford,Ray Crawford,American,49,1956-indianapolis,Indianapolis 500,,,,,,17,49,,0.0,29,R,3,Accident,,1956
Kurtis Kraft,kurtis_kraft,American,,boyd,Johnny Boyd,American,15,1956-indianapolis,Indianapolis 500,,,,,,12,35,,0.0,30,R,3,Oil leak,,1956
Kurtis Kraft,kurtis_kraft,American,,ruttman,Troy Ruttman,American,53,1956-indianapolis,Indianapolis 500,,,,,,11,22,,0.0,31,R,3,Spun off,,1956
Kuzma,kuzma,American,,thomson,Johnny Thomson,American,88,1956-indianapolis,Indianapolis 500,,,,,,18,22,,0.0,32,R,3,Spun off,,1956
Kurtis Kraft,kurtis_kraft,American,,paul_russo,Paul Russo,American,29,1956-indianapolis,Indianapolis 500,,,,,,8,21,,1.0,33,R,3,Accident,,1956
Ferrari,ferrari,Italian,,collins,Peter Collins,British,8,1956-spa,Belgian Grand Prix,,,,,,3,36,9600300,8.0,1,1,4,Finished,2:40:00.300,1956
Ferrari,ferrari,Italian,,frere,Paul Frère,Belgian,6,1956-spa,Belgian Grand Prix,,,,,,8,36,9711600,6.0,2,2,4,Finished,+1:51.300,1956
Maserati,maserati,Italian,,perdisa,Cesare Perdisa,Italian,34,1956-spa,Belgian Grand Prix,,,,,,9,36,9796900,2.0,3,3,4,Finished,+3:16.600,1956
Maserati,maserati,Italian,,moss,Stirling Moss,British,34,1956-spa,Belgian Grand Prix,,,,,,9,36,9796900,3.0,3,3,4,Finished,+3:16.600,1956
Vanwall,vanwall,British,,schell,Harry Schell,American,10,1956-spa,Belgian Grand Prix,,,,,,6,35,,3.0,4,4,4,+1 Lap,,1956
Maserati,maserati,Italian,,villoresi,Luigi Villoresi,Italian,22,1956-spa,Belgian Grand Prix,,,,,,11,34,,2.0,5,5,4,+2 Laps,,1956
Ferrari,ferrari,Italian,,andre_pilette,André Pilette,Belgian,20,1956-spa,Belgian Grand Prix,,,,,,16,33,,0.0,6,6,4,+3 Laps,,1956
Maserati,maserati,Italian,,behra,Jean Behra,French,32,1956-spa,Belgian Grand Prix,,,,,,4,33,,0.0,7,7,4,+3 Laps,,1956
Maserati,maserati,Italian,,rosier,Louis Rosier,French,24,1956-spa,Belgian Grand Prix,,,,,,10,33,,0.0,8,8,4,+3 Laps,,1956
Ferrari,ferrari,Italian,,fangio,Juan Fangio,Argentine,2,1956-spa,Belgian Grand Prix,,,,,,1,23,,0.0,9,R,4,Transmission,,1956
