pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,SAI,Ferrari,55,51,81.458,81.489,80.031,0.775,0.0
2,NOR,McLaren,4,51,81.667,81.713,79.915,1.261,0.209
3,LEC,Ferrari,16,51,81.636,81.841,79.813,1.375,0.178
4,PER,Red Bull Racing,11,51,82.185,81.849,80.388,1.53,0.727
5,PIA,McLaren,81,51,82.007,82.013,80.199,1.51,0.549
6,RUS,Mercedes,63,49,82.37,82.591,80.284,0.955,0.912
7,ALO,Aston Martin,14,51,82.432,82.704,80.493,1.011,0.974
8,HUL,Haas F1 Team,27,51,82.864,82.823,81.145,1.005,1.406
9,BOT,Kick Sauber,77,50,82.942,82.904,81.422,1.219,1.484
10,OCO,Alpine,31,48,82.897,82.905,81.354,0.824,1.439
11,STR,Aston Martin,18,51,82.81,82.941,80.93,1.762,1.352
12,TSU,RB,22,51,82.864,82.994,81.134,1.715,1.406
13,ALB,Williams,23,50,82.969,83.0,81.618,0.769,1.511
14,RIC,RB,3,50,82.89,83.018,81.239,1.012,1.432
15,ZHO,Kick Sauber,24,49,82.971,83.097,81.327,0.839,1.513
16,GAS,Alpine,10,50,83.146,83.13,81.09,1.189,1.688
17,MAG,Haas F1 Team,20,50,82.887,83.157,81.082,0.985,1.429
18,HAM,Mercedes,44,12,83.31,83.206,82.444,0.612,1.852
19,VER,Red Bull Racing,1,3,84.891,84.099,83.115,2.277,3.433
