Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
RIC,RB,5,6,SOFT,HARD
ALB,Williams,6,7,MEDIUM,HARD
ZHO,Kick Sauber,6,7,SOFT,HARD
HAM,Mercedes,7,8,SOFT,HARD
MAG,Haas F1 Team,7,8,MEDIUM,HARD
BOT,Kick Sauber,8,9,MEDIUM,HARD
RUS,Mercedes,8,9,MEDIUM,HARD
STR,Aston Martin,8,9,MEDIUM,HARD
LEC,Ferrari,9,10,MEDIUM,HARD
OCO,Alpine,9,10,MEDIUM,HARD
PIA,McLaren,9,10,MEDIUM,HARD
TSU,RB,9,10,MEDIUM,HARD
NOR,McLaren,14,15,MEDIUM,HARD
PER,Red Bull Racing,14,15,MEDIUM,HARD
OCO,Alpine,16,17,HARD,HARD
SAI,Ferrari,16,17,MEDIUM,HARD
ALO,Aston Martin,17,18,HARD,MEDIUM
GAS,Alpine,17,18,MEDIUM,HARD
HUL,Haas F1 Team,17,18,HARD,MEDIUM
ALB,Williams,27,28,HARD,HARD
RIC,RB,29,30,HARD,HARD
MAG,Haas F1 Team,33,34,HARD,HARD
LEC,Ferrari,34,35,HARD,HARD
HUL,Haas F1 Team,35,36,MEDIUM,HARD
PER,Red Bull Racing,35,36,HARD,HARD
ZHO,Kick Sauber,35,36,HARD,HARD
BOT,Kick Sauber,36,37,HARD,HARD
TSU,RB,36,37,HARD,HARD
STR,Aston Martin,37,38,HARD,HARD
PIA,McLaren,39,40,HARD,HARD
NOR,McLaren,40,41,HARD,HARD
ALO,Aston Martin,41,42,MEDIUM,HARD
GAS,Alpine,41,42,HARD,HARD
SAI,Ferrari,41,42,HARD,HARD
OCO,Alpine,42,43,HARD,HARD
RUS,Mercedes,45,46,HARD,HARD
