constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2013-melbourne,Australian Grand Prix,1,1:44.657,1:36.745,1:27.407,1,2013
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2013-melbourne,Australian Grand Prix,2,1:44.472,1:36.524,1:27.827,1,2013
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2013-melbourne,Australian Grand Prix,3,1:45.456,1:36.625,1:28.087,1,2013
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2013-melbourne,Australian Grand Prix,4,1:44.635,1:36.666,1:28.490,1,2013
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2013-melbourne,Australian Grand Prix,5,1:43.850,1:36.691,1:28.493,1,2013
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2013-melbourne,Australian Grand Prix,6,1:43.380,1:36.194,1:28.523,1,2013
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2013-melbourne,Australian Grand Prix,7,1:45.545,1:37.517,1:28.738,1,2013
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2013-melbourne,Australian Grand Prix,8,1:44.284,1:37.641,1:29.013,1,2013
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2013-melbourne,Australian Grand Prix,9,1:45.601,1:36.901,1:29.305,1,2013
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2013-melbourne,Australian Grand Prix,10,1:44.688,1:36.644,1:30.357,1,2013
Sauber,sauber,Swiss,HUL,hulkenberg,Nico Hülkenberg,German,27,2013-melbourne,Australian Grand Prix,11,1:45.930,1:38.067,,1,2013
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2013-melbourne,Australian Grand Prix,12,1:47.330,1:38.134,,1,2013
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2013-melbourne,Australian Grand Prix,13,1:44.871,1:38.778,,1,2013
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2013-melbourne,Australian Grand Prix,14,1:46.450,1:39.042,,1,2013
McLaren,mclaren,British,PER,perez,Sergio Pérez,Mexican,11,2013-melbourne,Australian Grand Prix,15,1:44.400,1:39.900,,1,2013
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2013-melbourne,Australian Grand Prix,16,1:47.328,1:40.290,,1,2013
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2013-melbourne,Australian Grand Prix,17,1:47.614,,,1,2013
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2013-melbourne,Australian Grand Prix,18,1:47.776,,,1,2013
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2013-melbourne,Australian Grand Prix,19,1:48.147,,,1,2013
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2013-melbourne,Australian Grand Prix,20,1:48.909,,,1,2013
Caterham,caterham,Malaysian,VDG,garde,Giedo van der Garde,Dutch,21,2013-melbourne,Australian Grand Prix,21,1:49.519,,,1,2013
Caterham,caterham,Malaysian,PIC,pic,Charles Pic,French,20,2013-melbourne,Australian Grand Prix,22,1:50.626,,,1,2013
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2013-kuala-lumpur,Malaysian Grand Prix,1,1:37.899,1:37.245,1:49.674,2,2013
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2013-kuala-lumpur,Malaysian Grand Prix,2,1:37.712,1:36.874,1:50.587,2,2013
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2013-kuala-lumpur,Malaysian Grand Prix,3,1:37.314,1:36.877,1:50.727,2,2013
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2013-kuala-lumpur,Malaysian Grand Prix,4,1:37.513,1:36.517,1:51.699,2,2013
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2013-kuala-lumpur,Malaysian Grand Prix,5,1:37.619,1:36.449,1:52.244,2,2013
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2013-kuala-lumpur,Malaysian Grand Prix,6,1:37.239,1:36.190,1:52.519,2,2013
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2013-kuala-lumpur,Malaysian Grand Prix,7,1:36.959,1:36.640,1:52.970,2,2013
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2013-kuala-lumpur,Malaysian Grand Prix,8,1:37.487,1:37.117,1:53.175,2,2013
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2013-kuala-lumpur,Malaysian Grand Prix,9,1:36.809,1:36.834,1:53.439,2,2013
McLaren,mclaren,British,PER,perez,Sergio Pérez,Mexican,11,2013-kuala-lumpur,Malaysian Grand Prix,10,1:37.702,1:37.342,1:54.136,2,2013
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2013-kuala-lumpur,Malaysian Grand Prix,11,1:37.363,1:37.636,,2,2013
Sauber,sauber,Swiss,HUL,hulkenberg,Nico Hülkenberg,German,27,2013-kuala-lumpur,Malaysian Grand Prix,12,1:37.931,1:38.125,,2,2013
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2013-kuala-lumpur,Malaysian Grand Prix,13,1:37.722,1:38.822,,2,2013
Sauber,sauber,Swiss,GUT,gutierrez,Esteban Gutiérrez,Mexican,21,2013-kuala-lumpur,Malaysian Grand Prix,14,1:37.707,1:39.221,,2,2013
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2013-kuala-lumpur,Malaysian Grand Prix,15,1:37.493,1:44.509,,2,2013
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2013-kuala-lumpur,Malaysian Grand Prix,16,1:37.867,,,2,2013
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2013-kuala-lumpur,Malaysian Grand Prix,17,1:38.157,,,2,2013
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2013-kuala-lumpur,Malaysian Grand Prix,18,1:38.207,,,2,2013
Marussia,marussia,Russian,BIA,jules_bianchi,Jules Bianchi,French,17,2013-kuala-lumpur,Malaysian Grand Prix,19,1:38.434,,,2,2013
Caterham,caterham,Malaysian,PIC,pic,Charles Pic,French,20,2013-kuala-lumpur,Malaysian Grand Prix,20,1:39.314,,,2,2013
Marussia,marussia,Russian,CHI,chilton,Max Chilton,British,4,2013-kuala-lumpur,Malaysian Grand Prix,21,1:39.672,,,2,2013
Caterham,caterham,Malaysian,VDG,garde,Giedo van der Garde,Dutch,21,2013-kuala-lumpur,Malaysian Grand Prix,22,1:39.932,,,2,2013
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2013-shanghai,Chinese Grand Prix,1,1:35.793,1:35.078,1:34.484,3,2013
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2013-shanghai,Chinese Grand Prix,2,1:37.046,1:35.659,1:34.761,3,2013
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2013-shanghai,Chinese Grand Prix,3,1:36.253,1:35.148,1:34.788,3,2013
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2013-shanghai,Chinese Grand Prix,4,1:35.959,1:35.537,1:34.861,3,2013
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2013-shanghai,Chinese Grand Prix,5,1:35.972,1:35.403,1:34.933,3,2013
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2013-shanghai,Chinese Grand Prix,6,1:36.929,1:36.065,1:35.364,3,2013
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2013-shanghai,Chinese Grand Prix,7,1:36.993,1:36.258,1:35.998,3,2013
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2013-shanghai,Chinese Grand Prix,8,1:36.667,1:35.784,2:05.673,3,2013
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2013-shanghai,Chinese Grand Prix,9,1:36.537,1:35.343,,3,2013
Sauber,sauber,Swiss,HUL,hulkenberg,Nico Hülkenberg,German,27,2013-shanghai,Chinese Grand Prix,10,1:36.985,1:36.261,,3,2013
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2013-shanghai,Chinese Grand Prix,11,1:37.478,1:36.287,,3,2013
McLaren,mclaren,British,PER,perez,Sergio Pérez,Mexican,11,2013-shanghai,Chinese Grand Prix,12,1:36.952,1:36.314,,3,2013
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2013-shanghai,Chinese Grand Prix,13,1:37.349,1:36.405,,3,2013
