constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""red_bull""]","[""Red Bull""]",VET,vettel,Sebastian Vettel,German,5,397.0,1,1,13,2013
"[""ferrari""]","[""Ferrari""]",ALO,alonso,Fernando Alonso,Spanish,14,242.0,2,2,2,2013
"[""red_bull""]","[""Red Bull""]",WEB,webber,Mark Webber,Australian,,199.0,3,3,0,2013
"[""mercedes""]","[""Mercedes""]",HAM,hamilton,Lewis Hamilton,British,44,189.0,4,4,1,2013
"[""lotus_f1""]","[""Lotus F1""]",RAI,raikkonen,Kimi Räikkönen,Finnish,7,183.0,5,5,1,2013
"[""mercedes""]","[""Mercedes""]",ROS,rosberg,Nico Rosberg,German,6,171.0,6,6,2,2013
"[""lotus_f1""]","[""Lotus F1""]",GRO,grosjean,Romain Grosjean,French,8,132.0,7,7,0,2013
"[""ferrari""]","[""Ferrari""]",MAS,massa,Felipe Massa,Brazilian,19,112.0,8,8,0,2013
"[""mclaren""]","[""McLaren""]",BUT,button,Jenson Button,British,22,73.0,9,9,0,2013
"[""sauber""]","[""Sauber""]",HUL,hulkenberg,Nico Hülkenberg,German,27,51.0,10,10,0,2013
"[""mclaren""]","[""McLaren""]",PER,perez,Sergio Pérez,Mexican,11,49.0,11,11,0,2013
"[""force_india""]","[""Force India""]",DIR,resta,Paul di Resta,British,40,48.0,12,12,0,2013
"[""force_india""]","[""Force India""]",SUT,sutil,Adrian Sutil,German,99,29.0,13,13,0,2013
"[""toro_rosso""]","[""Toro Rosso""]",RIC,ricciardo,Daniel Ricciardo,Australian,3,20.0,14,14,0,2013
"[""toro_rosso""]","[""Toro Rosso""]",VER,vergne,Jean-Éric Vergne,French,25,13.0,15,15,0,2013
"[""sauber""]","[""Sauber""]",GUT,gutierrez,Esteban Gutiérrez,Mexican,21,6.0,16,16,0,2013
"[""williams""]","[""Williams""]",BOT,bottas,Valtteri Bottas,Finnish,77,4.0,17,17,0,2013
"[""williams""]","[""Williams""]",MAL,maldonado,Pastor Maldonado,Venezuelan,13,1.0,18,18,0,2013
"[""marussia""]","[""Marussia""]",BIA,jules_bianchi,Jules Bianchi,French,17,0.0,19,19,0,2013
"[""caterham""]","[""Caterham""]",PIC,pic,Charles Pic,French,,0.0,20,20,0,2013
"[""caterham""]","[""Caterham""]",VDG,garde,Giedo van der Garde,Dutch,,0.0,21,21,0,2013
"[""lotus_f1""]","[""Lotus F1""]",KOV,kovalainen,Heikki Kovalainen,Finnish,,0.0,22,22,0,2013
"[""marussia""]","[""Marussia""]",CHI,chilton,Max Chilton,British,4,0.0,23,23,0,2013
