Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,1,Red Bull Racing,1.0,0 days 00:01:34.725000,94.725,,0 days 00:00:41.962000,0 days 00:00:18.147000,MEDIUM,1.0,1.0,,,1.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:35.761000,95.761,,0 days 00:00:42.210000,0 days 00:00:18.262000,MEDIUM,1.0,1.0,,,2.0,False,1
PIA,81,McLaren,1.0,0 days 00:01:36.482000,96.482,,0 days 00:00:42.151000,0 days 00:00:18.336000,MEDIUM,1.0,1.0,,,3.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:37.371000,97.371,,0 days 00:00:42.344000,0 days 00:00:18.096000,MEDIUM,1.0,1.0,,,4.0,False,1
RUS,63,Mercedes,1.0,0 days 00:01:37.985000,97.985,,0 days 00:00:42.500000,0 days 00:00:18.149000,MEDIUM,1.0,1.0,,,5.0,False,1
ANT,12,Mercedes,1.0,0 days 00:01:38.965000,98.965,,0 days 00:00:42.791000,0 days 00:00:18.168000,MEDIUM,1.0,1.0,,,6.0,False,1
HAD,6,Racing Bulls,1.0,0 days 00:01:39.924000,99.924,,0 days 00:00:43.484000,0 days 00:00:18.244000,MEDIUM,1.0,1.0,,,7.0,False,1
HAM,44,Ferrari,1.0,0 days 00:01:40.279000,100.279,,0 days 00:00:43.278000,0 days 00:00:18.361000,HARD,1.0,1.0,,,8.0,False,1
ALB,23,Williams,1.0,0 days 00:01:40.786000,100.786,,0 days 00:00:43.689000,0 days 00:00:18.305000,MEDIUM,1.0,1.0,,,9.0,False,1
BEA,87,Haas F1 Team,1.0,0 days 00:01:41.275000,101.275,,0 days 00:00:43.761000,0 days 00:00:18.342000,MEDIUM,1.0,1.0,,,10.0,False,1
ALO,14,Aston Martin,1.0,0 days 00:01:42.048000,102.048,,0 days 00:00:44.081000,0 days 00:00:18.415000,MEDIUM,2.0,1.0,,,11.0,False,1
GAS,10,Alpine,1.0,0 days 00:01:42.427000,102.427,,0 days 00:00:43.741000,0 days 00:00:18.747000,MEDIUM,1.0,1.0,,,12.0,False,1
TSU,22,Red Bull Racing,1.0,0 days 00:01:42.862000,102.862,,0 days 00:00:43.772000,0 days 00:00:18.536000,MEDIUM,1.0,1.0,,,13.0,False,1
LAW,30,Racing Bulls,1.0,0 days 00:01:43.463000,103.463,,0 days 00:00:44.632000,0 days 00:00:18.652000,MEDIUM,1.0,1.0,,,14.0,False,1
