pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,48,92.416,92.094,91.039,1.0,0.022
2,NOR,McLaren,4,48,92.394,92.095,91.116,0.918,0.0
3,VER,Red Bull Racing,1,48,92.401,92.22,91.041,0.9,0.007
4,LEC,Ferrari,16,48,92.676,92.261,91.469,0.892,0.282
5,RUS,Mercedes,63,48,92.691,92.383,91.357,0.984,0.297
6,GAS,Alpine,10,48,93.286,92.804,91.82,1.144,0.892
7,ALO,Aston Martin,14,48,93.277,92.862,91.77,1.05,0.883
8,TSU,Red Bull Racing,22,48,93.329,92.94,91.871,1.119,0.935
9,ANT,Mercedes,12,48,92.644,93.078,90.965,1.166,0.25
10,ALB,Williams,23,48,92.999,93.085,91.125,1.138,0.605
11,HAM,Ferrari,44,48,92.871,93.164,91.406,1.001,0.477
12,HAD,Racing Bulls,6,48,92.962,93.2,91.317,1.058,0.568
13,HUL,Kick Sauber,27,48,93.748,93.271,92.572,0.933,1.354
14,BEA,Haas F1 Team,87,48,93.275,93.286,92.006,0.969,0.881
15,DOO,Alpine,7,48,93.722,93.334,92.685,0.873,1.328
16,STR,Aston Martin,18,45,93.694,93.772,92.052,1.114,1.3
17,BOR,Kick Sauber,5,48,93.732,93.806,92.034,1.158,1.338
18,OCO,Haas F1 Team,31,48,93.778,94.076,91.967,1.107,1.384
19,LAW,Racing Bulls,30,48,93.821,94.11,92.043,1.044,1.427
20,SAI,Williams,55,48,93.648,94.384,91.106,1.338,1.254
