constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,5,2003-melbourne,Australian Grand Prix,,,,,,11,58,5682100,10.0,1,1,1,Finished,1:34:42.100,2003
Williams,williams,British,MON,montoya,Juan Pablo Montoya,Colombian,3,2003-melbourne,Australian Grand Prix,,,,,,3,58,5690775,8.0,2,2,1,Finished,+8.675,2003
McLaren,mclaren,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2003-melbourne,Australian Grand Prix,,,,,,15,58,5691292,6.0,3,3,1,Finished,+9.192,2003
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,1,2003-melbourne,Australian Grand Prix,,,,,,1,58,5691582,5.0,4,4,1,Finished,+9.482,2003
Renault,renault,French,TRU,trulli,Jarno Trulli,Italian,7,2003-melbourne,Australian Grand Prix,,,,,,12,58,5720901,4.0,5,5,1,Finished,+38.801,2003
Sauber,sauber,Swiss,,frentzen,Heinz-Harald Frentzen,German,10,2003-melbourne,Australian Grand Prix,,,,,,4,58,5726028,3.0,6,6,1,Finished,+43.928,2003
Renault,renault,French,ALO,alonso,Fernando Alonso,Spanish,14,2003-melbourne,Australian Grand Prix,,,,,,10,58,5727174,2.0,7,7,1,Finished,+45.074,2003
Williams,williams,British,SCH,ralf_schumacher,Ralf Schumacher,German,4,2003-melbourne,Australian Grand Prix,,,,,,9,58,5727845,1.0,8,8,1,Finished,+45.745,2003
BAR,bar,British,VIL,villeneuve,Jacques Villeneuve,Canadian,16,2003-melbourne,Australian Grand Prix,,,,,,6,58,5747636,0.0,9,9,1,Finished,+1:05.536,2003
BAR,bar,British,BUT,button,Jenson Button,British,22,2003-melbourne,Australian Grand Prix,,,,,,8,58,5748074,0.0,10,10,1,Finished,+1:05.974,2003
Minardi,minardi,Italian,,verstappen,Jos Verstappen,Dutch,19,2003-melbourne,Australian Grand Prix,,,,,,20,57,,0.0,11,11,1,+1 Lap,,2003
