circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1977-01-09,1977-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,1,1977,,https://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,1977
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,1977-01-23,1977-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,2,1977,,https://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,1977
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1977-03-05,1977-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,3,1977,,https://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,1977
long_beach,Long Beach,"https://en.wikipedia.org/wiki/Long_Beach,_California",USA,1977-04-03,1977-california,United States Grand Prix West,california,33.7651,California,-118.189,4,1977,,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,1977
jarama,Jarama,https://en.wikipedia.org/wiki/Circuito_del_Jarama,Spain,1977-05-08,1977-madrid,Spanish Grand Prix,madrid,40.6171,Madrid,-3.58558,5,1977,,https://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,1977
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1977-05-22,1977-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,1977,,https://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,1977
zolder,Zolder,https://en.wikipedia.org/wiki/Circuit_Zolder,Belgium,1977-06-05,1977-heusden-zolder,Belgian Grand Prix,heusden-zolder,50.9894,Heusden-Zolder,5.25694,7,1977,,https://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,1977
anderstorp,Scandinavian Raceway,https://en.wikipedia.org/wiki/Anderstorp_Raceway,Sweden,1977-06-19,1977-anderstorp,Swedish Grand Prix,anderstorp,57.2653,Anderstorp,13.6042,8,1977,,https://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,1977
dijon,Dijon-Prenois,https://en.wikipedia.org/wiki/Dijon-Prenois,France,1977-07-03,1977-dijon,French Grand Prix,dijon,47.3625,Dijon,4.89913,9,1977,,https://en.wikipedia.org/wiki/1977_French_Grand_Prix,1977
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1977-07-16,1977-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,10,1977,,https://en.wikipedia.org/wiki/1977_British_Grand_Prix,1977
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,1977-07-31,1977-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,11,1977,,https://en.wikipedia.org/wiki/1977_German_Grand_Prix,1977
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,1977-08-14,1977-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,12,1977,,https://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,1977
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1977-08-28,1977-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,13,1977,,https://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,1977
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1977-09-11,1977-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,14,1977,,https://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,1977
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1977-10-02,1977-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,15,1977,,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,1977
mosport,Mosport International Raceway,https://en.wikipedia.org/wiki/Canadian_Tire_Motorsport_Park,Canada,1977-10-09,1977-ontario,Canadian Grand Prix,ontario,44.0481,Ontario,-78.6756,16,1977,,https://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,1977
fuji,Fuji Speedway,https://en.wikipedia.org/wiki/Fuji_Speedway,Japan,1977-10-23,1977-oyama,Japanese Grand Prix,oyama,35.3717,Oyama,138.927,17,1977,,https://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,1977
