stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,ALO,Aston Martin,MEDIUM,4.0,45.0,56.0,12,99.572,99.558,97.81
2,ZHO,Kick Sauber,SOFT,4.0,42.0,56.0,15,100.287,100.391,98.633
3,GAS,Alpine,MEDIUM,4.0,40.0,56.0,17,100.402,100.305,99.198
4,STR,Aston Martin,HARD,5.0,37.0,56.0,20,100.485,100.464,99.444
5,VER,Red Bull Racing,HARD,3.0,27.0,56.0,27,101.003,99.276,98.406
6,VER,Red Bull Racing,MEDIUM,1.0,1.0,12.0,12,101.024,101.132,100.103
7,PER,Red Bull Racing,HARD,3.0,27.0,56.0,27,101.768,99.906,99.388
8,PER,Red Bull Racing,MEDIUM,1.0,1.0,12.0,12,101.804,101.684,100.881
9,STR,Aston Martin,MEDIUM,2.0,11.0,20.0,10,101.846,101.821,101.281
10,NOR,McLaren,MEDIUM,1.0,1.0,21.0,21,102.081,101.929,101.267
11,BOT,Kick Sauber,HARD,2.0,11.0,19.0,9,102.223,102.252,101.276
12,HAM,Mercedes,MEDIUM,2.0,11.0,20.0,10,102.256,102.268,101.409
13,LEC,Ferrari,MEDIUM,1.0,1.0,20.0,20,102.38,102.104,101.812
14,ALO,Aston Martin,MEDIUM,1.0,1.0,10.0,10,102.527,103.003,100.988
15,MAG,Haas F1 Team,MEDIUM,3.0,29.0,56.0,26,102.539,101.672,101.077
16,PIA,McLaren,MEDIUM,1.0,1.0,15.0,15,102.752,102.645,101.607
17,SAI,Ferrari,MEDIUM,1.0,1.0,16.0,16,102.916,102.738,101.979
18,RUS,Mercedes,MEDIUM,1.0,1.0,10.0,10,102.932,102.593,101.696
19,BOT,Kick Sauber,MEDIUM,1.0,2.0,8.0,7,103.053,103.041,102.548
20,PIA,McLaren,HARD,3.0,27.0,56.0,27,103.224,101.437,100.397
21,STR,Aston Martin,SOFT,1.0,1.0,8.0,8,103.438,103.026,102.305
22,RUS,Mercedes,HARD,3.0,25.0,56.0,28,103.613,100.644,100.112
23,ALO,Aston Martin,SOFT,3.0,25.0,42.0,13,103.726,100.447,99.452
24,SAR,Williams,SOFT,1.0,2.0,11.0,10,103.799,103.705,103.236
25,HUL,Haas F1 Team,MEDIUM,1.0,1.0,7.0,7,103.811,103.384,102.347
26,RIC,RB,MEDIUM,1.0,1.0,13.0,13,103.924,103.47,102.976
27,OCO,Alpine,MEDIUM,1.0,1.0,8.0,8,103.955,103.158,102.807
28,TSU,RB,MEDIUM,2.0,10.0,21.0,12,104.019,102.519,101.593
29,GAS,Alpine,MEDIUM,1.0,1.0,10.0,10,104.034,103.464,102.847
30,ALB,Williams,MEDIUM,1.0,1.0,8.0,8,104.076,103.357,102.975
31,LEC,Ferrari,HARD,2.0,23.0,56.0,29,104.181,100.171,99.384
32,VER,Red Bull Racing,HARD,2.0,15.0,22.0,8,104.271,100.076,99.519
33,MAG,Haas F1 Team,HARD,1.0,1.0,16.0,16,104.298,103.903,103.179
34,HAM,Mercedes,SOFT,1.0,1.0,8.0,8,104.543,103.634,102.906
35,TSU,RB,SOFT,1.0,1.0,7.0,7,104.544,103.669,103.095
36,NOR,McLaren,HARD,2.0,24.0,56.0,29,104.586,99.854,98.751
37,ZHO,Kick Sauber,MEDIUM,1.0,1.0,7.0,7,104.978,104.073,103.484
38,ALB,Williams,HARD,3.0,25.0,56.0,29,105.195,101.524,100.79
39,OCO,Alpine,HARD,3.0,25.0,56.0,29,105.269,101.535,100.937
40,HUL,Haas F1 Team,HARD,3.0,25.0,56.0,29,105.281,101.518,100.815
41,SAI,Ferrari,HARD,2.0,19.0,56.0,33,105.358,100.471,99.764
42,PER,Red Bull Racing,HARD,2.0,15.0,22.0,8,105.566,100.539,100.038
43,ALO,Aston Martin,HARD,2.0,13.0,22.0,10,105.58,101.366,100.944
44,SAR,Williams,HARD,3.0,26.0,56.0,28,105.627,102.399,101.096
45,HUL,Haas F1 Team,HARD,2.0,10.0,22.0,13,105.67,102.187,101.42
46,RUS,Mercedes,MEDIUM,2.0,13.0,22.0,10,105.716,101.453,100.785
47,OCO,Alpine,HARD,2.0,11.0,22.0,12,106.271,102.464,101.472
48,STR,Aston Martin,MEDIUM,4.0,29.0,34.0,6,106.452,103.118,101.485
49,ZHO,Kick Sauber,HARD,2.0,10.0,22.0,13,106.503,102.887,101.765
50,HAM,Mercedes,HARD,3.0,23.0,56.0,31,106.868,101.341,100.835
51,ALB,Williams,MEDIUM,2.0,11.0,22.0,12,106.954,103.061,102.151
52,GAS,Alpine,HARD,2.0,13.0,22.0,10,107.223,102.032,101.071
53,ZHO,Kick Sauber,HARD,3.0,25.0,39.0,12,110.016,101.875,101.283
54,SAR,Williams,MEDIUM,2.0,14.0,23.0,10,110.53,102.516,101.0
55,GAS,Alpine,HARD,3.0,25.0,37.0,10,110.893,101.966,101.071
56,PIA,McLaren,MEDIUM,2.0,18.0,23.0,6,113.52,106.586,99.739
57,TSU,RB,HARD,3.0,25.0,25.0,1,114.27,114.27,114.27
58,RIC,RB,MEDIUM,2.0,16.0,32.0,14,118.448,117.087,100.994
59,MAG,Haas F1 Team,HARD,2.0,19.0,25.0,7,120.146,123.843,101.106
60,STR,Aston Martin,HARD,3.0,25.0,25.0,1,127.034,127.034,127.034
