pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,47,101.565,99.694,98.406,7.743,0.0
2,PER,Red Bull Racing,11,47,102.423,100.199,99.388,7.772,0.858
3,SAI,Ferrari,55,49,104.561,100.726,99.764,9.459,2.996
4,ALO,Aston Martin,14,45,102.764,100.819,97.81,7.336,1.199
5,LEC,Ferrari,16,49,103.446,100.882,99.384,8.821,1.881
6,RUS,Mercedes,63,48,103.91,100.932,100.112,8.698,2.345
7,NOR,McLaren,4,50,103.534,100.984,98.751,10.453,1.969
8,STR,Aston Martin,18,45,102.698,101.502,99.444,5.228,1.133
9,PIA,McLaren,81,48,104.363,101.604,99.739,8.746,2.798
10,HAM,Mercedes,44,49,105.547,101.72,100.835,10.225,3.982
11,OCO,Alpine,31,49,105.3,101.793,100.937,9.651,3.735
12,GAS,Alpine,10,47,104.858,101.812,99.198,9.191,3.293
13,HUL,Haas F1 Team,27,49,105.174,101.821,100.815,9.622,3.609
14,ZHO,Kick Sauber,24,47,105.189,101.928,98.633,9.516,3.624
15,ALB,Williams,23,49,105.443,102.221,100.79,9.518,3.878
16,SAR,Williams,2,48,106.268,102.57,101.0,10.261,4.703
17,BOT,Kick Sauber,77,16,102.586,102.577,101.276,0.555,1.021
18,MAG,Haas F1 Team,20,49,105.629,102.87,101.077,8.373,4.064
19,TSU,RB,22,20,104.715,103.155,101.593,4.683,3.15
20,RIC,RB,3,27,111.455,103.605,100.994,13.91,9.89
