constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-melbourne,Australian Grand Prix,,,,,,4,58,5428718,10.0,1,1,1,Finished,1:30:28.718,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-melbourne,Australian Grand Prix,,,,,,3,58,5448764,6.0,2,2,1,Finished,+20.046,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-melbourne,Australian Grand Prix,,,,,,6,58,5450895,4.0,3,3,1,Finished,+22.177,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-melbourne,Australian Grand Prix,,,,,,10,58,5451559,3.0,4,4,1,Finished,+22.841,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-melbourne,Australian Grand Prix,,,,,,9,58,5489026,2.0,5,5,1,Finished,+1:00.308,1997
Sauber,sauber,Swiss,,larini,Nicola Larini,Italian,17,1997-melbourne,Australian Grand Prix,,,,,,13,58,5524758,1.0,6,6,1,Finished,+1:36.040,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-melbourne,Australian Grand Prix,,,,,,16,56,,0.0,7,7,1,+2 Laps,,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-melbourne,Australian Grand Prix,,,,,,2,55,,0.0,8,8,1,Brakes,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-melbourne,Australian Grand Prix,,,,,,17,55,,0.0,9,9,1,+3 Laps,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-melbourne,Australian Grand Prix,,,,,,22,54,,0.0,10,10,1,+4 Laps,,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-melbourne,Australian Grand Prix,,,,,,11,49,,0.0,11,R,1,Engine,,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-melbourne,Australian Grand Prix,,,,,,18,42,,0.0,12,R,1,Engine,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-melbourne,Australian Grand Prix,,,,,,19,36,,0.0,13,R,1,Suspension,,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-melbourne,Australian Grand Prix,,,,,,8,34,,0.0,14,R,1,Fuel,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-melbourne,Australian Grand Prix,,,,,,15,32,,0.0,15,R,1,Electrical,,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-melbourne,Australian Grand Prix,,,,,,14,14,,0.0,16,R,1,Spun off,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-melbourne,Australian Grand Prix,,,,,,21,2,,0.0,17,R,1,Spun off,,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-melbourne,Australian Grand Prix,,,,,,12,1,,0.0,18,R,1,Gearbox,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-melbourne,Australian Grand Prix,,,,,,1,0,,0.0,19,R,1,Collision,,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-melbourne,Australian Grand Prix,,,,,,5,0,,0.0,20,R,1,Collision,,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-melbourne,Australian Grand Prix,,,,,,7,0,,0.0,21,R,1,Collision,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-melbourne,Australian Grand Prix,,,,,,20,0,,0.0,22,W,1,Throttle,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-s-o-paulo,Brazilian Grand Prix,,,,,,1,72,5766990,10.0,1,1,2,Finished,1:36:06.990,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-s-o-paulo,Brazilian Grand Prix,,,,,,3,72,5771180,6.0,2,2,2,Finished,+4.190,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-s-o-paulo,Brazilian Grand Prix,,,,,,5,72,5782860,4.0,3,3,2,Finished,+15.870,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-s-o-paulo,Brazilian Grand Prix,,,,,,4,72,5800023,3.0,4,4,2,Finished,+33.033,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-s-o-paulo,Brazilian Grand Prix,,,,,,2,72,5800721,2.0,5,5,2,Finished,+33.731,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-s-o-paulo,Brazilian Grand Prix,,,,,,6,72,5801010,1.0,6,6,2,Finished,+34.020,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-s-o-paulo,Brazilian Grand Prix,,,,,,13,72,5817902,0.0,7,7,2,Finished,+50.912,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-s-o-paulo,Brazilian Grand Prix,,,,,,7,72,5827629,0.0,8,8,2,Finished,+1:00.639,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-s-o-paulo,Brazilian Grand Prix,,,,,,8,72,5842392,0.0,9,9,2,Finished,+1:15.402,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-s-o-paulo,Brazilian Grand Prix,,,,,,12,71,,0.0,10,10,2,+1 Lap,,1997
Sauber,sauber,Swiss,,larini,Nicola Larini,Italian,17,1997-s-o-paulo,Brazilian Grand Prix,,,,,,19,71,,0.0,11,11,2,+1 Lap,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-s-o-paulo,Brazilian Grand Prix,,,,,,17,71,,0.0,12,12,2,+1 Lap,,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-s-o-paulo,Brazilian Grand Prix,,,,,,22,71,,0.0,13,13,2,+1 Lap,,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-s-o-paulo,Brazilian Grand Prix,,,,,,15,71,,0.0,14,14,2,+1 Lap,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-s-o-paulo,Brazilian Grand Prix,,,,,,21,70,,0.0,15,15,2,+2 Laps,,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-s-o-paulo,Brazilian Grand Prix,,,,,,14,70,,0.0,16,16,2,+2 Laps,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-s-o-paulo,Brazilian Grand Prix,,,,,,9,68,,0.0,17,17,2,Engine,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-s-o-paulo,Brazilian Grand Prix,,,,,,18,67,,0.0,18,18,2,+5 Laps,,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-s-o-paulo,Brazilian Grand Prix,,,,,,10,52,,0.0,19,R,2,Electrical,,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-s-o-paulo,Brazilian Grand Prix,,,,,,11,16,,0.0,20,R,2,Suspension,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-s-o-paulo,Brazilian Grand Prix,,,,,,16,15,,0.0,21,R,2,Suspension,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-s-o-paulo,Brazilian Grand Prix,,,,,,20,0,,0.0,22,R,2,Accident,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-buenos-aires,Argentine Grand Prix,,,,,,1,72,6721715,10.0,1,1,3,Finished,1:52:01.715,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-buenos-aires,Argentine Grand Prix,,,,,,7,72,6722694,6.0,2,2,3,Finished,+0.979,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-buenos-aires,Argentine Grand Prix,,,,,,6,72,6733804,4.0,3,3,3,Finished,+12.089,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-buenos-aires,Argentine Grand Prix,,,,,,8,72,6751634,3.0,4,4,3,Finished,+29.919,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-buenos-aires,Argentine Grand Prix,,,,,,17,72,6752066,2.0,5,5,3,Finished,+30.351,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-buenos-aires,Argentine Grand Prix,,,,,,12,72,6753108,1.0,6,6,3,Finished,+31.393,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-buenos-aires,Argentine Grand Prix,,,,,,11,72,6768074,0.0,7,7,3,Finished,+46.359,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-buenos-aires,Argentine Grand Prix,,,,,,19,71,,0.0,8,8,3,+1 Lap,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-buenos-aires,Argentine Grand Prix,,,,,,18,71,,0.0,9,9,3,+1 Lap,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-buenos-aires,Argentine Grand Prix,,,,,,15,66,,0.0,10,10,3,Engine,,1997
Sauber,sauber,Swiss,,larini,Nicola Larini,Italian,17,1997-buenos-aires,Argentine Grand Prix,,,,,,14,63,,0.0,11,R,3,Spun off,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-buenos-aires,Argentine Grand Prix,,,,,,22,50,,0.0,12,R,3,Engine,,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-buenos-aires,Argentine Grand Prix,,,,,,20,49,,0.0,13,R,3,Engine,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-buenos-aires,Argentine Grand Prix,,,,,,16,43,,0.0,14,R,3,Engine,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-buenos-aires,Argentine Grand Prix,,,,,,21,37,,0.0,15,R,3,Spun off,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-buenos-aires,Argentine Grand Prix,,,,,,13,33,,0.0,16,R,3,Engine,,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-buenos-aires,Argentine Grand Prix,,,,,,9,24,,0.0,17,R,3,Collision,,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-buenos-aires,Argentine Grand Prix,,,,,,5,24,,0.0,18,R,3,Hydraulics,,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-buenos-aires,Argentine Grand Prix,,,,,,3,18,,0.0,19,R,3,Electrical,,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-buenos-aires,Argentine Grand Prix,,,,,,2,5,,0.0,20,R,3,Clutch,,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-buenos-aires,Argentine Grand Prix,,,,,,4,0,,0.0,21,R,3,Collision,,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-buenos-aires,Argentine Grand Prix,,,,,,10,0,,0.0,22,R,3,Collision,,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-imola,San Marino Grand Prix,,,,,,2,62,5460673,10.0,1,1,4,Finished,1:31:00.673,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-imola,San Marino Grand Prix,,,,,,3,62,5461910,6.0,2,2,4,Finished,+1.237,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-imola,San Marino Grand Prix,,,,,,9,62,5539016,4.0,3,3,4,Finished,+1:18.343,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-imola,San Marino Grand Prix,,,,,,6,62,5544061,3.0,4,4,4,Finished,+1:23.388,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-imola,San Marino Grand Prix,,,,,,14,61,,2.0,5,5,4,+1 Lap,,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-imola,San Marino Grand Prix,,,,,,8,61,,1.0,6,6,4,+1 Lap,,1997
Sauber,sauber,Swiss,,larini,Nicola Larini,Italian,17,1997-imola,San Marino Grand Prix,,,,,,12,61,,0.0,7,7,4,+1 Lap,,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-imola,San Marino Grand Prix,,,,,,4,61,,0.0,8,8,4,+1 Lap,,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-imola,San Marino Grand Prix,,,,,,19,60,,0.0,9,9,4,+2 Laps,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-imola,San Marino Grand Prix,,,,,,21,60,,0.0,10,10,4,+2 Laps,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-imola,San Marino Grand Prix,,,,,,22,59,,0.0,11,11,4,+3 Laps,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-imola,San Marino Grand Prix,,,,,,17,53,,0.0,12,R,4,Gearbox,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-imola,San Marino Grand Prix,,,,,,1,40,,0.0,13,R,4,Gearbox,,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-imola,San Marino Grand Prix,,,,,,10,38,,0.0,14,R,4,Engine,,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-imola,San Marino Grand Prix,,,,,,13,32,,0.0,15,R,4,Engine,,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-imola,San Marino Grand Prix,,,,,,7,18,,0.0,16,R,4,Electrical,,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-imola,San Marino Grand Prix,,,,,,5,17,,0.0,17,R,4,Transmission,,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-imola,San Marino Grand Prix,,,,,,18,11,,0.0,18,R,4,Collision,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-imola,San Marino Grand Prix,,,,,,15,11,,0.0,19,R,4,Collision,,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-imola,San Marino Grand Prix,,,,,,11,4,,0.0,20,R,4,Spun off,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-imola,San Marino Grand Prix,,,,,,16,2,,0.0,21,R,4,Spun off,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-imola,San Marino Grand Prix,,,,,,20,0,,0.0,22,W,4,Gearbox,,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-monte-carlo,Monaco Grand Prix,,,,,,2,62,7205654,10.0,1,1,5,Finished,2:00:05.654,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-monte-carlo,Monaco Grand Prix,,,,,,10,62,7258960,6.0,2,2,5,Finished,+53.306,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-monte-carlo,Monaco Grand Prix,,,,,,15,62,7287762,4.0,3,3,5,Finished,+1:22.108,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-monte-carlo,Monaco Grand Prix,,,,,,12,62,7310056,3.0,4,4,5,Finished,+1:44.402,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-monte-carlo,Monaco Grand Prix,,,,,,14,61,,2.0,5,5,5,+1 Lap,,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-monte-carlo,Monaco Grand Prix,,,,,,4,61,,1.0,6,6,5,+1 Lap,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-monte-carlo,Monaco Grand Prix,,,,,,19,61,,0.0,7,7,5,+1 Lap,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-monte-carlo,Monaco Grand Prix,,,,,,22,60,,0.0,8,8,5,+2 Laps,,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-monte-carlo,Monaco Grand Prix,,,,,,17,60,,0.0,9,9,5,+2 Laps,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-monte-carlo,Monaco Grand Prix,,,,,,20,60,,0.0,10,10,5,+2 Laps,,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-monte-carlo,Monaco Grand Prix,,,,,,1,39,,0.0,11,R,5,Spun off,,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-monte-carlo,Monaco Grand Prix,,,,,,21,36,,0.0,12,R,5,Spun off,,1997
Sauber,sauber,Swiss,,larini,Nicola Larini,Italian,17,1997-monte-carlo,Monaco Grand Prix,,,,,,11,24,,0.0,13,R,5,Spun off,,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-monte-carlo,Monaco Grand Prix,,,,,,9,16,,0.0,14,R,5,Spun off,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-monte-carlo,Monaco Grand Prix,,,,,,3,16,,0.0,15,R,5,Spun off,,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-monte-carlo,Monaco Grand Prix,,,,,,6,10,,0.0,16,R,5,Spun off,,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-monte-carlo,Monaco Grand Prix,,,,,,7,9,,0.0,17,R,5,Spun off,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-monte-carlo,Monaco Grand Prix,,,,,,18,7,,0.0,18,R,5,Spun off,,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-monte-carlo,Monaco Grand Prix,,,,,,5,1,,0.0,19,R,5,Spun off,,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-monte-carlo,Monaco Grand Prix,,,,,,8,1,,0.0,20,R,5,Collision,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-monte-carlo,Monaco Grand Prix,,,,,,13,1,,0.0,21,R,5,Collision,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-monte-carlo,Monaco Grand Prix,,,,,,16,0,,0.0,22,R,5,Spun off,,1997
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,3,1997-barcelona,Spanish Grand Prix,,,,,,1,64,5435896,10.0,1,1,6,Finished,1:30:35.896,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-barcelona,Spanish Grand Prix,,,,,,12,64,5441700,6.0,2,2,6,Finished,+5.804,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-barcelona,Spanish Grand Prix,,,,,,4,64,5448430,4.0,3,3,6,Finished,+12.534,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-barcelona,Spanish Grand Prix,,,,,,7,64,5453875,3.0,4,4,6,Finished,+17.979,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-barcelona,Spanish Grand Prix,,,,,,10,64,5463882,2.0,5,5,6,Finished,+27.986,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-barcelona,Spanish Grand Prix,,,,,,3,64,5465640,1.0,6,6,6,Finished,+29.744,1997
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,9,1997-barcelona,Spanish Grand Prix,,,,,,5,64,5484681,0.0,7,7,6,Finished,+48.785,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-barcelona,Spanish Grand Prix,,,,,,2,64,5500035,0.0,8,8,6,Finished,+1:04.139,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-barcelona,Spanish Grand Prix,,,,,,8,64,5500663,0.0,9,9,6,Finished,+1:04.767,1997
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,8,1997-barcelona,Spanish Grand Prix,,,,,,6,64,5501566,0.0,10,10,6,Finished,+1:05.670,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-barcelona,Spanish Grand Prix,,,,,,19,63,,0.0,11,11,6,+1 Lap,,1997
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,6,1997-barcelona,Spanish Grand Prix,,,,,,11,63,,0.0,12,12,6,+1 Lap,,1997
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,23,1997-barcelona,Spanish Grand Prix,,,,,,22,63,,0.0,13,13,6,+1 Lap,,1997
Sauber,sauber,Swiss,,morbidelli,Gianni Morbidelli,Italian,17,1997-barcelona,Spanish Grand Prix,,,,,,13,62,,0.0,14,14,6,+2 Laps,,1997
Minardi,minardi,Italian,TRU,trulli,Jarno Trulli,Italian,21,1997-barcelona,Spanish Grand Prix,,,,,,18,62,,0.0,15,15,6,+2 Laps,,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-barcelona,Spanish Grand Prix,,,,,,21,53,,0.0,16,R,6,Engine,,1997
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,11,1997-barcelona,Spanish Grand Prix,,,,,,9,50,,0.0,17,R,6,Engine,,1997
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,22,1997-barcelona,Spanish Grand Prix,,,,,,17,37,,0.0,18,R,6,Engine,,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-barcelona,Spanish Grand Prix,,,,,,14,35,,0.0,19,R,6,Puncture,,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-barcelona,Spanish Grand Prix,,,,,,16,34,,0.0,20,R,6,Gearbox,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-barcelona,Spanish Grand Prix,,,,,,15,17,,0.0,21,R,6,Engine,,1997
Minardi,minardi,Italian,,katayama,Ukyo Katayama,Japanese,20,1997-barcelona,Spanish Grand Prix,,,,,,20,11,,0.0,22,R,6,Gearbox,,1997
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,5,1997-montreal,Canadian Grand Prix,,,,,,1,54,4660646,10.0,1,1,7,Finished,1:17:40.646,1997
Benetton,benetton,Italian,,alesi,Jean Alesi,French,7,1997-montreal,Canadian Grand Prix,,,,,,8,54,4663211,6.0,2,2,7,Finished,+2.565,1997
Jordan,jordan,Irish,FIS,fisichella,Giancarlo Fisichella,Italian,12,1997-montreal,Canadian Grand Prix,,,,,,6,54,4663865,4.0,3,3,7,Finished,+3.219,1997
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,4,1997-montreal,Canadian Grand Prix,,,,,,4,54,4664414,3.0,4,4,7,Finished,+3.768,1997
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,16,1997-montreal,Canadian Grand Prix,,,,,,13,54,4665362,2.0,5,5,7,Finished,+4.716,1997
Prost,prost,French,,nakano,Shinji Nakano,Japanese,15,1997-montreal,Canadian Grand Prix,,,,,,19,54,4697347,1.0,6,6,7,Finished,+36.701,1997
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,10,1997-montreal,Canadian Grand Prix,,,,,,5,54,4698399,0.0,7,7,7,Finished,+37.753,1997
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,2,1997-montreal,Canadian Grand Prix,,,,,,16,53,,0.0,8,8,7,+1 Lap,,1997
Arrows,arrows,British,,damon_hill,Damon Hill,British,1,1997-montreal,Canadian Grand Prix,,,,,,15,53,,0.0,9,9,7,+1 Lap,,1997
Sauber,sauber,Swiss,,morbidelli,Gianni Morbidelli,Italian,17,1997-montreal,Canadian Grand Prix,,,,,,18,53,,0.0,10,10,7,+1 Lap,,1997
Prost,prost,French,,panis,Olivier Panis,French,14,1997-montreal,Canadian Grand Prix,,,,,,10,51,,0.0,11,11,7,Spun off,,1997
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1997-montreal,Canadian Grand Prix,,,,,,17,46,,0.0,12,R,7,Engine,,1997
Tyrrell,tyrrell,British,,verstappen,Jos Verstappen,Dutch,18,1997-montreal,Canadian Grand Prix,,,,,,14,42,,0.0,13,R,7,Gearbox,,1997
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,8,1997-montreal,Canadian Grand Prix,,,,,,11,35,,0.0,14,R,7,Transmission,,1997
