Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
NOR,McLaren,1,2.0,MEDIUM,HARD
SAI,McLaren,1,2.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,7,8.0,SOFT,MEDIUM
KVY,Toro Rosso,7,8.0,MEDIUM,MEDIUM
GRO,Haas F1 Team,8,9.0,SOFT,HARD
MAG,Haas F1 Team,9,10.0,SOFT,HARD
HUL,Renault,11,12.0,SOFT,HARD
HUL,Renault,16,,HARD,
NOR,McLaren,17,18.0,HARD,MEDIUM
VER,Red Bull Racing,17,18.0,MEDIUM,HARD
RIC,Renault,18,19.0,SOFT,HARD
VET,Ferrari,18,19.0,MEDIUM,HARD
ALB,Toro Rosso,19,20.0,SOFT,HARD
GAS,Red Bull Racing,19,20.0,SOFT,HARD
PER,Racing Point,20,21.0,MEDIUM,HARD
STR,Racing Point,20,21.0,MEDIUM,HARD
BOT,Mercedes,21,22.0,MEDIUM,HARD
HAM,Mercedes,22,23.0,MEDIUM,HARD
LEC,Ferrari,22,23.0,MEDIUM,HARD
RUS,Williams,22,23.0,MEDIUM,HARD
KVY,Toro Rosso,25,26.0,MEDIUM,HARD
RAI,Alfa Romeo Racing,25,26.0,MEDIUM,HARD
KUB,Williams,26,27.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,30,31.0,MEDIUM,MEDIUM
KVY,Toro Rosso,30,31.0,HARD,SOFT
MAG,Haas F1 Team,33,34.0,HARD,MEDIUM
NOR,McLaren,34,35.0,MEDIUM,SOFT
VER,Red Bull Racing,34,35.0,HARD,MEDIUM
GRO,Haas F1 Team,35,36.0,HARD,MEDIUM
VET,Ferrari,35,36.0,HARD,MEDIUM
BOT,Mercedes,36,37.0,HARD,MEDIUM
HAM,Mercedes,36,37.0,HARD,MEDIUM
SAI,McLaren,36,37.0,HARD,SOFT
GAS,Red Bull Racing,39,40.0,HARD,MEDIUM
KVY,Toro Rosso,41,,SOFT,
LEC,Ferrari,42,43.0,HARD,MEDIUM
STR,Racing Point,44,45.0,HARD,SOFT
RUS,Williams,49,50.0,HARD,SOFT
NOR,McLaren,50,,SOFT,
GAS,Red Bull Racing,53,54.0,MEDIUM,SOFT
