pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,46,106.368,105.785,104.166,1.502,0.0
2,VER,Red Bull Racing,33,46,106.662,105.868,104.794,1.63,0.294
3,VET,Ferrari,5,46,106.59,106.03,104.629,1.4,0.222
4,BOT,Mercedes,77,46,106.392,106.09,104.024,1.302,0.024
5,LEC,Ferrari,16,44,107.415,107.32,103.009,1.824,1.047
6,GAS,Red Bull Racing,10,35,107.658,107.389,105.712,1.604,1.29
7,SAI,McLaren,55,46,107.987,107.432,105.807,1.664,1.619
8,PER,Racing Point,11,46,107.854,107.61,105.524,1.745,1.486
9,NOR,McLaren,4,44,107.827,107.638,105.394,1.277,1.459
10,STR,Racing Point,18,46,108.223,107.929,106.009,1.779,1.855
11,RIC,Renault,3,26,108.921,108.232,106.767,1.633,2.553
12,ALB,Toro Rosso,23,45,108.75,108.27,105.754,2.068,2.382
13,GIO,Alfa Romeo Racing,99,45,108.728,108.415,105.969,2.128,2.36
14,RAI,Alfa Romeo Racing,7,44,108.424,108.488,106.479,1.193,2.056
15,KVY,Toro Rosso,26,28,109.279,108.786,107.681,1.897,2.911
16,MAG,Haas F1 Team,20,43,108.952,108.838,106.682,1.316,2.584
17,HUL,Renault,27,43,109.673,108.963,107.407,2.203,3.305
18,GRO,Haas F1 Team,8,33,110.382,110.253,108.517,1.527,4.014
19,KUB,Williams,88,39,110.723,110.607,107.709,1.496,4.355
20,RUS,Williams,63,42,110.381,110.796,107.251,1.754,4.013
