Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
KVY,Toro Rosso,5,6.0,SOFT,MEDIUM
RAI,Alfa Romeo Racing,6,7.0,SOFT,MEDIUM
GIO,Alfa Romeo Racing,7,8.0,SOFT,MEDIUM
MAG,Haas F1 Team,7,8.0,SOFT,MEDIUM
HUL,Renault,8,9.0,SOFT,MEDIUM
NOR,McLaren,9,10.0,SOFT,MEDIUM
PER,Racing Point,10,11.0,SOFT,MEDIUM
RIC,Renault,10,11.0,SOFT,MEDIUM
STR,Racing Point,10,11.0,SOFT,MEDIUM
VET,Ferrari,11,12.0,SOFT,MEDIUM
ALB,Toro Rosso,12,13.0,SOFT,MEDIUM
BOT,Mercedes,12,13.0,SOFT,MEDIUM
SAI,McLaren,12,13.0,SOFT,MEDIUM
HAM,Mercedes,13,14.0,SOFT,MEDIUM
KUB,Williams,14,15.0,MEDIUM,MEDIUM
VER,Red Bull Racing,14,15.0,SOFT,MEDIUM
KUB,Williams,23,24.0,MEDIUM,MEDIUM
RUS,Williams,25,26.0,MEDIUM,MEDIUM
KVY,Toro Rosso,33,,MEDIUM,
GRO,Haas F1 Team,34,35.0,MEDIUM,SOFT
HUL,Renault,34,35.0,MEDIUM,SOFT
LEC,Ferrari,34,35.0,MEDIUM,SOFT
GRO,Haas F1 Team,38,,SOFT,
RUS,Williams,38,40.0,MEDIUM,SOFT
MAG,Haas F1 Team,39,40.0,MEDIUM,SOFT
NOR,McLaren,39,41.0,MEDIUM,SOFT
KUB,Williams,42,43.0,MEDIUM,SOFT
LEC,Ferrari,47,48.0,SOFT,SOFT
