stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,BOT,Mercedes,MEDIUM,2.0,28.0,44.0,17,81.798,81.834,80.822
2,HAM,Mercedes,MEDIUM,2.0,29.0,45.0,17,81.913,81.957,80.953
3,GAS,Red Bull Racing,SOFT,3.0,48.0,66.0,15,81.921,80.756,80.536
4,VET,Ferrari,MEDIUM,2.0,21.0,39.0,19,82.116,81.938,81.181
5,VER,Red Bull Racing,SOFT,2.0,22.0,42.0,21,82.131,82.071,81.567
6,LEC,Ferrari,HARD,2.0,27.0,45.0,19,82.376,82.228,81.433
7,RIC,Renault,MEDIUM,3.0,50.0,66.0,16,82.383,81.878,80.615
8,SAI,McLaren,SOFT,3.0,48.0,66.0,15,82.41,81.438,80.859
9,ALB,Toro Rosso,MEDIUM,3.0,50.0,66.0,16,82.415,81.823,81.028
10,RAI,Alfa Romeo Racing,SOFT,3.0,50.0,66.0,16,82.508,81.971,81.382
11,HAM,Mercedes,SOFT,1.0,1.0,26.0,26,82.544,82.333,81.527
12,GRO,Haas F1 Team,MEDIUM,2.0,28.0,45.0,18,82.575,82.558,82.094
13,GAS,Red Bull Racing,MEDIUM,2.0,24.0,45.0,22,82.779,82.72,82.258
14,LEC,Ferrari,MEDIUM,3.0,48.0,66.0,15,82.821,80.433,80.002
15,HAM,Mercedes,SOFT,3.0,51.0,66.0,15,82.827,79.858,78.492
16,ALB,Toro Rosso,MEDIUM,2.0,27.0,44.0,18,82.881,82.8,82.331
17,KVY,Toro Rosso,MEDIUM,2.0,23.0,44.0,22,82.919,82.744,82.073
18,GRO,Haas F1 Team,SOFT,3.0,48.0,66.0,15,82.922,81.798,81.057
19,BOT,Mercedes,SOFT,1.0,1.0,25.0,25,82.938,82.589,81.979
20,PER,Racing Point,SOFT,3.0,50.0,66.0,16,82.976,82.322,81.859
21,MAG,Haas F1 Team,MEDIUM,2.0,25.0,44.0,20,83.158,83.13,82.363
22,VER,Red Bull Racing,SOFT,1.0,1.0,19.0,19,83.235,82.85,82.502
23,NOR,McLaren,MEDIUM,2.0,28.0,44.0,17,83.375,83.227,82.561
24,LEC,Ferrari,SOFT,1.0,1.0,24.0,24,83.436,83.004,82.188
25,RIC,Renault,HARD,2.0,26.0,44.0,19,83.462,83.356,82.929
26,STR,Racing Point,SOFT,2.0,24.0,44.0,21,83.586,83.497,83.226
27,PER,Racing Point,MEDIUM,2.0,26.0,44.0,19,83.611,83.489,82.885
28,VET,Ferrari,SOFT,1.0,1.0,18.0,18,83.815,83.414,82.906
29,KVY,Toro Rosso,MEDIUM,3.0,47.0,66.0,16,83.861,81.696,80.726
30,RAI,Alfa Romeo Racing,HARD,2.0,30.0,44.0,15,83.868,83.633,83.239
31,MAG,Haas F1 Team,SOFT,3.0,47.0,66.0,16,83.945,81.452,80.77
32,GAS,Red Bull Racing,SOFT,1.0,1.0,21.0,21,83.975,83.635,82.874
33,SAI,McLaren,MEDIUM,2.0,26.0,45.0,20,84.119,83.312,82.686
34,GRO,Haas F1 Team,SOFT,1.0,1.0,25.0,25,84.34,83.98,83.466
35,HUL,Renault,MEDIUM,1.0,2.0,34.0,33,84.568,84.375,82.922
36,MAG,Haas F1 Team,SOFT,1.0,1.0,22.0,22,84.639,84.134,83.851
37,NOR,McLaren,SOFT,1.0,4.0,25.0,22,84.694,84.538,83.854
38,HUL,Renault,SOFT,2.0,37.0,66.0,26,84.702,82.769,81.282
39,KUB,Williams,MEDIUM,3.0,46.0,65.0,17,84.714,83.933,83.202
40,STR,Racing Point,MEDIUM,1.0,4.0,21.0,18,84.742,84.58,84.228
41,ALB,Toro Rosso,SOFT,1.0,1.0,24.0,24,84.806,84.228,83.884
42,KVY,Toro Rosso,SOFT,1.0,1.0,20.0,20,84.832,84.287,83.798
43,GIO,Alfa Romeo Racing,SOFT,3.0,43.0,66.0,20,85.039,82.69,81.833
44,SAI,McLaren,SOFT,1.0,1.0,23.0,23,85.061,84.505,83.987
45,RIC,Renault,SOFT,1.0,1.0,23.0,23,85.079,84.603,83.872
46,PER,Racing Point,SOFT,1.0,1.0,23.0,23,85.156,84.56,83.92
47,RUS,Williams,MEDIUM,3.0,48.0,65.0,17,85.291,83.645,82.382
48,BOT,Mercedes,SOFT,3.0,47.0,66.0,16,85.349,80.002,78.737
49,GIO,Alfa Romeo Racing,HARD,2.0,8.0,40.0,33,85.406,85.156,84.59
50,RAI,Alfa Romeo Racing,MEDIUM,1.0,1.0,27.0,27,85.527,84.633,84.133
51,VET,Ferrari,MEDIUM,3.0,42.0,66.0,21,85.648,80.196,79.82
52,RUS,Williams,SOFT,2.0,34.0,43.0,10,85.96,85.731,84.24
53,KUB,Williams,SOFT,2.0,33.0,43.0,11,86.359,86.552,84.869
54,VER,Red Bull Racing,MEDIUM,3.0,45.0,66.0,18,86.687,80.205,79.769
55,RUS,Williams,MEDIUM,1.0,1.0,31.0,31,87.048,86.346,85.724
56,KUB,Williams,MEDIUM,1.0,1.0,30.0,30,87.387,86.895,85.84
57,GIO,Alfa Romeo Racing,SOFT,1.0,1.0,5.0,5,88.241,85.88,85.402
