pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,58,82.432,81.973,78.492,5.754,0.0
2,VET,Ferrari,5,58,83.922,82.034,79.82,8.053,1.49
3,BOT,Mercedes,77,58,83.269,82.095,78.737,7.555,0.837
4,VER,Red Bull Racing,33,58,83.907,82.247,79.769,8.367,1.475
5,LEC,Ferrari,16,58,82.93,82.57,80.002,4.477,0.498
6,GAS,Red Bull Racing,10,58,82.99,82.846,80.536,2.254,0.558
7,GRO,Haas F1 Team,8,58,83.426,82.955,81.057,2.207,0.994
8,KVY,Toro Rosso,26,58,83.839,83.164,80.726,3.226,1.407
9,ALB,Toro Rosso,23,58,83.549,83.234,81.028,1.918,1.117
10,SAI,McLaren,55,58,84.05,83.568,80.859,2.878,1.618
11,MAG,Haas F1 Team,20,58,83.937,83.71,80.77,3.717,1.505
12,RIC,Renault,3,58,83.806,83.816,80.615,2.024,1.374
13,PER,Racing Point,11,58,84.048,83.882,81.859,1.969,1.616
14,HUL,Renault,27,59,84.627,84.211,81.282,4.53,2.195
15,STR,Racing Point,18,39,84.12,84.228,83.226,0.717,1.688
16,NOR,McLaren,4,39,84.119,84.29,82.561,0.905,1.687
17,RAI,Alfa Romeo Racing,7,58,84.265,84.292,81.382,2.818,1.833
18,GIO,Alfa Romeo Racing,99,58,85.524,84.989,81.833,3.507,3.092
19,RUS,Williams,63,58,86.345,86.09,82.382,3.939,3.913
20,KUB,Williams,88,58,86.409,86.31,83.202,2.41,3.977
