Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HAR,Toro Rosso,1,5,ULTRASOFT,SUPERSOFT
GRO,Haas F1 Team,7,8,HYPERSOFT,SUPERSOFT
HAM,Mercedes,7,8,ULTRASOFT,SUPERSOFT
LEC,Sauber,7,8,HYPERSOFT,SUPERSOFT
VET,Ferrari,15,16,ULTRASOFT,SUPERSOFT
BOT,Mercedes,16,17,ULTRASOFT,SUPERSOFT
VER,Red Bull Racing,17,18,HYPERSOFT,SUPERSOFT
OCO,Racing Point,18,19,HYPERSOFT,SUPERSOFT
PER,Racing Point,26,27,ULTRASOFT,SUPERSOFT
ALO,McLaren,27,28,ULTRASOFT,SUPERSOFT
GAS,Toro Rosso,29,30,SUPERSOFT,ULTRASOFT
RIC,Red Bull Racing,33,34,ULTRASOFT,SUPERSOFT
SIR,Williams,35,36,SUPERSOFT,ULTRASOFT
VAN,McLaren,35,36,SUPERSOFT,ULTRASOFT
SAI,Renault,37,38,ULTRASOFT,SUPERSOFT
BOT,Mercedes,40,41,SUPERSOFT,ULTRASOFT
STR,Williams,40,41,SUPERSOFT,ULTRASOFT
MAG,Haas F1 Team,41,42,SUPERSOFT,ULTRASOFT
