stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,RIC,Red Bull Racing,SUPERSOFT,2.0,35.0,55.0,21,102.759,102.622,101.249
2,VET,Ferrari,SUPERSOFT,2.0,17.0,55.0,39,103.066,103.067,100.867
3,SAI,Renault,SUPERSOFT,2.0,39.0,55.0,17,103.111,103.228,101.351
4,VER,Red Bull Racing,SUPERSOFT,2.0,19.0,55.0,37,103.256,103.325,101.909
5,BOT,Mercedes,ULTRASOFT,3.0,42.0,55.0,14,103.313,103.376,100.953
6,HAM,Mercedes,SUPERSOFT,2.0,9.0,55.0,45,103.601,103.479,101.357
7,BOT,Mercedes,SUPERSOFT,2.0,18.0,39.0,22,104.099,104.01,102.975
8,PER,Racing Point,SUPERSOFT,2.0,28.0,55.0,28,104.14,104.22,102.816
9,HAM,Mercedes,ULTRASOFT,1.0,5.0,6.0,2,104.334,104.334,103.982
10,MAG,Haas F1 Team,ULTRASOFT,2.0,43.0,54.0,12,104.422,103.833,102.822
11,RIC,Red Bull Racing,ULTRASOFT,1.0,5.0,32.0,26,104.619,104.598,103.202
12,VAN,McLaren,ULTRASOFT,2.0,37.0,54.0,18,104.675,104.701,103.249
13,ALO,McLaren,SUPERSOFT,2.0,29.0,54.0,26,104.903,104.847,102.393
14,BOT,Mercedes,ULTRASOFT,1.0,5.0,15.0,9,104.995,104.981,104.579
15,GAS,Toro Rosso,ULTRASOFT,2.0,31.0,46.0,16,105.056,104.668,103.988
16,VET,Ferrari,ULTRASOFT,1.0,5.0,14.0,8,105.09,105.156,104.412
17,VER,Red Bull Racing,HYPERSOFT,1.0,5.0,16.0,10,105.146,104.953,104.045
18,STR,Williams,ULTRASOFT,2.0,42.0,54.0,13,105.169,105.081,104.033
19,SIR,Williams,ULTRASOFT,2.0,37.0,54.0,18,105.202,105.256,103.831
20,LEC,Sauber,SUPERSOFT,2.0,9.0,55.0,45,105.301,104.834,102.876
21,OCO,Racing Point,SUPERSOFT,2.0,20.0,44.0,25,105.429,105.419,103.591
22,SAI,Renault,ULTRASOFT,1.0,5.0,36.0,30,105.814,105.831,103.54
23,GRO,Haas F1 Team,SUPERSOFT,2.0,9.0,54.0,44,106.066,106.47,103.195
24,LEC,Sauber,HYPERSOFT,1.0,5.0,6.0,2,106.133,106.133,105.931
25,MAG,Haas F1 Team,SUPERSOFT,1.0,5.0,40.0,34,106.62,107.158,104.704
26,PER,Racing Point,ULTRASOFT,1.0,5.0,25.0,19,106.713,106.562,105.853
27,HAR,Toro Rosso,SUPERSOFT,2.0,5.0,54.0,47,106.786,107.048,104.174
28,GRO,Haas F1 Team,HYPERSOFT,1.0,5.0,6.0,2,106.875,106.875,106.573
29,STR,Williams,SUPERSOFT,1.0,5.0,39.0,33,107.057,107.275,105.16
30,ALO,McLaren,ULTRASOFT,1.0,5.0,26.0,20,107.523,107.597,106.459
31,VAN,McLaren,SUPERSOFT,1.0,5.0,34.0,28,107.609,107.644,106.293
32,SIR,Williams,SUPERSOFT,1.0,5.0,34.0,28,107.774,107.656,106.155
33,GAS,Toro Rosso,SUPERSOFT,1.0,5.0,28.0,23,108.202,107.176,105.169
34,OCO,Racing Point,HYPERSOFT,1.0,5.0,17.0,12,109.58,107.449,105.919
35,ERI,Sauber,SUPERSOFT,1.0,5.0,24.0,20,109.809,107.366,106.077
36,RAI,Ferrari,ULTRASOFT,1.0,1.0,6.0,3,121.768,115.382,105.198
