pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PER,Red Bull Racing,11,62,83.81,83.626,82.295,1.055,0.462
2,VER,Red Bull Racing,1,62,83.348,83.63,80.504,1.008,0.0
3,RUS,Mercedes,63,62,84.176,83.8,82.158,1.254,0.828
4,NOR,McLaren,4,62,83.883,83.911,82.178,0.809,0.535
5,HAM,Mercedes,44,62,83.847,84.14,81.601,1.111,0.499
6,RIC,AlphaTauri,3,61,84.918,84.429,83.934,0.909,1.57
7,SAI,Ferrari,55,62,84.304,84.452,82.584,0.924,0.956
8,PIA,McLaren,81,62,84.311,84.483,82.736,0.618,0.963
9,LEC,Ferrari,16,62,84.226,84.498,82.469,0.908,0.878
10,ALB,Williams,23,61,84.887,84.608,84.051,0.707,1.539
11,STR,Aston Martin,18,61,84.647,84.61,83.425,0.798,1.299
12,ALO,Aston Martin,14,62,84.317,84.62,82.745,0.996,0.969
13,BOT,Alfa Romeo,77,61,84.872,84.907,83.651,0.723,1.524
14,SAR,Williams,2,58,85.192,85.2,83.496,0.877,1.844
15,ZHO,Alfa Romeo,24,61,85.203,85.263,83.743,0.783,1.855
16,TSU,AlphaTauri,22,61,85.176,85.442,83.269,0.779,1.828
17,HUL,Haas F1 Team,27,61,85.28,85.512,83.573,0.769,1.932
18,MAG,Haas F1 Team,20,61,85.641,85.977,83.864,1.016,2.293
19,OCO,Alpine,31,1,106.965,106.965,106.965,0.0,23.617
