pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,ANT,Mercedes,12,53,83.617,83.038,82.417,1.569,0.0
2,RUS,Mercedes,63,53,83.729,83.1,82.67,1.585,0.112
3,LEC,Ferrari,16,53,84.384,83.236,82.579,3.0,0.767
4,HAM,Ferrari,44,53,84.337,83.382,82.423,3.124,0.72
5,VER,Red Bull Racing,3,51,84.299,83.554,82.091,2.491,0.682
6,NOR,McLaren,1,51,84.126,83.687,82.358,1.951,0.509
7,BOR,Audi,5,50,84.969,84.695,83.257,1.359,1.352
8,BEA,Haas F1 Team,87,52,85.356,84.724,84.02,1.721,1.739
9,LIN,Racing Bulls,41,52,85.581,84.876,84.182,1.881,1.964
10,LAW,Racing Bulls,30,50,85.631,85.203,83.783,1.92,2.014
11,GAS,Alpine,10,52,85.906,85.222,84.486,2.237,2.289
12,OCO,Haas F1 Team,31,52,85.923,85.279,84.424,2.19,2.306
13,ALB,Williams,23,50,85.822,85.357,84.375,1.524,2.205
14,HAD,Red Bull Racing,6,9,85.498,85.363,85.239,0.263,1.881
15,SAI,Williams,55,47,86.337,85.698,83.59,2.797,2.72
16,COL,Alpine,43,49,86.876,85.708,82.926,4.059,3.259
17,ALO,Aston Martin,14,16,87.302,87.45,85.713,0.975,3.685
18,STR,Aston Martin,18,33,88.515,87.511,85.41,4.012,4.898
19,PER,Cadillac,11,48,88.284,87.61,86.07,2.277,4.667
20,BOT,Cadillac,77,12,89.576,87.93,87.364,3.333,5.959
