Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALO,McLaren,1,3,nan,SOFT
ERI,Sauber,1,3,nan,SOFT
HAR,Toro Rosso,1,6,nan,ULTRASOFT
MAG,Haas F1 Team,1,3,nan,SOFT
RAI,Ferrari,1,6,nan,SOFT
GAS,Toro Rosso,12,13,ULTRASOFT,SOFT
SAI,Renault,15,16,ULTRASOFT,SOFT
VAN,McLaren,17,18,SUPERSOFT,SOFT
ERI,Sauber,18,19,SOFT,ULTRASOFT
HAM,Mercedes,22,23,SUPERSOFT,SOFT
HAR,Toro Rosso,22,23,ULTRASOFT,SUPERSOFT
STR,Williams,23,24,SUPERSOFT,SOFT
LEC,Sauber,24,25,SUPERSOFT,SOFT
VAN,McLaren,25,26,SOFT,ULTRASOFT
VET,Ferrari,30,31,SUPERSOFT,SOFT
ERI,Sauber,36,37,ULTRASOFT,ULTRASOFT
RIC,Red Bull Racing,37,38,SUPERSOFT,ULTRASOFT
VER,Red Bull Racing,38,39,SUPERSOFT,ULTRASOFT
ERI,Sauber,39,40,ULTRASOFT,ULTRASOFT
GAS,Toro Rosso,39,41,SOFT,ULTRASOFT
HAR,Toro Rosso,39,41,SUPERSOFT,ULTRASOFT
MAG,Haas F1 Team,39,41,SOFT,ULTRASOFT
VAN,McLaren,39,41,ULTRASOFT,ULTRASOFT
BOT,Mercedes,40,48,SUPERSOFT,ULTRASOFT
GRO,Haas F1 Team,40,42,SUPERSOFT,ULTRASOFT
HAM,Mercedes,40,48,SOFT,ULTRASOFT
LEC,Sauber,40,42,SOFT,ULTRASOFT
PER,Force India,40,42,SOFT,SUPERSOFT
RAI,Ferrari,40,42,SOFT,ULTRASOFT
SAI,Renault,40,42,SOFT,ULTRASOFT
STR,Williams,40,42,SOFT,ULTRASOFT
VET,Ferrari,40,48,SOFT,ULTRASOFT
