pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,35,106.797,106.597,105.412,0.932,0.0
2,VET,Ferrari,5,35,106.989,106.722,105.53,1.121,0.192
3,BOT,Mercedes,77,34,106.892,106.885,105.149,1.154,0.095
4,RIC,Red Bull Racing,3,31,107.638,106.967,105.419,1.825,0.841
5,VER,Red Bull Racing,33,31,107.728,106.984,105.771,1.754,0.931
6,RAI,Ferrari,7,37,108.192,107.85,106.523,1.259,1.395
7,SAI,Renault,55,36,108.556,107.902,106.856,1.881,1.759
8,PER,Force India,11,38,108.786,108.004,106.206,2.642,1.989
9,LEC,Sauber,16,36,108.896,108.25,107.403,2.098,2.099
10,GRO,Haas F1 Team,8,34,109.02,108.466,106.88,2.448,2.223
11,STR,Williams,18,36,109.015,108.697,106.815,2.318,2.218
12,ALO,McLaren,14,38,109.579,109.206,107.449,2.008,2.782
13,VAN,McLaren,2,36,111.393,110.027,107.666,4.079,4.596
14,MAG,Haas F1 Team,20,39,111.361,110.34,108.155,3.135,4.564
15,ERI,Sauber,9,37,112.295,110.643,107.925,4.437,5.498
16,GAS,Toro Rosso,10,37,111.041,110.878,108.035,2.226,4.244
17,HAR,Toro Rosso,28,36,110.74,110.895,108.288,1.95,3.943
18,HUL,Renault,27,6,119.446,111.386,108.867,19.059,12.649
