pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,RIC,Red Bull Racing,3,48,97.965,97.76,95.785,1.242,0.0
2,VER,Red Bull Racing,33,48,98.127,97.771,96.206,1.257,0.162
3,BOT,Mercedes,77,49,98.163,97.775,96.987,0.89,0.198
4,HAM,Mercedes,44,49,98.469,98.081,96.878,1.291,0.504
5,VET,Ferrari,5,49,98.6,98.523,97.479,0.965,0.635
6,HUL,Renault,27,49,99.157,99.094,96.881,1.543,1.192
7,RAI,Ferrari,7,50,98.738,99.146,96.456,2.025,0.773
8,GAS,Toro Rosso,10,49,100.302,99.46,98.367,1.511,2.337
9,PER,Force India,11,49,99.953,99.582,97.673,1.962,1.988
10,SAI,Renault,55,49,99.568,99.619,97.754,1.446,1.603
11,OCO,Force India,31,49,99.895,99.645,97.985,1.8,1.93
12,VAN,McLaren,2,51,101.026,99.763,98.137,4.708,3.061
13,MAG,Haas F1 Team,20,51,100.548,99.809,98.152,4.344,2.583
14,GRO,Haas F1 Team,8,49,100.661,99.913,97.41,4.36,2.696
15,ALO,McLaren,14,51,100.547,100.031,97.234,4.571,2.582
16,HAR,Toro Rosso,28,42,100.683,100.401,99.376,1.0,2.718
17,STR,Williams,18,51,101.187,100.547,98.5,4.692,3.222
18,LEC,Sauber,16,49,100.901,100.655,98.808,1.355,2.936
19,ERI,Sauber,9,49,100.566,100.896,98.386,1.459,2.601
20,SIR,Williams,35,49,100.717,100.93,98.624,1.963,2.752
