Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Red Bull Racing,1,6,SOFT,HARD
NOR,McLaren,1,6,SOFT,HARD
RUS,Williams,1,6,MEDIUM,HARD
RUS,Williams,14,15,HARD,MEDIUM
RIC,Renault,15,16,SOFT,HARD
GIO,Alfa Romeo Racing,16,17,MEDIUM,HARD
HAM,Mercedes,16,17,SOFT,HARD
GRO,Haas F1 Team,17,18,MEDIUM,HARD
LAT,Williams,17,18,MEDIUM,HARD
GAS,AlphaTauri,18,19,SOFT,HARD
OCO,Renault,18,19,SOFT,HARD
MAG,Haas F1 Team,19,20,MEDIUM,HARD
PER,Racing Point,20,21,SOFT,HARD
VER,Red Bull Racing,25,26,MEDIUM,HARD
BOT,Mercedes,26,27,MEDIUM,HARD
ALB,Red Bull Racing,27,28,HARD,MEDIUM
LEC,Ferrari,28,29,MEDIUM,HARD
KVY,AlphaTauri,30,31,HARD,MEDIUM
VET,Ferrari,30,31,MEDIUM,HARD
RAI,Alfa Romeo Racing,35,36,HARD,MEDIUM
GAS,AlphaTauri,42,43,HARD,MEDIUM
GRO,Haas F1 Team,42,43,HARD,MEDIUM
NOR,McLaren,47,48,HARD,MEDIUM
RUS,Williams,50,51,MEDIUM,SOFT
