pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,BOT,Mercedes,77,44,99.272,99.05,97.03,1.073,0.0
2,VER,Red Bull Racing,33,44,99.44,99.165,97.332,1.154,0.168
3,PER,Racing Point,11,44,99.9,99.696,98.141,1.154,0.628
4,HAM,Mercedes,44,44,99.545,99.745,98.075,0.946,0.273
5,RIC,Renault,3,44,100.184,100.072,97.886,1.123,0.912
6,LEC,Ferrari,16,44,100.628,100.459,99.053,1.082,1.356
7,KVY,AlphaTauri,26,44,100.699,100.599,99.133,1.089,1.427
8,OCO,Renault,31,44,100.766,100.849,99.216,0.975,1.494
9,ALB,Red Bull Racing,23,43,100.985,101.11,98.377,1.782,1.713
10,GAS,AlphaTauri,10,42,100.72,101.277,97.231,1.286,1.448
11,GIO,Alfa Romeo Racing,99,43,101.605,101.298,99.766,1.089,2.333
12,MAG,Haas F1 Team,20,43,101.6,101.326,100.38,0.893,2.328
13,GRO,Haas F1 Team,8,41,101.795,101.463,99.614,1.099,2.523
14,NOR,McLaren,4,42,101.685,101.572,97.377,1.597,2.413
15,VET,Ferrari,5,43,101.657,101.575,99.588,1.324,2.385
16,RAI,Alfa Romeo Racing,7,43,101.602,101.633,98.858,1.445,2.33
17,LAT,Williams,6,43,102.361,101.673,101.044,1.304,3.089
18,RUS,Williams,63,40,102.326,101.768,97.352,1.638,3.054
