pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,42,90.761,90.037,89.238,4.007,0.433
2,BOT,Mercedes,77,40,90.328,90.072,89.265,1.019,0.0
3,VER,Red Bull Racing,33,40,90.505,90.308,87.097,1.388,0.177
4,ALB,Red Bull Racing,23,40,93.329,90.34,88.689,8.633,3.001
5,LEC,Ferrari,16,43,92.468,91.418,89.813,5.647,2.14
6,NOR,McLaren,4,43,93.489,91.436,90.058,8.151,3.161
7,RIC,Renault,3,43,93.382,91.473,89.482,8.123,3.054
8,OCO,Renault,31,43,93.684,91.493,89.491,8.41,3.356
9,SAI,McLaren,55,41,92.797,91.495,89.948,6.089,2.469
10,GRO,Haas F1 Team,8,42,94.026,91.697,89.782,8.11,3.698
11,GAS,AlphaTauri,10,43,93.759,91.736,89.603,8.208,3.431
12,STR,Racing Point,18,43,93.226,91.742,90.475,6.19,2.898
13,RUS,Williams,63,42,93.362,91.899,90.862,5.395,3.034
14,VET,Ferrari,5,43,94.07,91.939,90.537,8.353,3.742
15,LAT,Williams,6,42,93.345,92.132,90.501,4.884,3.017
16,GIO,Alfa Romeo Racing,99,43,94.169,92.133,90.977,7.809,3.841
17,RAI,Alfa Romeo Racing,7,39,93.874,92.679,89.973,5.151,3.546
18,KVY,AlphaTauri,26,9,103.138,94.402,92.443,16.473,12.81
19,MAG,Haas F1 Team,20,1,103.754,103.754,103.754,0.0,13.426
