stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,HARD,4.0,37.0,71.0,35,82.237,82.208,81.644
2,HAM,Mercedes,MEDIUM,3.0,37.0,71.0,35,82.583,82.497,81.334
3,SAI,Ferrari,HARD,2.0,32.0,32.0,1,82.785,82.785,82.785
4,LEC,Ferrari,HARD,3.0,37.0,71.0,35,82.859,82.858,82.332
5,NOR,McLaren,MEDIUM,4.0,37.0,71.0,35,82.924,82.787,81.944
6,VER,Red Bull Racing,HARD,2.0,21.0,32.0,12,82.924,82.938,82.224
7,SAI,Ferrari,HARD,3.0,37.0,71.0,35,82.928,82.88,82.539
8,RIC,AlphaTauri,HARD,3.0,37.0,71.0,35,83.295,83.144,82.679
9,RUS,Mercedes,MEDIUM,3.0,37.0,71.0,35,83.308,83.137,82.78
10,PIA,McLaren,MEDIUM,3.0,37.0,71.0,35,83.32,83.181,82.76
11,HAM,Mercedes,HARD,2.0,26.0,32.0,7,83.351,83.381,82.87
12,ALB,Williams,MEDIUM,3.0,37.0,71.0,35,83.444,83.317,82.773
13,RUS,Mercedes,HARD,2.0,28.0,32.0,5,83.448,83.435,83.097
14,PIA,McLaren,HARD,2.0,27.0,32.0,6,83.524,83.525,83.265
15,VER,Red Bull Racing,MEDIUM,1.0,3.0,17.0,14,83.545,83.606,83.218
16,RIC,AlphaTauri,HARD,2.0,29.0,32.0,4,83.648,83.64,83.571
17,LEC,Ferrari,MEDIUM,1.0,2.0,30.0,27,83.777,83.786,83.324
18,GAS,Alpine,HARD,2.0,30.0,32.0,3,83.795,83.779,83.6
19,OCO,Alpine,MEDIUM,2.0,37.0,71.0,35,83.824,83.817,82.976
20,NOR,McLaren,HARD,2.0,13.0,32.0,20,83.848,83.717,83.201
21,TSU,AlphaTauri,HARD,3.0,37.0,71.0,34,83.87,83.598,82.828
22,GAS,Alpine,HARD,3.0,37.0,71.0,35,83.895,83.916,83.23
23,STR,Aston Martin,HARD,3.0,37.0,65.0,29,83.939,83.903,83.257
24,TSU,AlphaTauri,HARD,2.0,11.0,32.0,22,83.993,83.943,82.501
25,HAM,Mercedes,MEDIUM,1.0,2.0,23.0,20,84.004,84.018,83.3
26,SAR,Williams,MEDIUM,3.0,37.0,70.0,34,84.056,83.82,83.216
27,SAI,Ferrari,MEDIUM,1.0,2.0,28.0,26,84.082,84.105,83.478
28,RIC,AlphaTauri,MEDIUM,1.0,2.0,26.0,23,84.234,84.215,83.426
29,HUL,Haas F1 Team,HARD,2.0,25.0,32.0,8,84.263,84.344,83.576
30,ALO,Aston Martin,HARD,3.0,37.0,46.0,10,84.27,84.032,83.531
31,ZHO,Alfa Romeo,HARD,3.0,37.0,71.0,35,84.285,84.121,83.567
32,BOT,Alfa Romeo,HARD,3.0,37.0,71.0,35,84.287,84.077,83.166
33,PIA,McLaren,MEDIUM,1.0,2.0,24.0,22,84.295,84.317,83.407
34,MAG,Haas F1 Team,HARD,2.0,25.0,31.0,7,84.318,84.579,83.146
35,HUL,Haas F1 Team,MEDIUM,3.0,37.0,71.0,35,84.335,84.022,83.222
36,RUS,Mercedes,MEDIUM,1.0,2.0,25.0,23,84.348,84.285,83.453
37,ZHO,Alfa Romeo,HARD,2.0,23.0,32.0,10,84.558,84.58,83.583
38,NOR,McLaren,SOFT,1.0,3.0,10.0,7,84.645,84.467,83.8
39,HUL,Haas F1 Team,MEDIUM,1.0,2.0,22.0,20,84.889,84.996,83.756
40,GAS,Alpine,MEDIUM,1.0,2.0,27.0,25,84.926,84.978,83.989
41,SAR,Williams,HARD,2.0,24.0,32.0,9,84.997,84.196,83.003
42,ALB,Williams,HARD,1.0,2.0,32.0,29,85.098,85.097,84.193
43,ZHO,Alfa Romeo,MEDIUM,1.0,2.0,20.0,18,85.122,85.138,84.088
44,BOT,Alfa Romeo,MEDIUM,1.0,2.0,30.0,28,85.169,85.213,83.903
45,MAG,Haas F1 Team,MEDIUM,1.0,2.0,22.0,20,85.174,85.227,84.04
46,SAR,Williams,MEDIUM,1.0,2.0,21.0,19,85.382,85.154,84.28
47,STR,Aston Martin,MEDIUM,1.0,2.0,29.0,27,85.4,85.192,84.375
48,OCO,Alpine,HARD,1.0,2.0,32.0,30,85.777,85.319,84.322
49,ALO,Aston Martin,MEDIUM,1.0,1.0,28.0,27,85.968,85.464,84.716
50,TSU,AlphaTauri,MEDIUM,1.0,1.0,8.0,7,86.334,85.06,84.03
51,ALO,Aston Martin,HARD,2.0,31.0,32.0,2,86.994,86.994,83.685
52,STR,Aston Martin,HARD,2.0,32.0,32.0,1,88.238,88.238,88.238
