Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
PER,Red Bull Racing,1,,MEDIUM,
TSU,AlphaTauri,9,10.0,MEDIUM,HARD
NOR,McLaren,11,12.0,SOFT,HARD
VER,Red Bull Racing,19,20.0,MEDIUM,HARD
ZHO,Alfa Romeo,21,22.0,MEDIUM,HARD
SAR,Williams,22,23.0,MEDIUM,HARD
HUL,Haas F1 Team,23,24.0,MEDIUM,HARD
MAG,Haas F1 Team,23,24.0,MEDIUM,HARD
HAM,Mercedes,24,25.0,MEDIUM,HARD
PIA,McLaren,25,26.0,MEDIUM,HARD
RUS,Mercedes,26,27.0,MEDIUM,HARD
RIC,AlphaTauri,27,28.0,MEDIUM,HARD
GAS,Alpine,28,29.0,MEDIUM,HARD
ALO,Aston Martin,29,30.0,MEDIUM,HARD
SAI,Ferrari,30,31.0,MEDIUM,HARD
STR,Aston Martin,30,31.0,MEDIUM,HARD
BOT,Alfa Romeo,31,32.0,MEDIUM,HARD
LEC,Ferrari,31,32.0,MEDIUM,HARD
ALB,Williams,33,36.0,HARD,MEDIUM
NOR,McLaren,33,34.0,HARD,MEDIUM
VER,Red Bull Racing,33,37.0,HARD,HARD
ALO,Aston Martin,34,36.0,HARD,HARD
BOT,Alfa Romeo,34,36.0,HARD,HARD
GAS,Alpine,34,36.0,HARD,HARD
HUL,Haas F1 Team,34,36.0,HARD,MEDIUM
NOR,McLaren,34,36.0,MEDIUM,MEDIUM
OCO,Alpine,34,36.0,HARD,MEDIUM
PIA,McLaren,34,36.0,HARD,MEDIUM
RIC,AlphaTauri,34,37.0,HARD,HARD
RUS,Mercedes,34,36.0,HARD,MEDIUM
SAR,Williams,34,36.0,HARD,MEDIUM
STR,Aston Martin,34,36.0,HARD,HARD
TSU,AlphaTauri,34,36.0,HARD,HARD
ZHO,Alfa Romeo,34,36.0,HARD,HARD
ALO,Aston Martin,47,,HARD,
STR,Aston Martin,66,,HARD,
