pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,49,101.275,100.998,100.028,0.918,0.0
2,HAM,Mercedes,44,49,101.281,101.307,99.582,1.008,0.006
3,PER,Red Bull Racing,11,49,101.533,101.335,99.737,0.963,0.258
4,NOR,McLaren,4,49,101.553,101.438,99.985,0.801,0.278
5,SAI,Ferrari,55,49,101.582,101.484,100.034,0.98,0.307
6,STR,Aston Martin,18,48,101.913,101.614,99.908,1.388,0.638
7,ALO,Aston Martin,14,40,102.266,101.892,99.954,1.186,0.991
8,RUS,Mercedes,63,49,101.663,101.994,99.393,1.285,0.388
9,GAS,Alpine,10,49,102.057,102.102,100.412,0.922,0.782
10,LEC,Ferrari,16,51,102.115,102.103,101.025,0.739,0.84
11,TSU,AlphaTauri,22,47,102.183,102.341,98.139,1.067,0.908
12,SAR,Williams,2,49,102.688,102.508,101.238,0.99,1.413
13,HUL,Haas F1 Team,27,48,102.654,102.532,100.925,1.019,1.379
14,ALB,Williams,23,49,102.646,102.791,101.318,0.845,1.371
15,BOT,Alfa Romeo,77,49,102.924,102.849,101.972,0.641,1.649
16,MAG,Haas F1 Team,20,47,103.023,102.918,101.506,0.923,1.748
17,ZHO,Alfa Romeo,24,48,103.012,102.944,101.879,0.731,1.737
18,PIA,McLaren,81,8,103.138,103.096,102.705,0.377,1.863
19,RIC,AlphaTauri,3,48,103.161,103.374,99.366,1.078,1.886
20,OCO,Alpine,31,5,107.493,107.31,104.789,2.056,6.218
