circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2015-03-15,2015-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,2015,05:00:00Z,https://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,2015
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2015-03-29,2015-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,2,2015,07:00:00Z,https://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,2015
shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,China,2015-04-12,2015-shanghai,Chinese Grand Prix,shanghai,31.3389,Shanghai,121.22,3,2015,06:00:00Z,https://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,2015
bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain,2015-04-19,2015-sakhir,Bahrain Grand Prix,sakhir,26.0325,Sakhir,50.5106,4,2015,15:00:00Z,https://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,2015
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2015-05-10,2015-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,5,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,2015
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2015-05-24,2015-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,2015
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2015-06-07,2015-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,7,2015,18:00:00Z,https://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,2015
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,2015-06-21,2015-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,8,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,2015
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2015-07-05,2015-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,9,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_British_Grand_Prix,2015
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2015-07-26,2015-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,10,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix,2015
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2015-08-23,2015-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,11,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,2015
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2015-09-06,2015-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,12,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,2015
marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Singapore,2015-09-20,2015-marina-bay,Singapore Grand Prix,marina-bay,1.2914,Marina Bay,103.864,13,2015,12:00:00Z,https://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,2015
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2015-09-27,2015-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,14,2015,05:00:00Z,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,2015
sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Russia,2015-10-11,2015-sochi,Russian Grand Prix,sochi,43.4057,Sochi,39.9578,15,2015,11:00:00Z,https://en.wikipedia.org/wiki/2015_Russian_Grand_Prix,2015
americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,USA,2015-10-25,2015-austin,United States Grand Prix,austin,30.1328,Austin,-97.6411,16,2015,19:00:00Z,https://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,2015
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,2015-11-01,2015-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,17,2015,19:00:00Z,https://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix,2015
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2015-11-15,2015-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,18,2015,16:00:00Z,https://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,2015
yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,UAE,2015-11-29,2015-abu-dhabi,Abu Dhabi Grand Prix,abu-dhabi,24.4672,Abu Dhabi,54.6031,19,2015,13:00:00Z,https://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,2015
