constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2015-melbourne,Australian Grand Prix,209.915,kph,50,1,1:30.945,1,58,5514067,25.0,1,1,1,Finished,1:31:54.067,2015
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2015-melbourne,Australian Grand Prix,209.577,kph,47,2,1:31.092,2,58,5515427,18.0,2,2,1,Finished,+1.360,2015
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2015-melbourne,Australian Grand Prix,208.74,kph,52,4,1:31.457,4,58,5548590,15.0,3,3,1,Finished,+34.523,2015
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2015-melbourne,Australian Grand Prix,208.144,kph,50,6,1:31.719,3,58,5552263,12.0,4,4,1,Finished,+38.196,2015
Sauber,sauber,Swiss,NAS,nasr,Felipe Nasr,Brazilian,12,2015-melbourne,Australian Grand Prix,206.137,kph,46,9,1:32.612,10,58,5609216,10.0,5,5,1,Finished,+1:35.149,2015
Red Bull,red_bull,Austrian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2015-melbourne,Australian Grand Prix,205.726,kph,46,10,1:32.797,6,57,,8.0,6,6,1,+1 Lap,,2015
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2015-melbourne,Australian Grand Prix,207.576,kph,48,8,1:31.970,13,57,,6.0,7,7,1,+1 Lap,,2015
Sauber,sauber,Swiss,ERI,ericsson,Marcus Ericsson,Swedish,9,2015-melbourne,Australian Grand Prix,208.505,kph,51,5,1:31.560,15,57,,4.0,8,8,1,+1 Lap,,2015
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2015-melbourne,Australian Grand Prix,205.56,kph,49,11,1:32.872,7,57,,2.0,9,9,1,+1 Lap,,2015
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2015-melbourne,Australian Grand Prix,207.601,kph,46,7,1:31.959,14,57,,1.0,10,10,1,+1 Lap,,2015
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2015-melbourne,Australian Grand Prix,204.534,kph,56,12,1:33.338,16,56,,0.0,11,11,1,+2 Laps,,2015
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2015-melbourne,Australian Grand Prix,208.811,kph,36,3,1:31.426,5,40,,0.0,12,R,1,Wheel,,2015
Toro Rosso,toro_rosso,Italian,VER,max_verstappen,Max Verstappen,Dutch,3,2015-melbourne,Australian Grand Prix,202.458,kph,30,13,1:34.295,11,32,,0.0,13,R,1,Engine,,2015
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2015-melbourne,Australian Grand Prix,,,,,,8,0,,0.0,14,R,1,Power loss,,2015
Lotus F1,lotus_f1,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2015-melbourne,Australian Grand Prix,,,,,,9,0,,0.0,15,R,1,Accident,,2015
Red Bull,red_bull,Austrian,KVY,kvyat,Daniil Kvyat,Russian,26,2015-melbourne,Australian Grand Prix,,,,,,12,0,,0.0,16,W,1,Withdrew,,2015
McLaren,mclaren,British,MAG,kevin_magnussen,Kevin Magnussen,Danish,20,2015-melbourne,Australian Grand Prix,,,,,,17,0,,0.0,17,W,1,Withdrew,,2015
Williams,williams,British,BOT,bottas,Valtteri Bottas,Finnish,77,2015-melbourne,Australian Grand Prix,,,,,,0,0,,0.0,18,W,1,Withdrew,,2015
