constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2011-melbourne,Australian Grand Prix,1,1:25.296,1:24.090,1:23.529,1,2011
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2011-melbourne,Australian Grand Prix,2,1:25.384,1:24.595,1:24.307,1,2011
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2011-melbourne,Australian Grand Prix,3,1:25.900,1:24.658,1:24.395,1,2011
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2011-melbourne,Australian Grand Prix,4,1:25.886,1:24.957,1:24.779,1,2011
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2011-melbourne,Australian Grand Prix,5,1:25.707,1:25.242,1:24.974,1,2011
Renault,renault,French,PET,petrov,Vitaly Petrov,Russian,10,2011-melbourne,Australian Grand Prix,6,1:25.543,1:25.582,1:25.247,1,2011
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2011-melbourne,Australian Grand Prix,7,1:25.856,1:25.606,1:25.421,1,2011
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2011-melbourne,Australian Grand Prix,8,1:26.031,1:25.611,1:25.599,1,2011
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2011-melbourne,Australian Grand Prix,9,1:25.717,1:25.405,1:25.626,1,2011
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,18,2011-melbourne,Australian Grand Prix,10,1:26.232,1:25.882,1:27.066,1,2011
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2011-melbourne,Australian Grand Prix,11,1:25.962,1:25.971,,1,2011
Toro Rosso,toro_rosso,Italian,ALG,alguersuari,Jaime Alguersuari,Spanish,19,2011-melbourne,Australian Grand Prix,12,1:26.620,1:26.103,,1,2011
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2011-melbourne,Australian Grand Prix,13,1:25.812,1:26.108,,1,2011
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2011-melbourne,Australian Grand Prix,14,1:27.222,1:26.739,,1,2011
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2011-melbourne,Australian Grand Prix,15,1:26.298,1:26.768,,1,2011
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2011-melbourne,Australian Grand Prix,16,1:26.245,1:31.407,,1,2011
Williams,williams,British,BAR,barrichello,Rubens Barrichello,Brazilian,11,2011-melbourne,Australian Grand Prix,17,1:26.270,,,1,2011
Renault,renault,French,HEI,heidfeld,Nick Heidfeld,German,9,2011-melbourne,Australian Grand Prix,18,1:27.239,,,1,2011
Lotus,lotus_racing,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2011-melbourne,Australian Grand Prix,19,1:29.254,,,1,2011
Lotus,lotus_racing,Malaysian,TRU,trulli,Jarno Trulli,Italian,21,2011-melbourne,Australian Grand Prix,20,1:29.342,,,1,2011
Virgin,virgin,British,GLO,glock,Timo Glock,German,24,2011-melbourne,Australian Grand Prix,21,1:29.858,,,1,2011
Virgin,virgin,British,DAM,ambrosio,Jérôme d'Ambrosio,Belgian,25,2011-melbourne,Australian Grand Prix,22,1:30.822,,,1,2011
HRT,hrt,Spanish,LIU,liuzzi,Vitantonio Liuzzi,Italian,23,2011-melbourne,Australian Grand Prix,23,1:32.978,,,1,2011
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,22,2011-melbourne,Australian Grand Prix,24,1:34.293,,,1,2011
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2011-kuala-lumpur,Malaysian Grand Prix,1,1:37.468,1:35.934,1:34.870,2,2011
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2011-kuala-lumpur,Malaysian Grand Prix,2,1:36.861,1:35.852,1:34.974,2,2011
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2011-kuala-lumpur,Malaysian Grand Prix,3,1:37.924,1:36.080,1:35.179,2,2011
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2011-kuala-lumpur,Malaysian Grand Prix,4,1:37.033,1:35.569,1:35.200,2,2011
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2011-kuala-lumpur,Malaysian Grand Prix,5,1:36.897,1:36.320,1:35.802,2,2011
Renault,renault,French,HEI,heidfeld,Nick Heidfeld,German,9,2011-kuala-lumpur,Malaysian Grand Prix,6,1:37.224,1:36.811,1:36.124,2,2011
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2011-kuala-lumpur,Malaysian Grand Prix,7,1:36.744,1:36.557,1:36.251,2,2011
Renault,renault,French,PET,petrov,Vitaly Petrov,Russian,10,2011-kuala-lumpur,Malaysian Grand Prix,8,1:37.210,1:36.642,1:36.324,2,2011
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2011-kuala-lumpur,Malaysian Grand Prix,9,1:37.316,1:36.388,1:36.809,2,2011
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2011-kuala-lumpur,Malaysian Grand Prix,10,1:36.994,1:36.691,1:36.820,2,2011
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2011-kuala-lumpur,Malaysian Grand Prix,11,1:36.904,1:37.035,,2,2011
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,18,2011-kuala-lumpur,Malaysian Grand Prix,12,1:37.693,1:37.160,,2,2011
Toro Rosso,toro_rosso,Italian,ALG,alguersuari,Jaime Alguersuari,Spanish,19,2011-kuala-lumpur,Malaysian Grand Prix,13,1:37.677,1:37.347,,2,2011
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2011-kuala-lumpur,Malaysian Grand Prix,14,1:38.045,1:37.370,,2,2011
Williams,williams,British,BAR,barrichello,Rubens Barrichello,Brazilian,11,2011-kuala-lumpur,Malaysian Grand Prix,15,1:38.163,1:37.496,,2,2011
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2011-kuala-lumpur,Malaysian Grand Prix,16,1:37.759,1:37.528,,2,2011
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2011-kuala-lumpur,Malaysian Grand Prix,17,1:37.693,1:37.593,,2,2011
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2011-kuala-lumpur,Malaysian Grand Prix,18,1:38.276,,,2,2011
Lotus,lotus_racing,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2011-kuala-lumpur,Malaysian Grand Prix,19,1:38.645,,,2,2011
Lotus,lotus_racing,Malaysian,TRU,trulli,Jarno Trulli,Italian,21,2011-kuala-lumpur,Malaysian Grand Prix,20,1:38.791,,,2,2011
Virgin,virgin,British,GLO,glock,Timo Glock,German,24,2011-kuala-lumpur,Malaysian Grand Prix,21,1:40.648,,,2,2011
Virgin,virgin,British,DAM,ambrosio,Jérôme d'Ambrosio,Belgian,25,2011-kuala-lumpur,Malaysian Grand Prix,22,1:41.001,,,2,2011
HRT,hrt,Spanish,LIU,liuzzi,Vitantonio Liuzzi,Italian,23,2011-kuala-lumpur,Malaysian Grand Prix,23,1:41.549,,,2,2011
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,22,2011-kuala-lumpur,Malaysian Grand Prix,24,1:42.574,,,2,2011
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2011-shanghai,Chinese Grand Prix,1,1:35.674,1:34.776,1:33.706,3,2011
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2011-shanghai,Chinese Grand Prix,2,1:35.924,1:34.662,1:34.421,3,2011
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2011-shanghai,Chinese Grand Prix,3,1:36.091,1:34.486,1:34.463,3,2011
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2011-shanghai,Chinese Grand Prix,4,1:35.272,1:35.850,1:34.670,3,2011
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2011-shanghai,Chinese Grand Prix,5,1:35.389,1:35.165,1:35.119,3,2011
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2011-shanghai,Chinese Grand Prix,6,1:35.478,1:35.437,1:35.145,3,2011
Toro Rosso,toro_rosso,Italian,ALG,alguersuari,Jaime Alguersuari,Spanish,19,2011-shanghai,Chinese Grand Prix,7,1:36.133,1:35.563,1:36.158,3,2011
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2011-shanghai,Chinese Grand Prix,8,1:35.702,1:35.858,1:36.190,3,2011
Toro Rosso,toro_rosso,Italian,BUE,buemi,Sébastien Buemi,Swiss,18,2011-shanghai,Chinese Grand Prix,9,1:36.110,1:35.500,1:36.203,3,2011
Renault,renault,French,PET,petrov,Vitaly Petrov,Russian,10,2011-shanghai,Chinese Grand Prix,10,1:35.370,1:35.149,,3,2011
Force India,force_india,Indian,SUT,sutil,Adrian Sutil,German,99,2011-shanghai,Chinese Grand Prix,11,1:36.092,1:35.874,,3,2011
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2011-shanghai,Chinese Grand Prix,12,1:36.046,1:36.053,,3,2011
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2011-shanghai,Chinese Grand Prix,13,1:36.147,1:36.236,,3,2011
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2011-shanghai,Chinese Grand Prix,14,1:35.508,1:36.457,,3,2011
Williams,williams,British,BAR,barrichello,Rubens Barrichello,Brazilian,11,2011-shanghai,Chinese Grand Prix,15,1:35.911,1:36.465,,3,2011
Renault,renault,French,HEI,heidfeld,Nick Heidfeld,German,9,2011-shanghai,Chinese Grand Prix,16,1:35.910,1:36.611,,3,2011
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2011-shanghai,Chinese Grand Prix,17,1:36.121,1:36.956,,3,2011
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2011-shanghai,Chinese Grand Prix,18,1:36.468,,,3,2011
Lotus,lotus_racing,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2011-shanghai,Chinese Grand Prix,19,1:37.894,,,3,2011
Lotus,lotus_racing,Malaysian,TRU,trulli,Jarno Trulli,Italian,21,2011-shanghai,Chinese Grand Prix,20,1:38.318,,,3,2011
Virgin,virgin,British,DAM,ambrosio,Jérôme d'Ambrosio,Belgian,25,2011-shanghai,Chinese Grand Prix,21,1:39.119,,,3,2011
Virgin,virgin,British,GLO,glock,Timo Glock,German,24,2011-shanghai,Chinese Grand Prix,22,1:39.708,,,3,2011
HRT,hrt,Spanish,LIU,liuzzi,Vitantonio Liuzzi,Italian,23,2011-shanghai,Chinese Grand Prix,23,1:40.212,,,3,2011
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,22,2011-shanghai,Chinese Grand Prix,24,1:40.445,,,3,2011
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2011-istanbul,Turkish Grand Prix,1,1:27.039,1:25.610,1:25.049,4,2011
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2011-istanbul,Turkish Grand Prix,2,1:27.090,1:26.075,1:25.454,4,2011
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2011-istanbul,Turkish Grand Prix,3,1:27.514,1:25.801,1:25.574,4,2011
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2011-istanbul,Turkish Grand Prix,4,1:27.091,1:26.066,1:25.595,4,2011
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2011-istanbul,Turkish Grand Prix,5,1:27.349,1:26.152,1:25.851,4,2011
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2011-istanbul,Turkish Grand Prix,6,1:27.374,1:26.485,1:25.982,4,2011
Renault,renault,French,PET,petrov,Vitaly Petrov,Russian,10,2011-istanbul,Turkish Grand Prix,7,1:27.475,1:26.654,1:26.296,4,2011
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2011-istanbul,Turkish Grand Prix,8,1:27.697,1:26.121,1:26.646,4,2011
Renault,renault,French,HEI,heidfeld,Nick Heidfeld,German,9,2011-istanbul,Turkish Grand Prix,9,1:27.901,1:26.740,1:26.659,4,2011
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2011-istanbul,Turkish Grand Prix,10,1:27.013,1:26.395,,4,2011
