pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,48,95.269,94.928,94.015,1.575,0.0
2,BOT,Mercedes,77,46,95.304,95.058,92.09,1.577,0.035
3,VER,Red Bull Racing,33,48,95.321,95.143,93.228,1.662,0.052
4,PER,Red Bull Racing,11,46,95.727,95.717,93.97,1.136,0.458
5,NOR,McLaren,4,48,95.972,95.972,94.396,1.311,0.703
6,LEC,Ferrari,16,48,96.361,96.242,94.988,1.653,1.092
7,RIC,McLaren,3,48,96.349,96.358,94.932,1.147,1.08
8,SAI,Ferrari,55,49,96.681,96.364,94.509,2.792,1.412
9,GAS,AlphaTauri,10,41,96.343,96.483,94.09,1.33,1.074
10,RAI,Alfa Romeo Racing,7,49,97.109,96.645,95.192,2.999,1.84
11,TSU,AlphaTauri,22,49,97.012,96.654,94.761,3.598,1.743
12,STR,Aston Martin,18,49,97.038,96.841,94.865,2.55,1.769
13,OCO,Alpine,31,48,97.584,96.844,95.25,3.384,2.315
14,GIO,Alfa Romeo Racing,99,48,97.184,96.908,95.122,2.713,1.915
15,RUS,Williams,63,48,97.557,97.279,95.036,3.185,2.288
16,ALO,Alpine,14,24,98.52,97.705,96.063,3.116,3.251
17,VET,Aston Martin,5,50,98.232,97.706,95.566,3.273,2.963
18,MSC,Haas F1 Team,47,48,98.578,97.953,96.134,4.635,3.309
19,LAT,Williams,6,43,99.02,98.149,96.602,3.938,3.751
