constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
BRM,brm,British,,hill,Graham Hill,British,8,1964-monte-carlo,Monaco Grand Prix,,,,,,3,100,9679500,9.0,1,1,1,Finished,2:41:19.500,1964
BRM,brm,British,,ginther,Richie Ginther,American,7,1964-monte-carlo,Monaco Grand Prix,,,,,,8,99,,6.0,2,2,1,+1 Lap,,1964
Lotus-Climax,lotus-climax,British,,arundell,Peter Arundell,British,11,1964-monte-carlo,Monaco Grand Prix,,,,,,6,97,,4.0,3,3,1,+3 Laps,,1964
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,12,1964-monte-carlo,Monaco Grand Prix,,,,,,1,96,,3.0,4,4,1,Engine,,1964
Cooper-Climax,cooper-climax,British,,bonnier,Jo Bonnier,Swedish,19,1964-monte-carlo,Monaco Grand Prix,,,,,,11,96,,2.0,5,5,1,+4 Laps,,1964
Lotus-BRM,lotus-brm,British,,hailwood,Mike Hailwood,British,18,1964-monte-carlo,Monaco Grand Prix,,,,,,15,96,,1.0,6,6,1,+4 Laps,,1964
Brabham-Climax,brabham-climax,British,,anderson,Bob Anderson,British,16,1964-monte-carlo,Monaco Grand Prix,,,,,,12,86,,0.0,7,7,1,Gearbox,,1964
Lotus-BRM,lotus-brm,British,,siffert,Jo Siffert,Swiss,24,1964-monte-carlo,Monaco Grand Prix,,,,,,16,78,,0.0,8,8,1,+22 Laps,,1964
Cooper-Climax,cooper-climax,British,,phil_hill,Phil Hill,American,9,1964-monte-carlo,Monaco Grand Prix,,,,,,9,70,,0.0,9,9,1,Suspension,,1964
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,20,1964-monte-carlo,Monaco Grand Prix,,,,,,7,68,,0.0,10,10,1,Gearbox,,1964
Brabham-Climax,brabham-climax,British,,gurney,Dan Gurney,American,6,1964-monte-carlo,Monaco Grand Prix,,,,,,5,62,,0.0,11,R,1,Gearbox,,1964
BRM,brm,British,,trintignant,Maurice Trintignant,French,4,1964-monte-carlo,Monaco Grand Prix,,,,,,13,53,,0.0,12,R,1,Overheating,,1964
Brabham-Climax,brabham-climax,British,,jack_brabham,Jack Brabham,Australian,5,1964-monte-carlo,Monaco Grand Prix,,,,,,2,29,,0.0,13,R,1,Injection,,1964
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,10,1964-monte-carlo,Monaco Grand Prix,,,,,,10,17,,0.0,14,R,1,Wheel bearing,,1964
Ferrari,ferrari,Italian,,surtees,John Surtees,British,21,1964-monte-carlo,Monaco Grand Prix,,,,,,4,15,,0.0,15,R,1,Gearbox,,1964
BRP,brp,British,,trevor_taylor,Trevor Taylor,British,15,1964-monte-carlo,Monaco Grand Prix,,,,,,14,8,,0.0,16,R,1,Fuel leak,,1964
Lotus-BRM,lotus-brm,British,,ireland,Innes Ireland,British,14,1964-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,20,W,1,Withdrew,,1964
Scirocco,scirocco,British,,andre_pilette,André Pilette,Belgian,1,1964-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,21,W,1,Withdrew,,1964
BRM,brm,British,,baghetti,Giancarlo Baghetti,Italian,22,1964-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,22,W,1,Withdrew,,1964
BRM,brm,British,,maggs,Tony Maggs,South African,23,1964-monte-carlo,Monaco Grand Prix,,,,,,0,0,,0.0,23,W,1,Withdrew,,1964
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,18,1964-zandvoort,Dutch Grand Prix,,,,,,2,80,7655400,9.0,1,1,2,Finished,2:07:35.400,1964
Ferrari,ferrari,Italian,,surtees,John Surtees,British,2,1964-zandvoort,Dutch Grand Prix,,,,,,4,80,7709000,6.0,2,2,2,Finished,+53.600,1964
Lotus-Climax,lotus-climax,British,,arundell,Peter Arundell,British,20,1964-zandvoort,Dutch Grand Prix,,,,,,6,79,,4.0,3,3,2,+1 Lap,,1964
BRM,brm,British,,hill,Graham Hill,British,6,1964-zandvoort,Dutch Grand Prix,,,,,,3,79,,3.0,4,4,2,+1 Lap,,1964
Lotus-BRM,lotus-brm,British,,amon,Chris Amon,New Zealander,10,1964-zandvoort,Dutch Grand Prix,,,,,,13,79,,2.0,5,5,2,+1 Lap,,1964
Brabham-Climax,brabham-climax,British,,anderson,Bob Anderson,British,34,1964-zandvoort,Dutch Grand Prix,,,,,,11,78,,1.0,6,6,2,+2 Laps,,1964
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,24,1964-zandvoort,Dutch Grand Prix,,,,,,5,78,,0.0,7,7,2,+2 Laps,,1964
Cooper-Climax,cooper-climax,British,,phil_hill,Phil Hill,American,22,1964-zandvoort,Dutch Grand Prix,,,,,,9,76,,0.0,8,8,2,+4 Laps,,1964
Brabham-BRM,brabham-brm,British,,bonnier,Jo Bonnier,Swedish,26,1964-zandvoort,Dutch Grand Prix,,,,,,12,76,,0.0,9,9,2,+4 Laps,,1964
BRM,brm,British,,baghetti,Giancarlo Baghetti,Italian,32,1964-zandvoort,Dutch Grand Prix,,,,,,16,74,,0.0,10,10,2,+6 Laps,,1964
BRM,brm,British,,ginther,Richie Ginther,American,8,1964-zandvoort,Dutch Grand Prix,,,,,,8,64,,0.0,11,11,2,+16 Laps,,1964
Lotus-BRM,lotus-brm,British,,hailwood,Mike Hailwood,British,12,1964-zandvoort,Dutch Grand Prix,,,,,,14,57,,0.0,12,12,2,Differential,,1964
Brabham-BRM,brabham-brm,British,,siffert,Jo Siffert,Swiss,36,1964-zandvoort,Dutch Grand Prix,,,,,,18,55,,0.0,13,13,2,+25 Laps,,1964
Brabham-Climax,brabham-climax,British,,jack_brabham,Jack Brabham,Australian,14,1964-zandvoort,Dutch Grand Prix,,,,,,7,44,,0.0,14,R,2,Ignition,,1964
Brabham-Climax,brabham-climax,British,,gurney,Dan Gurney,American,16,1964-zandvoort,Dutch Grand Prix,,,,,,1,23,,0.0,15,R,2,Steering,,1964
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,4,1964-zandvoort,Dutch Grand Prix,,,,,,10,20,,0.0,16,R,2,Ignition,,1964
Porsche,porsche,German,,beaufort,Carel Godin de Beaufort,Dutch,28,1964-zandvoort,Dutch Grand Prix,,,,,,17,8,,0.0,17,R,2,Engine,,1964
BRM,brm,British,,maggs,Tony Maggs,South African,30,1964-zandvoort,Dutch Grand Prix,,,,,,0,0,,0.0,18,W,2,Accident,,1964
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,23,1964-spa,Belgian Grand Prix,,,,,,6,32,7600500,9.0,1,1,3,Finished,2:06:40.500,1964
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,20,1964-spa,Belgian Grand Prix,,,,,,7,32,7603900,6.0,2,2,3,Finished,+3.400,1964
Brabham-Climax,brabham-climax,British,,jack_brabham,Jack Brabham,Australian,14,1964-spa,Belgian Grand Prix,,,,,,3,32,7648600,4.0,3,3,3,Finished,+48.100,1964
BRM,brm,British,,ginther,Richie Ginther,American,2,1964-spa,Belgian Grand Prix,,,,,,8,32,7719100,3.0,4,4,3,Finished,+1:58.600,1964
BRM,brm,British,,hill,Graham Hill,British,1,1964-spa,Belgian Grand Prix,,,,,,2,31,,2.0,5,5,3,Fuel pump,,1964
Brabham-Climax,brabham-climax,British,,gurney,Dan Gurney,American,15,1964-spa,Belgian Grand Prix,,,,,,1,31,,1.0,6,6,3,Out of fuel,,1964
BRP,brp,British,,trevor_taylor,Trevor Taylor,British,4,1964-spa,Belgian Grand Prix,,,,,,12,31,,0.0,7,7,3,+1 Lap,,1964
BRM,brm,British,,baghetti,Giancarlo Baghetti,Italian,6,1964-spa,Belgian Grand Prix,,,,,,17,31,,0.0,8,8,3,+1 Lap,,1964
Lotus-Climax,lotus-climax,British,,arundell,Peter Arundell,British,24,1964-spa,Belgian Grand Prix,,,,,,4,28,,0.0,9,9,3,Overheating,,1964
BRP,brp,British,,ireland,Innes Ireland,British,3,1964-spa,Belgian Grand Prix,,,,,,16,28,,0.0,10,10,3,+4 Laps,,1964
Lotus-Climax,lotus-climax,British,,revson,Peter Revson,American,29,1964-spa,Belgian Grand Prix,,,,,,10,28,,0.0,11,D,3,Disqualified,,1964
Brabham-Climax,brabham-climax,British,,siffert,Jo Siffert,Swiss,17,1964-spa,Belgian Grand Prix,,,,,,13,14,,0.0,12,R,3,Engine,,1964
Cooper-Climax,cooper-climax,British,,phil_hill,Phil Hill,American,21,1964-spa,Belgian Grand Prix,,,,,,15,13,,0.0,13,R,3,Engine,,1964
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,11,1964-spa,Belgian Grand Prix,,,,,,9,12,,0.0,14,R,3,Engine,,1964
