stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,ZHO,Alfa Romeo,SOFT,4.0,56.0,56.0,1,93.996,93.996,93.996
2,NOR,McLaren,SOFT,6.0,49.0,53.0,5,96.562,96.152,95.257
3,GAS,Alpine,SOFT,4.0,42.0,57.0,16,96.634,96.593,95.068
4,VER,Red Bull Racing,HARD,3.0,38.0,57.0,18,96.804,96.904,96.236
5,PER,Red Bull Racing,HARD,3.0,36.0,57.0,20,96.906,96.953,96.344
6,ALO,Aston Martin,HARD,3.0,36.0,57.0,21,97.077,97.022,96.156
7,OCO,Alpine,HARD,4.0,34.0,39.0,6,97.2,97.277,96.797
8,NOR,McLaren,HARD,5.0,39.0,46.0,7,97.244,97.219,96.668
9,LEC,Ferrari,HARD,3.0,35.0,39.0,5,97.403,97.287,97.17
10,TSU,AlphaTauri,SOFT,4.0,42.0,57.0,16,97.48,97.559,96.637
11,STR,Aston Martin,HARD,3.0,32.0,57.0,25,97.522,97.521,96.546
12,PER,Red Bull Racing,SOFT,2.0,19.0,33.0,15,97.552,97.448,97.169
13,SAR,Williams,SOFT,4.0,42.0,56.0,15,97.562,97.456,96.037
14,RUS,Mercedes,HARD,3.0,33.0,57.0,24,97.595,97.594,97.035
15,VER,Red Bull Racing,SOFT,2.0,16.0,35.0,20,97.622,97.649,97.372
16,ALB,Williams,SOFT,4.0,42.0,57.0,16,97.659,97.69,97.144
17,HAM,Mercedes,HARD,3.0,32.0,57.0,25,97.689,97.779,96.546
18,HUL,Haas F1 Team,SOFT,4.0,42.0,56.0,15,97.7,97.306,96.616
19,SAI,Ferrari,HARD,3.0,33.0,57.0,24,97.715,97.632,97.13
20,MAG,Haas F1 Team,SOFT,4.0,42.0,56.0,15,97.799,97.739,96.471
21,BOT,Alfa Romeo,HARD,3.0,31.0,57.0,25,97.8,97.807,97.379
22,HUL,Haas F1 Team,HARD,3.0,28.0,39.0,12,97.848,97.893,96.981
23,SAR,Williams,HARD,3.0,32.0,39.0,8,97.868,97.882,97.613
24,MAG,Haas F1 Team,SOFT,3.0,31.0,39.0,9,97.885,97.754,97.097
25,NOR,McLaren,MEDIUM,4.0,29.0,36.0,8,98.001,97.819,97.26
26,ALB,Williams,HARD,3.0,28.0,39.0,12,98.044,98.071,97.503
27,TSU,AlphaTauri,HARD,3.0,28.0,39.0,12,98.05,98.08,97.779
28,GAS,Alpine,HARD,3.0,27.0,39.0,13,98.099,98.022,97.76
29,ALO,Aston Martin,HARD,2.0,16.0,33.0,18,98.134,98.139,97.542
30,VER,Red Bull Racing,SOFT,1.0,2.0,13.0,12,98.196,98.094,97.974
31,LEC,Ferrari,HARD,2.0,15.0,32.0,17,98.247,98.162,97.631
32,SAI,Ferrari,HARD,2.0,15.0,30.0,16,98.358,98.377,97.985
33,STR,Aston Martin,HARD,2.0,17.0,29.0,13,98.402,98.478,97.507
34,NOR,McLaren,SOFT,3.0,19.0,26.0,8,98.424,98.392,97.966
35,RUS,Mercedes,HARD,2.0,15.0,30.0,16,98.449,98.526,97.46
36,HAM,Mercedes,HARD,2.0,14.0,29.0,16,98.465,98.422,98.265
37,ZHO,Alfa Romeo,SOFT,3.0,34.0,53.0,18,98.475,98.395,97.037
38,OCO,Alpine,HARD,2.0,14.0,14.0,1,98.649,98.649,98.649
39,LEC,Ferrari,SOFT,1.0,2.0,12.0,11,98.852,98.75,98.572
40,PER,Red Bull Racing,SOFT,1.0,2.0,16.0,15,98.896,98.83,98.404
41,DEV,AlphaTauri,HARD,3.0,29.0,56.0,26,98.907,98.887,97.709
42,MAG,Haas F1 Team,HARD,2.0,17.0,28.0,12,99.012,99.055,98.274
43,GAS,Alpine,HARD,2.0,11.0,24.0,14,99.128,99.023,98.762
44,NOR,McLaren,HARD,2.0,12.0,16.0,5,99.159,99.243,98.86
45,ZHO,Alfa Romeo,HARD,2.0,14.0,31.0,18,99.21,99.232,98.794
46,BOT,Alfa Romeo,HARD,2.0,13.0,28.0,16,99.273,99.356,98.03
47,ALB,Williams,SOFT,2.0,13.0,25.0,13,99.304,99.272,98.472
48,TSU,AlphaTauri,HARD,2.0,12.0,25.0,14,99.316,99.292,98.742
49,DEV,AlphaTauri,HARD,2.0,13.0,26.0,14,99.344,99.154,98.829
50,SAR,Williams,SOFT,2.0,14.0,29.0,16,99.434,99.52,98.413
51,OCO,Alpine,HARD,3.0,17.0,31.0,15,99.466,99.435,98.78
52,SAI,Ferrari,SOFT,1.0,2.0,11.0,10,99.52,99.488,98.933
53,HUL,Haas F1 Team,HARD,2.0,13.0,25.0,13,99.605,99.633,98.847
54,HAM,Mercedes,SOFT,1.0,2.0,10.0,9,99.701,99.756,99.166
55,ALO,Aston Martin,SOFT,1.0,2.0,13.0,11,99.929,99.792,99.1
56,RUS,Mercedes,SOFT,1.0,2.0,11.0,10,99.939,99.823,99.093
57,STR,Aston Martin,SOFT,1.0,2.0,14.0,12,100.011,99.918,99.144
58,BOT,Alfa Romeo,SOFT,1.0,2.0,10.0,9,100.264,100.275,99.397
59,OCO,Alpine,SOFT,1.0,2.0,11.0,10,100.432,100.448,99.543
60,ALB,Williams,SOFT,1.0,2.0,8.0,7,100.464,100.606,99.761
61,NOR,McLaren,SOFT,1.0,2.0,9.0,7,100.579,100.726,99.777
62,TSU,AlphaTauri,SOFT,1.0,2.0,8.0,6,100.619,100.842,99.95
63,SAR,Williams,SOFT,1.0,2.0,9.0,8,100.728,100.83,100.349
64,GAS,Alpine,SOFT,1.0,2.0,6.0,5,100.781,100.818,100.438
65,HUL,Haas F1 Team,SOFT,1.0,2.0,8.0,7,100.944,101.002,100.484
66,DEV,AlphaTauri,SOFT,1.0,2.0,10.0,9,101.107,101.166,100.373
67,PIA,McLaren,SOFT,1.0,2.0,12.0,11,101.118,101.156,100.691
68,ZHO,Alfa Romeo,SOFT,1.0,2.0,11.0,10,101.227,101.17,100.596
69,MAG,Haas F1 Team,HARD,1.0,2.0,14.0,11,101.391,101.345,100.773
