Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
GAS,Alpine,9,10.0,SOFT,HARD
NOR,McLaren,10,11.0,SOFT,HARD
TSU,AlphaTauri,10,11.0,SOFT,HARD
ALB,Williams,11,12.0,SOFT,SOFT
BOT,Alfa Romeo,11,12.0,SOFT,HARD
DEV,AlphaTauri,11,12.0,SOFT,HARD
HUL,Haas F1 Team,11,12.0,SOFT,HARD
HAM,Mercedes,12,13.0,SOFT,HARD
OCO,Alpine,12,13.0,SOFT,HARD
SAR,Williams,12,13.0,SOFT,SOFT
ZHO,Alfa Romeo,12,13.0,SOFT,HARD
LEC,Ferrari,13,14.0,SOFT,HARD
PIA,McLaren,13,,SOFT,
RUS,Mercedes,13,14.0,SOFT,HARD
SAI,Ferrari,13,14.0,SOFT,HARD
ALO,Aston Martin,14,15.0,SOFT,HARD
VER,Red Bull Racing,14,15.0,SOFT,SOFT
MAG,Haas F1 Team,15,16.0,HARD,HARD
OCO,Alpine,15,16.0,HARD,HARD
STR,Aston Martin,15,16.0,SOFT,HARD
NOR,McLaren,17,18.0,HARD,SOFT
PER,Red Bull Racing,17,18.0,SOFT,SOFT
GAS,Alpine,25,26.0,HARD,HARD
ALB,Williams,26,27.0,SOFT,HARD
HUL,Haas F1 Team,26,27.0,HARD,HARD
TSU,AlphaTauri,26,27.0,HARD,HARD
DEV,AlphaTauri,27,28.0,HARD,HARD
NOR,McLaren,27,28.0,SOFT,MEDIUM
BOT,Alfa Romeo,29,30.0,HARD,HARD
MAG,Haas F1 Team,29,30.0,HARD,SOFT
HAM,Mercedes,30,31.0,HARD,HARD
SAR,Williams,30,31.0,SOFT,HARD
STR,Aston Martin,30,31.0,HARD,HARD
RUS,Mercedes,31,32.0,HARD,HARD
SAI,Ferrari,31,32.0,HARD,HARD
OCO,Alpine,32,33.0,HARD,HARD
ZHO,Alfa Romeo,32,33.0,HARD,SOFT
LEC,Ferrari,33,34.0,HARD,HARD
ALO,Aston Martin,34,35.0,HARD,HARD
PER,Red Bull Racing,34,35.0,SOFT,HARD
VER,Red Bull Racing,36,37.0,SOFT,HARD
NOR,McLaren,37,38.0,MEDIUM,HARD
ALB,Williams,40,41.0,HARD,SOFT
GAS,Alpine,40,41.0,HARD,SOFT
HUL,Haas F1 Team,40,41.0,HARD,SOFT
MAG,Haas F1 Team,40,41.0,SOFT,SOFT
SAR,Williams,40,41.0,HARD,SOFT
TSU,AlphaTauri,40,41.0,HARD,SOFT
OCO,Alpine,41,,HARD,
NOR,McLaren,47,48.0,HARD,SOFT
NOR,McLaren,54,55.0,SOFT,SOFT
ZHO,Alfa Romeo,54,55.0,SOFT,SOFT
