pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PER,Red Bull Racing,11,50,97.697,97.394,96.344,0.897,0.232
2,VER,Red Bull Racing,1,50,97.465,97.576,96.236,0.603,0.0
3,ALO,Aston Martin,14,50,98.085,97.904,96.156,1.166,0.62
4,RUS,Mercedes,63,50,98.337,98.004,97.035,0.967,0.872
5,STR,Aston Martin,18,50,98.348,98.074,96.546,1.092,0.883
6,GAS,Alpine,10,48,98.19,98.12,95.068,1.433,0.725
7,BOT,Alfa Romeo,77,50,98.715,98.129,97.379,1.079,1.25
8,TSU,AlphaTauri,22,48,98.55,98.138,96.637,1.138,1.085
9,ALB,Williams,23,48,98.61,98.148,97.144,1.068,1.145
10,SAI,Ferrari,55,50,98.282,98.185,97.13,0.798,0.817
11,HAM,Mercedes,44,50,98.3,98.297,96.546,0.85,0.835
12,NOR,McLaren,4,40,98.369,98.321,95.257,1.442,0.904
13,HUL,Haas F1 Team,27,47,98.748,98.458,96.616,1.378,1.283
14,LEC,Ferrari,16,33,98.321,98.477,97.17,0.598,0.856
15,MAG,Haas F1 Team,20,47,98.966,98.593,96.471,1.548,1.501
16,SAR,Williams,2,47,98.79,98.988,96.037,1.304,1.325
17,ZHO,Alfa Romeo,24,47,99.247,99.143,93.996,1.398,1.782
18,DEV,AlphaTauri,21,49,99.436,99.15,97.709,1.076,1.971
19,OCO,Alpine,31,32,99.318,99.532,96.797,1.246,1.853
20,PIA,McLaren,81,11,101.118,101.156,100.691,0.312,3.653
