circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
george,Prince George Circuit,https://en.wikipedia.org/wiki/Prince_George_Circuit,South Africa,1965-01-01,1965-eastern-cape-province,South African Grand Prix,eastern-cape-province,-33.0486,Eastern Cape Province,27.8736,1,1965,,https://en.wikipedia.org/wiki/1965_South_African_Grand_Prix,1965
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1965-05-30,1965-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,2,1965,,https://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix,1965
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1965-06-13,1965-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,3,1965,,https://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix,1965
charade,Charade Circuit,https://en.wikipedia.org/wiki/Circuit_de_Charade,France,1965-06-27,1965-clermont-ferrand,French Grand Prix,clermont-ferrand,45.7472,Clermont-Ferrand,3.03889,4,1965,,https://en.wikipedia.org/wiki/1965_French_Grand_Prix,1965
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1965-07-10,1965-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,5,1965,,https://en.wikipedia.org/wiki/1965_British_Grand_Prix,1965
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1965-07-18,1965-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,6,1965,,https://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix,1965
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1965-08-01,1965-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,7,1965,,https://en.wikipedia.org/wiki/1965_German_Grand_Prix,1965
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1965-09-12,1965-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,8,1965,,https://en.wikipedia.org/wiki/1965_Italian_Grand_Prix,1965
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1965-10-03,1965-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,9,1965,,https://en.wikipedia.org/wiki/1965_United_States_Grand_Prix,1965
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1965-10-24,1965-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,10,1965,,https://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix,1965
